subject,study_role,channel,trial_count,peak_frequency_median_hz,peak_distance_from_12_5_hz,three_fold_peak_span_hz,peak_reliability,individualized_median_percent,fixed_narrow_median_percent,fixed_broad_median_percent,individualized_minus_fixed_narrow_median_percent,individualized_minus_fixed_broad_median_percent,individualized_median_db,fixed_narrow_median_db,fixed_broad_median_db,individualized_minus_fixed_narrow_median_db,individualized_qc_excluded_median_percent,fixed_narrow_qc_excluded_median_percent,qc_paired_difference_percent,individualized_negative_trial_fraction,fixed_narrow_negative_trial_fraction,low_individualized_reference_power_candidate_count,individualized_run_6_median_percent,individualized_run_10_median_percent,individualized_run_14_median_percent,fixed_narrow_run_6_median_percent,fixed_narrow_run_10_median_percent,fixed_narrow_run_14_median_percent,fixed_broad_run_6_median_percent,fixed_broad_run_10_median_percent,fixed_broad_run_14_median_percent,individualized_negative_run_count,fixed_narrow_negative_run_count,fixed_broad_negative_run_count,individualized_run_range_percentage_points,fixed_narrow_run_range_percentage_points,fixed_broad_run_range_percentage_points,subject_is_group_observational_unit
47,held_out_method_evaluation,C4,23,9.75,2.75,1.0,moderate,-16.10684536542238,-10.045212303700644,-11.803806594181042,-6.061633061721736,-4.303038771241338,-0.7627347451951367,-0.4597571709052562,-0.5455015884236712,-0.30297757428988054,-20.040332214694473,8.104532571198202,-28.144864785892675,0.6086956521739131,0.5217391304347826,0,-24.49795368031561,-27.08419403298601,1.0546826528622106,8.104532571198202,-20.779480938866577,-13.056875912514402,-10.566643762261048,-20.495366626914727,-12.433671929137008,2,2,3,28.13887668584822,28.88401351006478,9.928722864653679,True
51,held_out_method_evaluation,C3,21,11.75,0.75,2.0,unstable,-12.40787584024902,-15.218183417407158,-26.836744994383444,2.810307577158138,14.428869154134425,-0.5753494163705559,-0.7169728223177647,-1.3570698116812738,0.1416234059472088,-29.299801994682756,-28.05736657177672,-1.2424354229060377,0.5714285714285714,0.5238095238095238,0,-50.97731567990086,-1.9305621911537392,10.775351898560922,-29.57423053815007,5.274963672086059,29.545478644699028,-41.401333753133066,-19.59884980952016,-24.115462911761117,2,1,3,61.75266757846178,59.11970918284909,21.802483943612906,True
51,held_out_method_evaluation,C4,21,11.75,0.75,2.0,unstable,-19.42766568042347,-4.632648550353714,-29.83808273911375,-14.795017130069755,10.410417058690282,-0.9381405391303916,-0.20600278462093394,-1.5389855184773866,-0.7321377545094577,-11.641377267935264,-4.632648550353714,-7.008728717581549,0.6190476190476191,0.5714285714285714,0,-22.615978688440673,-19.42766568042347,-11.641377267935264,4.262685117043732,-27.002948928868907,-8.740350009599169,-2.1440702151539743,-32.44401616920666,-29.83808273911375,3,2,3,10.97460142050541,31.26563404591264,30.29994595405269,True
53,held_out_method_evaluation,C3,23,11.75,0.75,1.0,moderate,-10.00977566598377,-12.506164772110187,-12.684741940701617,2.4963891061264167,2.674966274717846,-0.45804665542689427,-0.5802254607287506,-0.5890985810490945,0.12217880530185632,-10.971746854252157,-15.229614686288564,4.257867832036407,0.6521739130434783,0.7391304347826086,0,-16.468797688752204,-9.962987527751586,-6.668409326075976,-25.78708277537884,-10.164722801371866,-7.0040813329778775,-15.06678899074362,-13.59544279520674,-2.6367717172264937,3,3,3,9.800388362676228,18.78300144240096,12.430017273517127,True
53,held_out_method_evaluation,C4,23,11.75,0.75,1.0,moderate,1.7179106413544165,-7.034766607802186,-8.03791947355498,8.752677249156601,9.755830114909397,0.07397430875970559,-0.31679436057677207,-0.36391211925012995,0.3907686693364777,-3.1484915876227513,-8.069705398611783,4.921213810989031,0.4782608695652174,0.5652173913043478,0,3.1681160942869573,-26.17390410006281,4.213310186640806,-7.034766607802186,-27.462619379552848,16.41862535112879,8.285224958577807,-26.28445284467597,-11.51770855235901,1,2,2,30.387214286703617,43.88124473068164,34.56967780325378,True
55,held_out_method_evaluation,C3,23,10.5,2.0,0.0,stable,-13.324523991633418,-38.710788121359144,-16.95862572463575,25.386264129725724,3.63410173300233,-0.6210376458660134,-2.126159632287027,-0.8070547217301809,1.5051219864210137,-13.324523991633418,-38.710788121359144,25.386264129725724,0.6956521739130435,0.9130434782608695,0,-12.12359597817773,-20.134898428812754,4.650338490647852,-39.45646636296651,-45.56480324970195,-30.183745218237085,-19.95261483784462,-16.481803441415323,-6.104001729783039,2,3,3,24.785236919460605,15.381058031464867,13.848613108061581,True
55,held_out_method_evaluation,C4,23,10.5,2.0,0.0,stable,-35.82762887585331,-51.068763815461345,-40.0361730641343,15.241134939608038,4.208544188280996,-1.9265191353555087,-3.1041381221181616,-2.22110657943632,1.177618986762653,-35.82762887585331,-51.068763815461345,15.241134939608038,0.8260869565217391,0.9130434782608695,0,-33.07909570735199,-38.1086629581234,-35.82762887585331,-58.71961723470197,-56.574930815989944,-36.61294353233951,-44.882137135440466,-40.04262678284805,-35.7930126077741,3,3,3,5.029567250771414,22.106673702362464,9.089124527666364,True
57,held_out_method_evaluation,C3,22,11.25,1.25,0.25,stable,1.7541761988228592,-13.44167148977634,-4.939032730980893,15.1958476885992,6.6932089298037525,0.07512411742357288,-0.6277199962848954,-0.22010156028498196,0.7028441137084682,1.7541761988228592,-13.44167148977634,15.1958476885992,0.45454545454545453,0.6363636363636364,0,-23.62035736336042,0.3761262307762554,10.732260455182164,-19.27882766645918,-15.111842090505506,23.905829282669806,-18.872544285696883,-4.221126024204285,5.776057043956301,1,2,2,34.35261781854258,43.184656949128986,24.648601329653182,True
57,held_out_method_evaluation,C4,22,11.25,1.25,0.25,stable,-29.12935506669036,-37.18253650364939,-22.766084641829018,8.05318143695903,-6.363270424861341,-1.4959919555233894,-2.0307813809308732,-1.1249012361052113,0.5347894254074839,-29.12935506669036,-37.18253650364939,8.05318143695903,0.7727272727272727,0.7272727272727273,0,-48.789725941583924,-19.947968564917318,-25.82009617962878,-48.3599402361861,-29.0586226951084,-25.941281316158094,-42.89056111679466,-17.97980948968939,-4.453138017085362,3,3,3,28.841757376666607,22.418658920028005,38.43742309970929,True
59,held_out_method_evaluation,C3,22,11.75,0.75,0.25,stable,-48.07286735891661,-53.65918901874182,-31.384708204400376,5.5863216598252095,-16.688159154516235,-2.8653909646442752,-3.379693670983211,-1.6452072899864396,0.5143027063389356,-64.58400635256667,-60.494119560890006,-4.089886791676669,0.7727272727272727,0.7272727272727273,0,-75.73500488017513,-10.21593393064327,-7.120864805713771,-71.28345316119348,-6.93572536176918,-14.767751234452907,-62.395953937242886,-0.29890023335019605,1.3134970318473356,3,3,2,68.61414007446136,64.34772779942429,63.70945096909022,True
59,held_out_method_evaluation,C4,22,11.75,0.75,0.25,stable,10.133810388565353,11.321544313152746,14.657183374790293,-1.187733924587393,-4.52337298622494,0.41916590444961144,0.46245062416459815,0.5916380830794732,-0.04328471971498671,3.4377408539021737,6.956262617963526,-3.5185217640613526,0.4090909090909091,0.36363636363636365,0,10.739446685093768,40.025007050998546,-4.219699055895843,22.916983403979447,17.584129703459467,3.4649613017009195,10.982356042505554,19.108192106639365,10.866643029403514,1,0,0,44.24470610689439,19.452022102278526,8.24154907723585,True
61,held_out_method_evaluation,C3,24,9.5,3.0,0.0,stable,-24.896691334175998,-49.39060308405198,-39.616214060347545,24.493911749875984,14.719522726171547,-1.24672904038609,-2.959906705069704,-2.1908950143794543,1.713177664683614,-24.896691334175998,-49.39060308405198,24.493911749875984,0.625,0.75,0,-43.24920100435469,-13.0889675368125,14.92227492962532,-66.93029796103234,-7.819956532982282,-51.40111602103785,-51.78648706171216,-1.25889525152171,-16.8468477522874,2,3,3,58.171475933980005,59.110341428050056,50.52759181019045,True
61,held_out_method_evaluation,C4,24,9.5,3.0,0.0,stable,-28.32123139717495,-43.569239650267875,-40.478127409748865,15.248008253092923,12.156896012573913,-1.4503481159669178,-2.4850047844276313,-2.254016619123071,1.0346566684607135,-28.32123139717495,-43.569239650267875,15.248008253092923,0.75,0.7916666666666666,1,-43.57412272173975,-15.037757014217865,-25.88523823907833,-58.745471254044844,21.510124809040107,-55.51058075845109,-47.98317796529655,7.833701290808893,-46.093126623111566,3,2,2,28.53636570752188,80.25559606308495,55.81687925610544,True
63,held_out_method_evaluation,C3,22,9.0,3.5,2.5,unstable,-9.814544310516414,-8.76580316526425,-8.071993422072918,-1.0487411452521638,-1.7425508884434961,-0.4504432463461708,-0.4022843010665791,-0.3663570391956129,-0.04815894527959169,-7.212572594934949,-4.920523125289967,-2.292049469644982,0.5909090909090909,0.5454545454545454,0,0.023897393184016163,-42.968233811229,-4.75749883007202,-14.73495273896531,-41.15751778578749,22.91606784845307,11.417685079290688,-43.33984013447119,7.26067862391144,2,2,1,42.99213120441301,64.07358563424056,54.75752521376188,True
63,held_out_method_evaluation,C4,22,9.0,3.5,2.5,unstable,-13.475304877845039,-39.20297614917273,-31.70965610072353,25.727671271327686,18.234351222878495,-0.6519847611304823,-2.1611774330792057,-1.6565318465237233,1.5091926719487234,-4.520247443813907,-39.170119158386676,34.64987171457277,0.5909090909090909,0.7272727272727273,0,-0.2438915891528989,-48.50473276603708,8.57748817509793,-18.929543826559858,-48.30084426725292,-17.225964917702232,-31.191858563043894,-47.07292754532868,-5.781025138602242,2,3,3,57.082220941135006,31.074879349550688,41.291902406726436,True
65,held_out_method_evaluation,C3,22,8.25,4.25,0.25,stable,-7.4984611941218695,-5.355619485122497,-12.410999113621493,-2.1428417089993728,4.9125379194996235,-0.3396175059128991,-0.2394589133327652,-0.5773360934212828,-0.10015859258013388,-5.279202997897223,6.076862816710013,-11.356065814607236,0.5909090909090909,0.5454545454545454,0,-5.279202997897223,-21.378271930851422,-36.91269487427505,29.280135444196915,-4.05956275484697,-44.864802977224315,-1.6251432446318885,-9.867556318570417,-15.521197266539282,3,2,3,31.633491876377825,74.14493842142123,13.896054021907393,True
65,held_out_method_evaluation,C4,22,8.25,4.25,0.25,stable,-26.13311477278308,-33.14071654077879,-30.275634053808638,7.007601767995709,4.142519281025557,-1.3156695194367043,-1.7505433748642119,-1.566174353619473,0.43487385542750756,-23.174672398203477,-33.14071654077879,9.966044142575313,0.7727272727272727,0.7272727272727273,0,-26.975852535322197,-20.864744724473912,-29.75875538141303,-27.77283138313424,-40.68750462275012,-37.446481811405036,-33.05361741510899,-28.92740962776671,-30.06355748215458,3,3,3,8.89401065693912,12.91467323961588,4.1262077873422776,True
67,held_out_method_evaluation,C3,23,11.75,0.75,1.0,moderate,3.351367210524145,4.417319394274022,1.4015481380586827,-1.0659521837498773,1.9498190724654623,0.14316226179163674,0.18772539791971674,0.06044585595774595,-0.044563136128079994,0.022974862010670893,1.9149147248278475,-1.8919398628171766,0.4782608695652174,0.4782608695652174,0,-31.68341374429194,6.607424931857625,-3.9271260121663576,-36.71441395587477,5.157106741836731,-7.39156844469416,-8.3176773865007,12.06808002762946,-9.377069973096663,2,2,2,38.29083867614956,41.8715206977115,21.445150000726123,True
67,held_out_method_evaluation,C4,23,11.75,0.75,1.0,moderate,-4.3486465046631215,-1.5730566644496968,0.027796363605505428,-2.7755898402134247,-4.376442868268627,-0.19308880196045666,-0.06886001769389616,0.0012070129879956492,-0.1242287842665605,-6.059690383448675,-1.6181854002566474,-4.4415049831920275,0.5217391304347826,0.5652173913043478,0,-7.77073426223423,23.177518613886292,-8.081120089509925,-0.05042281649351848,-1.6181854002566474,-1.6066214219651302,6.768357346979939,39.74013745651016,-11.640403378430088,2,3,1,31.258638703396215,1.5677625837631288,51.38054083494025,True
69,held_out_method_evaluation,C3,22,10.0,2.5,0.25,stable,-18.742235167587072,-39.60088729804736,-31.601772479631038,20.85865213046029,12.859537312043965,-0.9071264658133451,-2.207701160425032,-1.6496062330481234,1.300574694611687,-14.554473228859356,-34.11216429958629,19.557691070726932,0.7272727272727273,0.9090909090909091,0,-10.891008530923902,-22.92999710631479,-68.10670358810957,-28.608120106984508,-29.722099244940477,-64.454346704833,-23.2258648125758,-31.945085985476382,-66.53781641653842,3,3,3,57.21569505718567,35.84622659784849,43.31195160396262,True
69,held_out_method_evaluation,C4,22,10.0,2.5,0.25,stable,2.791139430438371,-35.5226411458957,-19.186462432199505,38.31378057633407,21.977601862637876,0.1187351718030951,-1.9072637680172715,-0.9259527102458395,2.0259989398203664,4.790428726259313,-33.923477597706494,38.71390632396581,0.45454545454545453,0.8181818181818182,0,-19.182727083616548,27.835466890998465,33.314712021098785,-54.263059171390196,-4.48317442027126,-50.02132887140002,-31.666477368391945,7.202866282330039,-13.260083927467484,1,3,2,52.49743910471533,49.779884751118935,38.86934365072199,True
71,held_out_method_evaluation,C3,23,12.5,0.0,0.25,stable,-43.49239473751406,-44.18225417020606,-27.47542945998006,0.6898594326919962,-16.016965277534002,-2.4789309729111606,-2.53227706246692,-1.395148342268048,0.05334608955575959,-43.51895592434997,-44.332514643986,0.8135587196360348,0.7391304347826086,0.7391304347826086,1,-60.71708599062283,-43.51895592434997,-6.6214711877405446,-61.85682476814598,-44.331931346951464,-7.401421217109791,-36.69843366028219,-29.29781124661809,19.504755196487718,3,3,2,54.09561480288228,54.455403551036184,56.20318885676991,True
71,held_out_method_evaluation,C4,23,12.5,0.0,0.25,stable,-56.82062930484618,-58.569276456536215,-45.31102619897349,1.7486471516900366,-11.509603105872692,-3.6472369145092443,-3.8267748214486663,-2.6210022577022967,0.17953790693942207,-59.97881583015683,-60.599800174399775,0.6209843442429417,0.782608695652174,0.782608695652174,0,-54.16419034299307,-64.88215698768445,-56.25582691234723,-53.845254823044314,-65.6773761404223,-58.569276456536215,-45.53419427209427,-54.467510708330565,-26.550469146188885,3,3,3,10.717966644691387,11.832121317377982,27.91704156214168,True
73,held_out_method_evaluation,C3,21,12.5,0.0,1.25,unstable,-20.91889426088345,-21.9079277742252,-1.80989600498435,0.9890335133417487,-19.108998255899103,-1.0192726686166003,-1.073930527213813,-0.07932280002504073,0.05465785859721284,12.889182320885778,3.7281421603740217,9.161040160511757,0.5238095238095238,0.5238095238095238,0,28.642098180743538,-25.242745126135773,-20.91889426088345,3.7281421603740217,-26.19882191789865,-21.9079277742252,21.558538441436962,-2.0446314155632885,-1.80989600498435,2,2,2,53.88484330687931,29.92696407827267,23.60316985700025,True
73,held_out_method_evaluation,C4,21,12.5,0.0,1.25,unstable,-16.631704338065983,-18.268350646610646,-6.784217587838594,1.6366463085446625,-9.84748675022739,-0.789990769026691,-0.8760973688386575,-0.30510550798006014,0.08610659981196656,-21.752728875216114,-23.155163664178616,1.402434788962502,0.5238095238095238,0.5714285714285714,0,40.459501249801775,-50.28572563618737,-16.631704338065983,66.32816029892122,-49.4389017168571,-18.268350646610646,18.646599104661316,2.004355400400407,-15.915198232989896,2,2,1,90.74522688598915,115.76706201577832,34.561797337651214,True
75,held_out_method_evaluation,C3,21,8.25,4.25,3.25,unstable,-48.063858455677845,-64.81251563108634,-45.52199222063167,16.748657175408496,-2.5418662350461787,-2.8453031824645514,-4.536117807280899,-2.6377878263431183,1.6908146248163476,-41.082601464535955,-61.31356913693212,20.23096767239616,0.7619047619047619,0.8095238095238095,0,-48.063858455677845,-63.83954265291531,-34.101344473394064,-66.0969994424321,-68.00744591413363,-36.859809832086874,-64.88724462370132,-37.785737303732546,-43.73462889490481,3,3,3,29.738198179521248,31.147636082046752,27.101507319968775,True
75,held_out_method_evaluation,C4,21,8.25,4.25,3.25,unstable,-33.65370590498028,-67.19920843942408,-39.25310485787312,33.545502534443806,5.599398952892841,-1.7818333050914916,-4.841156756102055,-2.164759145543526,3.059323451010564,-30.28890874948968,-63.64415878730364,33.35525003781396,0.8095238095238095,0.9047619047619048,0,-57.05657166377035,-56.38115721303563,-7.611533072503182,-74.54843756350843,-67.19920843942408,-37.53998504348035,-67.62207393328197,-3.8603499128306447,-23.45782650167831,3,3,3,49.44503859126716,37.00845252002808,63.761724020451325,True
77,held_out_method_evaluation,C3,22,9.0,3.5,0.75,moderate,-14.603816076343742,-3.9608727568170035,-2.9267902536156716,-10.642943319526738,-11.677025822728071,-0.6856154318288781,-0.18251121833844267,-0.13389771387819782,-0.5031042134904354,-14.603816076343742,-3.9608727568170035,-10.642943319526738,0.5909090909090909,0.5,0,-14.588369551503058,-33.71600337408723,6.545933753962582,-9.406670342974241,-22.964629326214027,51.761572485852184,-13.445441339006544,-40.938215312995894,21.439327674096077,2,2,2,40.26193712804981,74.72620181206621,62.37754298709197,True
77,held_out_method_evaluation,C4,22,9.0,3.5,0.75,moderate,11.325490958135738,23.993842048645675,15.293051317860705,-12.668351090509937,-3.967560359724967,0.4642459855483716,0.9337793597322277,0.6177581663778262,-0.4695333741838561,11.325490958135738,23.993842048645675,-12.668351090509937,0.36363636363636365,0.36363636363636365,0,2.2773908936258707,8.211028119110853,18.68682272552232,52.41887663966896,25.246995869800656,14.369292209980035,13.999969868832599,7.156106172218542,17.3974062919227,0,0,0,16.40943183189645,38.04958442968892,10.241300119704157,True
79,held_out_method_evaluation,C3,21,8.5,4.0,0.0,stable,-6.209514148299987,-8.575731266262812,0.1674554710247979,2.366217117962825,-6.376969619324785,-0.2784121441062236,-0.38938504724376377,0.007266416393738218,0.11097290313754016,-1.0335425944782457,-10.95624148408516,9.922698889606915,0.6190476190476191,0.5714285714285714,1,-1.0335425944782457,-30.618162563939887,-2.8140197985090483,-8.575731266262812,8.019831016278681,-10.610878079660374,-0.3557643493193893,0.1674554710247979,11.612727115908251,3,2,1,29.58461996946164,18.630709095939054,11.968491465227642,True
79,held_out_method_evaluation,C4,21,8.5,4.0,0.0,stable,9.442259514001925,-3.8436817901296045,-0.037561346262306845,13.28594130413153,9.479820860264232,0.3918505078990236,-0.17022173999287268,-0.001631574981408009,0.5620722478918962,9.862137226091392,-8.74927086551162,18.61140809160301,0.47619047619047616,0.6666666666666666,0,-7.778859284304742,9.862137226091392,18.92481748407018,-8.74927086551162,-3.528370369300223,-3.8436817901296045,-0.037561346262306845,-0.21989325682661023,36.61101464144481,1,3,2,26.70367676837492,5.220900496211398,36.83090789827142,True
81,held_out_method_evaluation,C3,22,11.0,1.5,0.5,stable,-9.640609603060199,-16.14348543222785,-9.59883040651694,6.50287582916765,-0.041779196543258124,-0.44028351404928484,-0.7651710123091378,-0.4405169206086822,0.3248874982598529,-9.889214772081814,-17.464664050993324,7.57544927891151,0.6363636363636364,0.5909090909090909,1,-9.392004434038581,-8.22235631974119,-40.028842385310625,-11.475535870054916,-16.14348543222785,-32.96189701692452,-6.684829842194866,-7.423713225495604,-38.18239645647861,3,3,3,31.806486065569437,21.4863611468696,31.49756661428374,True
81,held_out_method_evaluation,C4,22,11.0,1.5,0.5,stable,-13.639262243633357,-17.804359096376487,-16.971836143137168,4.16509685274313,3.33257389950381,-0.6454210737761406,-0.8515127748680151,-0.8083651898577717,0.20609170109187458,-8.214660159817457,-17.759868724663022,9.545208564845565,0.5909090909090909,0.5454545454545454,0,1.6809216585506472,-28.267023872297017,-7.666738338726312,1.2550100897297891,-27.561954357214795,23.050102811505692,-5.336791213119841,-30.26930312210338,-14.640584367110563,2,1,3,29.947945530847665,50.61205716872048,24.93251190898354,True
83,held_out_method_evaluation,C3,22,10.0,2.5,0.0,stable,-31.336775035787735,-30.033367889043284,-31.794100855708365,-1.3034071467444512,0.45732581992063004,-1.6330111082765884,-1.5522953078507746,-1.6617975558542768,-0.08071580042581372,-32.40363099964729,-30.033367889043284,-2.3702631106040073,0.8181818181818182,0.8181818181818182,0,-28.918753595956268,-32.72923533141235,-30.154703006557593,-41.446679332790204,-31.681330547737236,-6.063395395167395,-33.02841262114759,-26.527016650839727,-25.22706462933872,3,3,3,3.8104817354560794,35.38328393762281,7.801347991808868,True
83,held_out_method_evaluation,C4,22,10.0,2.5,0.0,stable,-5.684580233318055,-26.386064597546707,-16.109976300460424,20.70148436422865,10.425396067142369,-0.2584763684811575,-1.336504176028598,-0.7633140350553356,1.0780278075474405,-0.0031579525724682034,-26.386064597546707,26.382906644974238,0.5454545454545454,0.7272727272727273,0,-66.30939235866364,-9.881161905658814,5.861167956391641,-61.274323823189725,-30.28641802708814,14.48028582488425,-64.10237367818246,-18.538014388927653,3.916393335781584,2,2,2,72.17056031505528,75.75460964807398,68.01876701396404,True
85,held_out_method_evaluation,C3,23,12.0,0.5,0.25,stable,-77.00818736197374,-79.40056615796107,-67.55754034320346,2.3923787959873266,-9.450647018770283,-6.384267882931331,-6.861447156821688,-4.888862267519053,0.4771792738903571,-78.11212622657797,-79.51689793008282,1.4047717035048493,0.8695652173913043,0.8695652173913043,0,-35.648949152297156,-77.00818736197374,-84.45471628514127,-34.3448573447499,-79.63322970220459,-83.16242920913987,-39.253505129419395,-66.70375519528748,-76.85542745961791,3,3,3,48.80576713284412,48.817571864389976,37.60192233019852,True
85,held_out_method_evaluation,C4,23,12.0,0.5,0.25,stable,-72.96614095587577,-70.04043330124583,-64.7930124183321,-2.925707654629946,-8.173128537543676,-5.680919549693345,-5.23464472070731,-4.533711329141187,-0.4462748289860352,-75.41288377737351,-73.1123255232401,-2.3005582541334064,0.8695652173913043,0.8695652173913043,0,-39.82960854718534,-85.33501112967065,-73.61478690772324,-37.426086653835846,-85.39349795541848,-73.50136155421964,-29.22738697559901,-72.44748160795412,-63.43240115588389,3,3,3,45.50540258248531,47.967411301582636,43.22009463235511,True
87,held_out_method_evaluation,C3,23,8.75,3.75,1.75,unstable,22.6674512691996,0.3991410906494975,14.988552826579571,22.268310178550102,7.678898442620028,0.8872934178641605,0.01729997458532819,0.6065460825190155,0.8699934432788323,31.105336849077815,-0.8459681957862457,31.95130504486406,0.391304347826087,0.4782608695652174,0,-2.5882106245168446,33.71980095898246,106.3119243639837,-9.596682957106248,-2.269686015194779,39.727925449338386,-4.708507233701353,28.500551147158333,95.13606807514091,1,2,1,108.90013498850055,49.32460840644463,99.84457530884227,True
87,held_out_method_evaluation,C4,23,8.75,3.75,1.75,unstable,18.715733857620258,-6.233284365069874,11.049166258101344,24.949018222690132,7.666567599518913,0.7450828150482753,-0.279512957506109,0.45515302273370106,1.0245957725543844,16.699993318346316,-5.8897459047402965,22.58973922308661,0.391304347826087,0.6086956521739131,0,45.23517370442911,2.7139547238864123,23.154985823267346,11.317452307419579,-11.195142939129248,1.383052473393633,22.312473955264387,-2.9006153275840494,21.471455531948067,0,1,1,42.5212189805427,22.512595246548827,25.213089282848436,True
89,held_out_method_evaluation,C3,24,8.5,4.0,3.5,unstable,-2.636919414829035,4.440633402319037,4.196830508725783,-7.077552817148072,-6.833749923554818,-0.11608785649345654,0.17169742767125779,0.17791766294843614,-0.28778528416471433,-2.636919414829035,15.504794414284277,-18.14171382911331,0.5416666666666666,0.5,0,23.026350688683788,-4.181886218854842,-5.5960526087363025,4.481793048535346,1.9927274758143518,8.4066927460475,18.41287852234442,-5.535061545750363,31.796204996032507,2,0,1,28.622403297420092,6.413965270233149,37.33126654178287,True
89,held_out_method_evaluation,C4,24,8.5,4.0,3.5,unstable,5.1132135155194,-14.110864635815053,-1.5418794844560657,19.224078151334453,6.655092999975466,0.19179962447514723,-0.6608479198553815,-0.06774969635170208,0.8526475443305287,5.1132135155194,-5.531317810215446,10.644531325734846,0.5,0.5416666666666666,0,31.6233724670453,-32.822075440470734,29.9343255578285,6.932344784141441,-15.0295343310769,-15.328873441641836,3.14478185568208,-23.34625888424023,9.823456383854685,1,2,1,64.44544790751604,22.261218225783278,33.16971526809491,True
91,held_out_method_evaluation,C3,22,10.0,2.5,1.25,unstable,-0.8970234900614851,8.120582372735422,1.8829760764193373,-9.017605862796907,-2.7799995664808224,-0.044860475842205,0.3374510730933784,0.07946158586038994,-0.3823115489355834,5.590060458019444,12.776101276489088,-7.186040818469644,0.5,0.4090909090909091,0,-4.00487541124855,23.991665851414574,-5.983350719217812,18.323223500176894,0.46501234398689206,5.156423871319256,-7.747444405054933,26.80501297733964,-0.8426205799647385,2,0,2,29.975016570632384,17.858211156190002,34.55245738239457,True
91,held_out_method_evaluation,C4,22,10.0,2.5,1.25,unstable,15.615503501417335,38.080937061065576,6.088678201503618,-22.46543355964824,9.526825299913718,0.6292314052004304,1.400086385784689,0.24500306678418224,-0.7708549805842586,20.216372367378355,38.080937061065576,-17.86456469368722,0.4090909090909091,0.3181818181818182,0,-3.951953312527178,53.283810564797705,18.0070595373253,11.708489930079729,79.41388110518365,50.6666160310571,-22.834197832092613,44.921830208622836,21.910994012546933,1,0,1,57.235763877324885,67.70539117510393,67.75602804071545,True
93,held_out_method_evaluation,C3,23,11.25,1.25,0.25,stable,-58.04995420040002,-47.252473335679994,-56.152024442587276,-10.797480864720029,-1.8979297578127472,-3.7726756068742198,-2.7779789965531143,-3.5805045302862517,-0.9946966103211055,-60.59165201677233,-47.88246660339223,-12.709185413380098,0.6956521739130435,0.6956521739130435,0,-61.174604608954525,-17.12608256784284,-60.671193775411766,-44.56499817373545,-17.84874880919642,-66.75289649533609,-58.28849189354871,-8.254186722450383,-58.91641438019857,3,3,3,44.04852204111168,48.904147686139666,50.66222765774818,True
93,held_out_method_evaluation,C4,23,11.25,1.25,0.25,stable,-66.06026068105676,-59.02763848273846,-50.7748582609176,-7.0326221983183,-15.285402420139164,-4.69291497692452,-3.8750900396584615,-3.078130246786662,-0.8178249372660584,-74.53336778481294,-66.56209125799482,-7.971276526818116,0.6521739130434783,0.6956521739130435,0,-62.366468676025356,-51.46542359560425,-83.00647488856912,-58.36292416739049,-39.422949039564045,-74.09654403325119,-58.85555214449449,-33.902176345123074,-77.73208500945576,3,3,3,31.541051292964866,34.673594993687146,43.829908664332685,True
95,held_out_method_evaluation,C3,22,12.5,0.0,0.25,stable,-13.13537089733703,-13.829354100386942,-4.587439039851744,0.6939832030499122,-8.547931857485285,-0.6116035076238735,-0.646443360357227,-0.20424980204828394,0.03483985273335355,-13.13537089733703,-13.829354100386942,0.6939832030499122,0.6818181818181818,0.6818181818181818,0,-32.702286817807575,-7.089242590451146,7.223596152097685,-36.49631234775841,-4.0044382615129,7.563161412543371,-10.277245431143477,29.986980123437643,-5.718792648567253,2,2,2,39.92588296990526,44.059473760301785,40.26422555458112,True
95,held_out_method_evaluation,C4,22,12.5,0.0,0.25,stable,-32.73641282259953,-32.402305390190826,-18.589326082177152,-0.33410743240870744,-14.147086740422381,-1.7252766569431823,-1.7034504807616089,-0.8946379029997035,-0.021826176181573453,-39.53768902323509,-42.216889839537615,2.679200816302526,0.7272727272727273,0.7272727272727273,0,-26.175061583297015,-20.01054030774242,-41.550664420617316,-32.00073406539717,-20.436084138345084,-41.63868380142482,-29.159997442540067,-20.6937121013214,-11.921157410906346,3,3,3,21.540124112874896,21.202599663079734,17.23884003163372,True
97,held_out_method_evaluation,C3,23,11.0,1.5,2.0,unstable,9.497087650544328,-2.5664456053975813,9.851564662224636,12.063533255941909,-0.35447701168030754,0.39402568179622866,-0.11291454015865272,0.4080624714028699,0.5069402219548814,9.497087650544328,-2.5664456053975813,12.063533255941909,0.43478260869565216,0.5217391304347826,0,1.6248921357553034,-15.438383979705645,31.723233787717348,-2.713853440519425,-22.475021841340524,29.365900883753426,-2.025747135322762,9.851564662224636,36.79794524496863,1,2,1,47.161617767422996,51.84092272509395,38.82369238029139,True
97,held_out_method_evaluation,C4,23,11.0,1.5,2.0,unstable,-5.701155324593195,6.7579467873147525,-5.991495675979668,-12.459102111907947,0.2903403513864733,-0.25493628091614173,0.28400212665918934,-0.2683285689039169,-0.5389384075753311,-5.701155324593195,6.7579467873147525,-12.459102111907947,0.5652173913043478,0.4782608695652174,0,-7.436958475480367,-26.689239988776542,18.848293277939426,8.37219050444767,-30.083341357136984,28.199069902614216,-19.191938347166648,-5.991495675979668,1.3739322650718657,2,1,2,45.53753326671597,58.2824112597512,20.565870612238513,True
