development_fold,subject,model,test_run,balanced_accuracy,accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,training_subjects,target_adaptation_used
12,12,shrinkage_lda,6,0.6428571428571428,0.6666666666666666,0.2857142857142857,1.0,2,5,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,shrinkage_lda,10,0.5,0.5333333333333333,0.0,1.0,0,7,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,shrinkage_lda,14,0.5,0.4666666666666667,0.0,1.0,0,8,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,shrinkage_lda,6,0.6666666666666666,0.7142857142857143,0.3333333333333333,1.0,2,4,0,8,14,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,shrinkage_lda,10,0.5,0.46153846153846156,0.0,1.0,0,7,0,6,13,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,shrinkage_lda,14,0.5,0.42857142857142855,0.0,1.0,0,8,0,6,14,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,6,0.7142857142857143,0.7333333333333333,0.42857142857142855,1.0,3,4,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,10,0.5,0.5333333333333333,0.0,1.0,0,7,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,14,0.5,0.4666666666666667,0.0,1.0,0,8,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,6,0.75,0.7857142857142857,0.5,1.0,3,3,0,8,14,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,10,0.5,0.46153846153846156,0.0,1.0,0,7,0,6,13,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
12,12,l2_logistic_regression,14,0.5,0.42857142857142855,0.0,1.0,0,8,0,6,14,True,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,6,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,10,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,14,0.4107142857142857,0.4,0.5714285714285714,0.25,4,3,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,6,0.8,0.7777777777777778,1.0,0.6,4,0,2,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,10,0.6875,0.7142857142857143,0.5,0.875,3,3,1,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,shrinkage_lda,14,0.4107142857142857,0.4,0.5714285714285714,0.25,4,3,6,2,15,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,6,0.7946428571428572,0.8,0.875,0.7142857142857143,7,1,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,10,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,14,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,6,0.9,0.8888888888888888,1.0,0.8,4,0,1,4,9,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,10,0.6875,0.7142857142857143,0.5,0.875,3,3,1,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
13,13,l2_logistic_regression,14,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,False
14,14,shrinkage_lda,6,0.5803571428571428,0.6,0.875,0.2857142857142857,7,1,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,shrinkage_lda,10,0.4375,0.4666666666666667,0.875,0.0,7,1,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,shrinkage_lda,14,0.4375,0.4666666666666667,0.875,0.0,7,1,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,shrinkage_lda,6,0.5285714285714286,0.5833333333333334,0.8571428571428571,0.2,6,1,4,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,shrinkage_lda,10,0.4375,0.5833333333333334,0.875,0.0,7,1,4,0,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,shrinkage_lda,14,0.4,0.36363636363636365,0.8,0.0,4,1,6,0,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,6,0.5714285714285714,0.6,1.0,0.14285714285714285,8,0,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,10,0.5089285714285714,0.5333333333333333,0.875,0.14285714285714285,7,1,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,14,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,6,0.6,0.6666666666666666,1.0,0.2,7,0,4,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,10,0.5625,0.6666666666666666,0.875,0.25,7,1,3,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
14,14,l2_logistic_regression,14,0.5,0.45454545454545453,1.0,0.0,5,0,6,0,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/15/16/17/18/19/20,False
15,15,shrinkage_lda,6,0.6875,0.6666666666666666,0.375,1.0,3,5,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,shrinkage_lda,10,0.7410714285714286,0.7333333333333333,0.8571428571428571,0.625,6,1,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,shrinkage_lda,14,0.7857142857142857,0.8,0.5714285714285714,1.0,4,3,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,shrinkage_lda,6,0.75,0.7777777777777778,0.5,1.0,2,2,0,5,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,shrinkage_lda,10,0.65,0.6666666666666666,0.8,0.5,4,1,2,2,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,shrinkage_lda,14,0.8,0.8333333333333334,0.6,1.0,3,2,0,7,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,6,0.6875,0.6666666666666666,0.375,1.0,3,5,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,10,0.8035714285714286,0.8,0.8571428571428571,0.75,6,1,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,14,0.7142857142857143,0.7333333333333333,0.42857142857142855,1.0,3,4,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,6,0.75,0.7777777777777778,0.5,1.0,2,2,0,5,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,10,0.65,0.6666666666666666,0.8,0.5,4,1,2,2,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
15,15,l2_logistic_regression,14,0.7,0.75,0.4,1.0,2,3,0,7,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/16/17/18/19/20,False
16,16,shrinkage_lda,6,0.5982142857142857,0.6,0.625,0.5714285714285714,5,3,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,shrinkage_lda,10,0.5267857142857143,0.5333333333333333,0.625,0.42857142857142855,5,3,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,shrinkage_lda,14,0.6696428571428572,0.6666666666666666,0.625,0.7142857142857143,5,3,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,shrinkage_lda,6,0.5982142857142857,0.6,0.625,0.5714285714285714,5,3,3,4,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,shrinkage_lda,10,0.5357142857142857,0.5384615384615384,0.5714285714285714,0.5,4,3,3,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,shrinkage_lda,14,0.6666666666666667,0.6666666666666666,0.5,0.8333333333333334,3,3,1,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,6,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,10,0.45535714285714285,0.4666666666666667,0.625,0.2857142857142857,5,3,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,14,0.6696428571428572,0.6666666666666666,0.625,0.7142857142857143,5,3,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,6,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,10,0.45238095238095233,0.46153846153846156,0.5714285714285714,0.3333333333333333,4,3,4,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
16,16,l2_logistic_regression,14,0.6666666666666667,0.6666666666666666,0.5,0.8333333333333334,3,3,1,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/17/18/19/20,False
17,17,shrinkage_lda,6,0.4642857142857143,0.4666666666666667,0.5,0.42857142857142855,4,4,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,shrinkage_lda,10,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,shrinkage_lda,14,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,shrinkage_lda,6,0.43333333333333335,0.45454545454545453,0.6666666666666666,0.2,4,2,4,1,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,shrinkage_lda,10,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,shrinkage_lda,14,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,6,0.4642857142857143,0.4666666666666667,0.5,0.42857142857142855,4,4,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,10,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,14,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,6,0.43333333333333335,0.45454545454545453,0.6666666666666666,0.2,4,2,4,1,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,10,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
17,17,l2_logistic_regression,14,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/18/19/20,False
18,18,shrinkage_lda,6,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,shrinkage_lda,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,shrinkage_lda,14,0.5089285714285714,0.5333333333333333,0.875,0.14285714285714285,7,1,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,shrinkage_lda,6,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,shrinkage_lda,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,shrinkage_lda,14,0.5089285714285714,0.5333333333333333,0.875,0.14285714285714285,7,1,6,1,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,6,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,14,0.4375,0.4666666666666667,0.875,0.0,7,1,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,6,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
18,18,l2_logistic_regression,14,0.4375,0.4666666666666667,0.875,0.0,7,1,7,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/19/20,False
19,19,shrinkage_lda,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,shrinkage_lda,10,0.3125,0.3333333333333333,0.0,0.625,0,7,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,shrinkage_lda,14,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,shrinkage_lda,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,shrinkage_lda,10,0.3333333333333333,0.36363636363636365,0.0,0.6666666666666666,0,5,2,4,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,shrinkage_lda,14,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,10,0.375,0.4,0.0,0.75,0,7,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,14,0.5535714285714286,0.5333333333333333,0.25,0.8571428571428571,2,6,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,10,0.3333333333333333,0.36363636363636365,0.0,0.6666666666666666,0,5,2,4,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
19,19,l2_logistic_regression,14,0.5535714285714286,0.5333333333333333,0.25,0.8571428571428571,2,6,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/20,False
20,20,shrinkage_lda,6,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,shrinkage_lda,10,0.49107142857142855,0.4666666666666667,0.8571428571428571,0.125,6,1,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,shrinkage_lda,14,0.6160714285714286,0.6,0.375,0.8571428571428571,3,5,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,shrinkage_lda,6,0.5,0.5,0.5,0.5,3,3,2,2,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,shrinkage_lda,10,0.48809523809523814,0.46153846153846156,0.8333333333333334,0.14285714285714285,5,1,6,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,shrinkage_lda,14,0.75,0.625,0.5,1.0,3,3,0,2,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,6,0.5446428571428572,0.5333333333333333,0.375,0.7142857142857143,3,5,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,10,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,14,0.6160714285714286,0.6,0.375,0.8571428571428571,3,5,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,6,0.625,0.6,0.5,0.75,3,3,1,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,10,0.6309523809523809,0.6153846153846154,0.8333333333333334,0.42857142857142855,5,1,4,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
20,20,l2_logistic_regression,14,0.75,0.625,0.5,1.0,3,3,0,2,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19,False
