participant_count,B_target_scaler_minus_source_scaler_median,B_target_scaler_minus_source_scaler_q25,B_target_scaler_minus_source_scaler_q75,B_target_scaler_better_count,B_source_scaler_better_count,B_tie_count,selected_B_method,C_ledoit_wolf_minus_empirical_median,C_ledoit_wolf_minus_empirical_q25,C_ledoit_wolf_minus_empirical_q75,C_ledoit_wolf_better_count,C_empirical_better_count,C_tie_count,selected_C_method,selection_used_evaluation_target_CSP_outcomes
20,0.0,0.0,0.0,0,0,20,source_csp_target_lda_source_scaler,0.011160714285714246,-0.03459821428571433,0.03571428571428571,11,8,1,target_csp_ledoit_wolf,False
