matched_subject_count,median_csp_minus_baseline_balanced_accuracy,q25_csp_minus_baseline_balanced_accuracy,q75_csp_minus_baseline_balanced_accuracy,minimum_csp_minus_baseline_balanced_accuracy,maximum_csp_minus_baseline_balanced_accuracy,csp_better_count,baseline_better_count,tie_count,fraction_csp_better,qc_median_csp_minus_baseline_balanced_accuracy,two_sided_paired_wilcoxon_p,group_unit,csp_added_value_category
86,0.08630952380952378,0.0007440476190476164,0.15178571428571436,-0.17261904761904756,0.45535714285714296,64,21,1,0.7441860465116279,0.0875,1.2305272662271752e-07,participant,clear added value
