subject,historical_primary_mean_balanced_accuracy,three_run_median_balanced_accuracy,minimum_run_balanced_accuracy,maximum_run_balanced_accuracy,run_balanced_accuracy_range,run_balanced_accuracy_population_sd,runs_above_0_5_count,above_chance_run_category,all_runs_at_or_above_0_6,run_range_at_or_above_0_25,one_bad_run_plus_two_good_runs,balanced_accuracy_run_6,balanced_accuracy_run_10,balanced_accuracy_run_14,fists_recall_run_6,fists_recall_run_10,fists_recall_run_14,feet_recall_run_6,feet_recall_run_10,feet_recall_run_14,out_of_fold_fists_recall,out_of_fold_feet_recall,feet_minus_fists_recall,task_qc_candidate_count,task_trial_count,task_qc_candidate_fraction,task_qc_fraction_run_6,task_qc_fraction_run_10,task_qc_fraction_run_14,qc_sensitivity_mean_balanced_accuracy,qc_minus_primary_balanced_accuracy,analysis_role
68,0.630952380952381,0.6160714285714286,0.6071428571428572,0.6696428571428572,0.0625,0.02760005504611817,3,3_of_3,True,False,False,0.6696428571428572,0.6160714285714286,0.6071428571428572,0.7142857142857143,0.375,0.7142857142857143,0.625,0.8571428571428571,0.5,0.5909090909090909,0.6521739130434783,0.06126482213438733,15,45,0.3333333333333333,0.4,0.26666666666666666,0.3333333333333333,0.5388888888888889,-0.09206349206349218,post_hoc_descriptive_reliability
69,0.6845238095238096,0.6517857142857143,0.5982142857142857,0.8035714285714286,0.2053571428571429,0.08697404283453845,3,3_of_3,False,False,False,0.6517857142857143,0.5982142857142857,0.8035714285714286,0.875,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.625,0.75,0.7727272727272727,0.6086956521739131,-0.16403162055335962,4,45,0.08888888888888889,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.6845238095238096,0.0,post_hoc_descriptive_reliability
70,0.9553571428571429,0.9375,0.9285714285714286,1.0,0.0714285714285714,0.031777018607236036,3,3_of_3,True,False,False,0.9375,0.9285714285714286,1.0,0.875,1.0,1.0,1.0,0.8571428571428571,1.0,0.9565217391304348,0.9545454545454546,-0.0019762845849802257,9,45,0.2,0.2,0.13333333333333333,0.26666666666666666,1.0,0.044642857142857095,post_hoc_descriptive_reliability
71,0.8660714285714285,0.875,0.7857142857142857,0.9375,0.1517857142857143,0.062287052191834384,3,3_of_3,True,False,False,0.9375,0.875,0.7857142857142857,0.875,0.75,0.5714285714285714,1.0,1.0,1.0,0.7391304347826086,1.0,0.26086956521739135,8,45,0.17777777777777778,0.3333333333333333,0.0,0.2,0.9067460317460317,0.04067460317460325,post_hoc_descriptive_reliability
72,0.9761904761904763,1.0,0.9285714285714286,1.0,0.0714285714285714,0.033671751485073675,3,3_of_3,True,False,False,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.9523809523809523,-0.04761904761904767,11,42,0.2619047619047619,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.9722222222222223,-0.003968253968253954,post_hoc_descriptive_reliability
73,0.8333333333333334,0.8571428571428571,0.7857142857142857,0.8571428571428572,0.07142857142857151,0.0336717514850737,3,3_of_3,True,False,False,0.8571428571428572,0.7857142857142857,0.8571428571428571,0.7142857142857143,1.0,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8095238095238095,-0.04761904761904756,8,42,0.19047619047619047,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.6630952380952381,-0.1702380952380953,post_hoc_descriptive_reliability
74,0.5,0.5,0.5,0.5,0.0,0.0,0,0_of_3,False,False,False,0.5,0.5,0.5,1.0,0.0,0.14285714285714285,0.0,1.0,0.8571428571428571,0.38095238095238093,0.6190476190476191,0.23809523809523814,7,42,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.4666666666666666,-0.03333333333333338,post_hoc_descriptive_reliability
75,0.6904761904761904,0.8035714285714286,0.4642857142857143,0.8035714285714286,0.3392857142857143,0.15994081955410003,2,2_of_3,False,True,False,0.8035714285714286,0.4642857142857143,0.8035714285714286,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.75,0.5,0.75,0.7142857142857143,0.6666666666666666,-0.04761904761904767,7,45,0.15555555555555556,0.3333333333333333,0.0,0.13333333333333333,0.5388888888888889,-0.1515873015873015,post_hoc_descriptive_reliability
76,0.5,0.5,0.5,0.5,0.0,0.0,0,0_of_3,False,False,False,0.5,0.5,0.5,1.0,0.8571428571428571,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,0.7619047619047619,0.23809523809523808,-0.5238095238095237,10,42,0.23809523809523808,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.6527777777777778,0.1527777777777778,post_hoc_descriptive_reliability
77,0.4196428571428572,0.41964285714285715,0.3392857142857143,0.5,0.1607142857142857,0.06561133239597798,0,0_of_3,False,False,False,0.5,0.41964285714285715,0.3392857142857143,0.0,0.7142857142857143,0.25,1.0,0.125,0.42857142857142855,0.3181818181818182,0.5217391304347826,0.20355731225296442,2,45,0.044444444444444446,0.06666666666666667,0.0,0.06666666666666667,0.435515873015873,0.015873015873015817,post_hoc_descriptive_reliability
78,0.49404761904761907,0.4464285714285714,0.41964285714285715,0.6160714285714286,0.19642857142857145,0.08697404283453845,1,1_of_3,False,False,False,0.6160714285714286,0.41964285714285715,0.4464285714285714,0.375,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.125,0.75,0.4090909090909091,0.5652173913043478,0.15612648221343867,11,45,0.24444444444444444,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.498015873015873,0.003968253968253954,post_hoc_descriptive_reliability
79,0.7142857142857144,0.7321428571428572,0.5446428571428572,0.8660714285714286,0.3214285714285714,0.1318287773235125,3,3_of_3,False,True,False,0.8660714285714286,0.7321428571428572,0.5446428571428572,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.875,0.75,0.375,0.7619047619047619,0.6666666666666666,-0.09523809523809523,15,45,0.3333333333333333,0.4666666666666667,0.4,0.13333333333333333,0.7055555555555556,-0.00873015873015881,post_hoc_descriptive_reliability
