model,evaluation_subject_count,median_subject_balanced_accuracy,q25_subject_balanced_accuracy,q75_subject_balanced_accuracy,minimum_subject_balanced_accuracy,maximum_subject_balanced_accuracy,bootstrap_median_95_lower,bootstrap_median_95_upper,fraction_subjects_above_0_5,fraction_subjects_at_or_above_0_6,fraction_subjects_at_or_above_0_7,fraction_subjects_with_at_least_two_folds_above_0_5,median_fold_balanced_accuracy_range,median_fists_recall,median_feet_recall,absolute_median_class_recall_difference,qc_cohort_median_balanced_accuracy,qc_cohort_median_minus_primary_cohort_median,median_paired_qc_minus_primary_balanced_accuracy,leave_one_subject_out_minimum_cohort_median,leave_one_subject_out_maximum_cohort_median,above_count,below_count,tie_count,one_sided_exact_sign_p,group_unit,frozen_decoding_category
spectral_baseline_6,86,0.5848214285714286,0.5014880952380952,0.6636904761904763,0.35714285714285715,0.9761904761904763,0.5476190476190476,0.6190476190476191,0.7441860465116279,0.43023255813953487,0.1744186046511628,0.7209302325581395,0.15178571428571436,0.5811688311688312,0.6086956521739131,0.02752682100508186,0.5813492063492063,-0.003472222222222321,0.0,0.5803571428571429,0.5892857142857143,64,20,2,7.924627824846508e-07,participant,secondary baseline
csp_4_empirical,86,0.6577380952380952,0.5654761904761905,0.769345238095238,0.4196428571428572,0.9791666666666666,0.6190476190476191,0.6904761904761904,0.872093023255814,0.6395348837209303,0.36046511627906974,0.813953488372093,0.1473214285714286,0.6666666666666666,0.6666666666666666,0.0,0.6557539682539683,-0.001984126984126977,0.0031746031746031633,0.6577380952380952,0.6577380952380952,75,8,3,4.549861477442333e-15,participant,useful decoding signal
