subject,test_run,condition,calibration_test_direction_cosine,calibration_direction_magnitude
34,6,A,0.42381377398126346,2.8905233722382926
34,6,B,0.47732823694964804,3.863142048549429
34,6,C,0.42381377398126335,2.890523372238292
34,10,A,0.1590548838206498,4.0918792667853685
34,10,B,0.0680763301249786,5.412982932679889
34,10,C,0.1590548838206498,4.0918792667853685
34,14,A,0.4745925556900951,3.3853578803982813
34,14,B,0.35927107433070676,3.8731667782258787
34,14,C,0.4745925556900951,3.3853578803982813
35,6,A,0.7879150659886645,4.256761911269065
35,6,B,0.7235634928279081,4.1228662055478535
35,6,C,0.7880616830485011,4.187657509558936
35,10,A,0.7789391388169221,4.314833299721106
35,10,B,0.7580019883542789,4.738844261303917
35,10,C,0.7850499675567678,4.401329651905345
35,14,A,0.8103464700732188,3.9684662591180655
35,14,B,0.7449207145792419,4.19376378183975
35,14,C,0.8111834740517356,3.870533182880363
36,6,A,0.11762777646652832,1.909428903446761
36,6,B,0.1495556604534445,2.587239665550019
36,6,C,0.11286297813992406,1.845996364047748
36,10,A,0.12052220939327823,1.7382151244445356
36,10,B,0.08909790912824579,2.3951440662522576
36,10,C,0.13037489115290885,1.6929352594184597
36,14,A,0.044363348117518304,1.9126852004768367
36,14,B,0.08216464115939381,2.672574494395731
36,14,C,0.058756398250509025,1.846223860886172
37,6,A,0.10926950322850941,1.8762133798417975
37,6,B,0.13882080388592707,2.717463350551932
37,6,C,0.1092695032285094,1.8762133798417975
37,10,A,0.1879627447360162,1.8887450486069117
37,10,B,0.19350658618796523,2.5010028170937173
37,10,C,0.18796274473601612,1.8887450486069117
37,14,A,0.26547465385270197,1.5305636288535913
37,14,B,0.2264310594441585,2.02510524095215
37,14,C,0.26547465385270197,1.5305636288535913
38,6,A,0.057961846452219676,1.922718513645423
38,6,B,0.07387042266094801,2.5586997341779134
38,6,C,0.034851191546494464,1.8781576236615782
38,10,A,0.0382003235971624,1.810711022366185
38,10,B,0.09422382598906995,2.4635663014739
38,10,C,0.06828472300033817,1.7483642216076465
38,14,A,-0.024454769776043373,1.8786318574197443
38,14,B,-0.04630501213482806,2.587067294928365
38,14,C,-0.04985096029401268,1.8739880745945048
39,6,A,0.04089746192620881,2.262670988733686
39,6,B,0.03916715485644986,2.959198414319841
39,6,C,0.04912873263878903,2.1548328738464693
39,10,A,0.008296266493256401,2.26882203937445
39,10,B,-0.015347202164826173,3.01719461809305
39,10,C,0.03646360406129866,2.2077379579626837
39,14,A,0.01890336008247998,2.2721782197621447
