subject,test_run,condition,calibration_test_direction_cosine,calibration_direction_magnitude
85,10,A,0.6128656029327024,3.77472022967173
85,10,B,0.5526460479950873,4.3394605678060945
85,10,C,0.6115914781864049,3.605881046130425
85,14,A,0.6048861839395631,3.8556003073782756
85,14,B,0.5387493699241986,4.358129968707916
85,14,C,0.6141382999776575,3.9061302952101262
86,6,A,0.34404039040390655,2.1711563801992293
86,6,B,0.26471653988571137,2.538652887337778
86,6,C,0.35850391254220537,2.144194098706917
86,10,A,0.2862281986005527,2.1974167509245985
86,10,B,0.22529466612566587,2.5053901839858317
86,10,C,0.29810620428305024,2.157184003958087
86,14,A,0.3357030054573656,2.151794848086367
86,14,B,0.27840469735920365,2.543152903107563
86,14,C,0.3398974601334389,2.1810404552933162
87,6,A,0.033937209528909884,2.545202397510266
87,6,B,-0.08563376474253104,4.085907358934911
87,6,C,0.02375196922366872,2.6348557191354067
87,10,A,0.36460115067896176,2.3845503014354446
87,10,B,0.38706707586933453,3.5887728094198037
87,10,C,0.34464347041385085,2.2249419365090133
87,14,A,0.05834196625424886,2.139554212205177
87,14,B,-0.204150304304207,3.00633135491246
87,14,C,0.25700076022418133,2.1486257158107485
89,6,A,0.06077589953111903,2.111057432593054
89,6,B,0.06340855516791902,2.899984204304982
89,6,C,0.061570265504113375,2.0212589680672335
89,10,A,0.047447127883048855,1.9005224358744006
89,10,B,0.1662754179813117,2.54118429594329
89,10,C,0.046360085232340933,1.8520374409120264
89,14,A,0.05577483099768712,2.0958101630149772
89,14,B,0.034009021538837954,2.6603974119460294
89,14,C,0.055930752169663686,2.008456588152976
90,6,A,-0.013755144054778148,1.8674595211246143
90,6,B,-0.023637211135702434,2.527087511114041
90,6,C,-0.013141683217367202,1.755986786573329
90,10,A,-0.072228314106632,2.0576330520826467
90,10,B,-0.1301582138300301,2.9814595427610264
90,10,C,-0.08696987427624511,2.033335824314858
90,14,A,0.1204800678458247,1.8624762518443176
90,14,B,0.04953732914106905,2.4535927852633552
90,14,C,0.12367239892424521,1.7866284800271415
91,6,A,0.21402788634328318,1.849084245527004
91,6,B,0.13552374939438597,2.034427913316761
91,6,C,0.22396588887165947,1.8275516876958995
91,10,A,0.09313484153463739,1.9701269524288116
91,10,B,-0.04404510613841344,2.244349499214818
91,10,C,0.12425271638763022,1.978115100649453
91,14,A,0.31798177277766637,1.723665006252261
91,14,B,0.11143526323341965,2.1275562000356314
91,14,C,0.34757956972103016,1.7708673740821608
93,6,A,0.3741562001277198,2.8862306127144692
93,6,B,0.3199630588565931,3.64622504249245
93,6,C,0.35732317171988826,2.6858627001375877
93,10,A,0.3248494394544565,3.0408404697885936
93,10,B,0.26731570867126786,3.7842924221628094
93,10,C,0.3203457879180046,2.9461129245961386
93,14,A,0.34709558242543587,2.9569126797143848
93,14,B,0.3305862239649116,3.729423355240021
93,14,C,0.3402289526000841,2.81686899895286
94,6,A,0.22759610468356856,2.347762449596004
94,6,B,0.19706504629882798,3.305242613309738
94,6,C,0.20049181432366334,2.216799778491527
94,10,A,0.1742458436625029,2.376037077579262
94,10,B,0.17237070588945563,3.2300587261249425
94,10,C,0.18785507679441027,2.2711926308884864
94,14,A,0.1539195233195875,2.4702600929524965
94,14,B,0.1489217805659021,3.21471777330883
94,14,C,0.16092931794789947,2.4433678793657587
95,6,A,0.04117204577247288,2.9763374674773737
95,6,B,0.09122289665126734,3.143204644015384
95,6,C,0.04643850769689748,3.0733287849125728
95,10,A,0.025654903357311423,2.1797624696847873
95,10,B,-0.0014269316290696351,2.8738750127312853
95,10,C,0.011008096980629262,2.1793256568458483
95,14,A,0.13480596208234133,2.941035131750985
95,14,B,0.14354309505321322,3.234225172401288
95,14,C,0.14707855874689602,2.846835353817663
96,6,A,-0.029101254163900418,1.900974686521003
96,6,B,-0.0881490542472916,2.731231502373063
96,6,C,-0.02199872636681874,1.9001834885903546
96,10,A,0.02278944326356879,1.9991510381337876
96,10,B,-0.011733798511131209,2.760887127101828
96,10,C,0.06011122359134588,1.9212961096347643
96,14,A,-0.08107325766291913,2.033149575895607
96,14,B,0.04978513494329861,2.5709656499667237
96,14,C,-0.04921989276096044,2.0047939348634007
97,6,A,0.1713436236242277,2.2497218100499667
97,6,B,0.13977029989050282,2.8489080440015937
97,6,C,0.18591488070992904,2.1805619983833204
97,10,A,0.08689230826833562,2.4729466973582053
97,10,B,0.06885748510235035,3.0475875157245347
97,10,C,0.08082724776269648,2.3836777779894756
97,14,A,0.12920144076463824,2.250284790390161
97,14,B,0.11867117832482021,2.923458115153112
97,14,C,0.13275767670729793,2.256697105340488
98,6,A,0.5425087736489598,2.4092407606117705
98,6,B,0.33025169776717694,2.7902818454202727
98,6,C,0.5395477859410922,2.2784361531825263
98,10,A,0.44952863444051216,2.5212597314336396
98,10,B,0.2878255678200181,2.8799347037728875
98,10,C,0.4756182381808623,2.4801361914908537
98,14,A,0.1408876963771427,3.7004318107048317
98,14,B,0.21891994563525302,4.283384453309122
98,14,C,0.13088936700257975,3.1908436764763075
99,6,A,-0.0048944737065362565,1.7655749900310467
99,6,B,0.02927927208644363,2.3181364480184556
99,6,C,0.004723451780721182,1.6943930595409422
99,10,A,0.1240321381811713,1.6815421900234695
99,10,B,0.0033444935385083985,2.207038413677369
99,10,C,0.06252810179030582,1.5781210662136842
99,14,A,0.07640774669078478,1.5938640094412655
99,14,B,-0.011549737061682663,2.064155863546949
99,14,C,0.01216396868600388,1.5904385795258482
101,6,A,-0.005673250910232844,1.915751435580154
101,6,B,-0.03772393229114228,2.7185281324156034
101,6,C,-0.007078910250532242,1.8414655250903715
101,10,A,-0.036164090398151535,2.018526225245198
101,10,B,-0.009554044354919593,2.755015955478797
101,10,C,-0.030997008960202344,1.9542284567650379
101,14,A,0.010731136112398353,2.0349964848055984
101,14,B,0.03501366858796134,2.773298939847485
101,14,C,-0.0001229477584721173,1.9731860539320496
102,6,A,0.027034017864080634,1.9110423338678386
102,6,B,0.05301283150603599,2.509686600302563
102,6,C,0.027034017864080637,1.9110423338678384
102,10,A,0.05680652044681047,2.0268622386869364
102,10,B,0.02868032192412907,2.742263931899681
102,10,C,0.05680652044681046,2.0268622386869364
102,14,A,0.06244076624589421,1.9421460869825908
102,14,B,0.03811555471168501,2.5515162347700935
102,14,C,0.06244076624589423,1.9421460869825908
103,6,A,0.16926798010826824,2.2580232258295974
103,6,B,0.027194586587954945,2.666094588840051
103,6,C,0.1755807106226921,2.1715145135410783
103,10,A,0.10986085702491975,2.42312830695135
103,10,B,0.08622794339812624,2.7196109567096487
103,10,C,0.10647089451319253,2.4121077882406503
103,14,A,0.29721368421114386,2.055519010553518
103,14,B,0.11927542108465497,2.5241125801601503
103,14,C,0.1606983214641431,1.9449134808208126
104,6,A,0.4915046467994526,3.2272680358470303
104,6,B,0.3211598295524635,3.3970087409018705
104,6,C,0.4909120955686454,3.1346068679917924
104,10,A,0.4499611306277537,2.706679181275581
104,10,B,0.3155718217215389,3.3195152819712437
104,10,C,0.45291750615105414,2.605513777846194
104,14,A,0.10498774397506107,4.065229711494324
104,14,B,0.08828539942313708,4.052659502536225
104,14,C,0.10691992538063202,4.035644077946235
105,6,A,0.12563809767726547,2.041955438490151
105,6,B,0.05340469329206021,2.5967124839971256
105,6,C,0.15009823394576044,2.0356283054322444
105,10,A,0.13560276908833196,1.994445478402963
105,10,B,0.01876260046241187,2.7051357375092664
105,10,C,0.14802539102349935,1.9914975860637325
105,14,A,0.08969137237177911,2.1367065348126437
105,14,B,0.08110561343711079,2.712417137711979
105,14,C,0.08721494666943641,2.1404581564740477
106,6,A,-0.15667493071563432,2.8549190495237844
106,6,B,-0.07163644145260283,3.2260619154643972
106,6,C,-0.09396637014352419,2.540992933919486
106,10,A,0.0863649212357664,2.195612027384441
106,10,B,0.09662570561969987,2.982155036100124
106,10,C,-0.07406286592907035,2.248857736551778
106,14,A,0.04188431699724354,2.3130434112189278
106,14,B,-0.014744834286492642,3.255740161166919
106,14,C,0.054367991281541336,2.188532920428676
107,6,A,0.31400692768641875,2.5433234006811816
107,6,B,0.09637010764437194,3.2132749781556327
107,6,C,0.33281062698373937,2.5733069633124868
107,10,A,0.3426908640272137,2.4803399428412454
107,10,B,0.2083298102484959,3.1612704790856228
107,10,C,0.3706295066475457,2.4050465799440888
107,14,A,0.2865201721091827,2.7013467160623916
107,14,B,0.3089992526507712,3.226864919864216
107,14,C,0.2793440270316709,2.508841806221794
108,6,A,0.0824341827858182,1.998465977154128
108,6,B,-0.08879998460082057,2.575365632147341
108,6,C,0.10260414562067129,1.892904765189517
108,10,A,0.2061967030860612,2.0072762659608436
108,10,B,0.17086521629835932,2.626552604732134
108,10,C,0.1165910936851251,1.822730723566383
108,14,A,0.03143626852787357,2.145268531248441
108,14,B,0.04192547156065248,2.756166916103089
108,14,C,0.026563880670911557,2.1922275448707724
109,6,A,-0.02726719649744944,2.131199256915229
109,6,B,-0.008977293008462606,2.835985864241751
109,6,C,-0.047933753485693904,2.065932442419301
109,10,A,0.029946309669367673,2.0770994621037584
109,10,B,0.025060649307431106,2.902556835103806
109,10,C,0.01720647057410947,2.015840313417586
109,14,A,-0.07883941104514525,2.2330486668800003
109,14,B,-0.09086096278607823,3.0158225506836076
109,14,C,-0.06833220433638802,2.1881615921892545
