subject,condition,balanced_accuracy,fists_recall,feet_recall
94,A,0.7276785714285715,0.7172619047619048,0.7380952380952381
94,B,0.7232142857142857,0.8095238095238094,0.6369047619047619
94,C,0.7529761904761904,0.6309523809523809,0.875
95,A,0.6800595238095237,0.7083333333333334,0.6517857142857143
95,B,0.5922619047619048,0.6636904761904762,0.5208333333333334
95,C,0.7321428571428571,0.6309523809523809,0.8333333333333334
96,A,0.5401785714285714,0.6428571428571428,0.4375
96,B,0.5223214285714286,0.5238095238095238,0.5208333333333334
96,C,0.5029761904761905,0.38095238095238093,0.625
97,A,0.6116071428571429,0.49702380952380953,0.7261904761904763
97,B,0.6145833333333334,0.3422619047619048,0.8869047619047619
97,C,0.8035714285714285,0.7857142857142857,0.8214285714285715
98,A,0.6383928571428571,0.5476190476190476,0.7291666666666666
98,B,0.7127976190476191,0.7380952380952381,0.6875
98,C,0.7559523809523809,0.7619047619047619,0.75
99,A,0.5357142857142857,0.5714285714285714,0.5
99,B,0.4836309523809524,0.5714285714285714,0.3958333333333333
99,C,0.5535714285714285,0.5238095238095238,0.5833333333333334
101,A,0.5476190476190476,0.6666666666666666,0.42857142857142855
101,B,0.4568452380952381,0.4375,0.4761904761904762
101,C,0.44940476190476186,0.7083333333333334,0.19047619047619047
102,A,0.4523809523809524,0.6666666666666666,0.23809523809523805
102,B,0.5357142857142857,0.6428571428571429,0.42857142857142855
102,C,0.5238095238095238,0.5714285714285715,0.4761904761904761
103,A,0.5520833333333334,0.5,0.6041666666666666
103,B,0.5446428571428571,0.7559523809523809,0.3333333333333333
103,C,0.6964285714285715,0.8333333333333334,0.5595238095238095
104,A,0.8303571428571429,0.744047619047619,0.9166666666666666
104,B,0.7946428571428572,0.8601190476190476,0.7291666666666666
104,C,0.7797619047619048,0.7261904761904763,0.8333333333333334
105,A,0.49702380952380953,0.5416666666666666,0.4523809523809524
105,B,0.574404761904762,0.4583333333333333,0.6904761904761904
105,C,0.6904761904761904,0.6666666666666666,0.7142857142857143
106,A,0.6264880952380952,0.5654761904761905,0.6875
106,B,0.5803571428571428,0.5059523809523809,0.6547619047619048
106,C,0.6428571428571429,0.6964285714285715,0.5892857142857143
107,A,0.5907738095238096,0.5386904761904762,0.6428571428571429
107,B,0.5967261904761906,0.4761904761904762,0.7172619047619048
107,C,0.6577380952380952,0.5416666666666666,0.7738095238095237
108,A,0.5252976190476191,0.4375,0.613095238095238
108,B,0.5982142857142857,0.4136904761904761,0.7827380952380952
108,C,0.5029761904761905,0.38095238095238093,0.625
109,A,0.5357142857142857,0.6517857142857143,0.41964285714285715
109,B,0.6279761904761905,0.5833333333333334,0.6726190476190476
109,C,0.5833333333333334,0.7083333333333334,0.4583333333333333
