participant_count,median_target_LDA_minus_threshold_utility,q25_target_LDA_minus_threshold_utility,q75_target_LDA_minus_threshold_utility,target_LDA_better_count,threshold_better_count,tie_count,target_LDA_better_fraction,selected_method,selection_rule_applied_without_evaluation_outcomes
20,-0.010044642857142905,-0.03710937500000014,0.02650669642857148,9,11,0,0.45,threshold,True
