subject,method,calibration_size,zero_balanced_accuracy,calibrated_balanced_accuracy,gain_over_matched_zero
106,threshold,14,0.5,0.6339285714285714,0.1339285714285714
107,threshold,0,0.5208333333333334,0.5208333333333334,0.0
107,threshold,4,0.5208333333333334,0.6026785714285714,0.08184523809523803
107,threshold,8,0.5208333333333334,0.5863095238095238,0.06547619047619047
107,threshold,12,0.5208333333333334,0.6264880952380952,0.10565476190476186
107,threshold,14,0.5208333333333334,0.5863095238095238,0.06547619047619047
108,threshold,0,0.5952380952380952,0.5952380952380952,0.0
108,threshold,4,0.5952380952380952,0.5461309523809524,-0.049107142857142794
108,threshold,8,0.5952380952380952,0.5625,-0.03273809523809523
108,threshold,12,0.5952380952380952,0.5952380952380952,0.0
108,threshold,14,0.5952380952380952,0.5952380952380952,0.0
109,threshold,0,0.5,0.5,0.0
109,threshold,4,0.5,0.4375,-0.0625
109,threshold,8,0.5,0.4375,-0.0625
109,threshold,12,0.5,0.4077380952380952,-0.09226190476190482
109,threshold,14,0.5,0.44196428571428564,-0.05803571428571436
