subject,task,model,qc_sensitivity,fold,test_run,training_runs,balanced_accuracy,accuracy,macro_f1,roc_auc,left_recall,right_recall,true_left_predicted_left,true_left_predicted_right,true_right_predicted_left,true_right_predicted_right,trial_count
22,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.4107142857142857,0.4,0.3891402714932127,0.5357142857142857,0.25,0.5714285714285714,2,6,3,4,15
22,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6428571428571428,0.6428571428571429,0.641025641025641,0.6938775510204082,0.7142857142857143,0.5714285714285714,5,2,3,4,14
23,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.5982142857142857,0.6,0.5982142857142857,0.7678571428571428,0.625,0.5714285714285714,5,3,3,4,15
23,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.4017857142857143,0.4,0.4,0.4642857142857143,0.42857142857142855,0.375,3,4,5,3,15
23,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.8214285714285714,0.7142857142857143,0.625,5,2,3,5,15
23,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.5982142857142857,0.6,0.5982142857142857,0.7321428571428571,0.625,0.5714285714285714,5,3,3,4,15
23,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.4017857142857143,0.4,0.4,0.44642857142857145,0.42857142857142855,0.375,3,4,5,3,15
23,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.6428571428571428,0.6428571428571429,0.641025641025641,0.7959183673469388,0.7142857142857143,0.5714285714285714,5,2,3,4,14
23,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.5803571428571428,0.6,0.55,0.625,0.875,0.2857142857142857,7,1,5,2,15
23,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5178571428571429,0.42857142857142855,0.5,3,4,4,4,15
23,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.5,0.5333333333333333,0.34782608695652173,0.875,0.0,1.0,0,7,0,8,15
23,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.5803571428571428,0.6,0.55,0.5535714285714286,0.875,0.2857142857142857,7,1,5,2,15
23,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.4285714285714286,0.5714285714285714,0.5,4,3,4,4,15
23,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.5,0.5,0.3333333333333333,0.8571428571428571,0.0,1.0,0,7,0,7,14
24,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.5,0.5333333333333333,0.34782608695652173,0.6607142857142857,0.0,1.0,0,7,0,8,15
24,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.5,0.4666666666666667,0.3181818181818182,0.5714285714285714,1.0,0.0,7,0,8,0,15
24,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.6160714285714286,0.6,0.5833333333333333,0.6428571428571428,0.375,0.8571428571428571,3,5,1,6,15
24,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.5714285714285714,0.6,0.48863636363636365,0.6964285714285714,0.14285714285714285,1.0,1,6,0,8,15
24,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.5,0.5,0.3333333333333333,0.6122448979591837,1.0,0.0,7,0,7,0,14
24,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.5714285714285714,0.5714285714285714,0.5333333333333333,0.6326530612244898,0.2857142857142857,0.8571428571428571,2,5,1,6,14
24,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.4464285714285714,0.4666666666666667,0.4,0.3928571428571429,0.14285714285714285,0.75,1,6,2,6,15
24,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.42857142857142855,0.4,0.2857142857142857,0.4285714285714286,0.8571428571428571,0.0,6,1,8,0,15
24,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.5,0.4666666666666667,0.3181818181818182,0.3214285714285714,0.0,1.0,0,8,0,7,15
24,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.44642857142857145,0.42857142857142855,0.625,3,4,3,5,15
24,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.42857142857142855,0.42857142857142855,0.3,0.5306122448979592,0.8571428571428571,0.0,6,1,7,0,14
24,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6428571428571428,0.6428571428571429,0.625668449197861,0.6326530612244898,0.42857142857142855,0.8571428571428571,3,4,1,6,14
25,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.6160714285714286,0.6,0.5833333333333333,0.5,0.8571428571428571,0.375,6,1,5,3,15
25,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.4107142857142857,0.4,0.3891402714932127,0.3928571428571429,0.5714285714285714,0.25,4,3,6,2,15
25,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.6875,0.6666666666666666,0.6411483253588517,0.7678571428571428,0.375,1.0,3,5,0,7,15
25,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.43333333333333335,0.45454545454545453,0.4107142857142857,0.5,0.6666666666666666,0.2,4,2,4,1,11
25,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.3392857142857143,0.3333333333333333,0.33035714285714285,0.44642857142857145,0.42857142857142855,0.25,3,4,6,2,15
25,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.7738095238095238,0.7692307692307693,0.7692307692307693,0.8809523809523809,0.7142857142857143,0.8333333333333334,5,2,1,5,13
25,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.48214285714285715,0.5714285714285714,0.375,4,3,5,3,15
25,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.5803571428571428,0.6,0.55,0.5892857142857142,0.2857142857142857,0.875,2,5,1,7,15
25,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.6428571428571428,0.375,0.5714285714285714,3,5,3,4,15
25,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.6166666666666667,0.6363636363636364,0.6071428571428572,0.5666666666666667,0.8333333333333334,0.4,5,1,3,2,11
25,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.5625,0.5333333333333333,0.4444444444444444,0.8214285714285714,1.0,0.125,7,0,7,1,15
25,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6190476190476191,0.6153846153846154,0.6153846153846154,0.6428571428571428,0.5714285714285714,0.6666666666666666,4,3,2,4,13
26,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.5,0.4666666666666667,0.3181818181818182,0.75,0.0,1.0,0,8,0,7,15
26,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.5,0.5333333333333333,0.34782608695652173,0.5892857142857143,1.0,0.0,8,0,7,0,15
26,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.6428571428571428,0.375,0.7142857142857143,3,5,2,5,15
26,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.5,0.4,0.2857142857142857,0.5833333333333333,0.0,1.0,0,6,0,4,10
26,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.6333333333333333,0.6363636363636364,0.6333333333333333,0.5666666666666667,0.6666666666666666,0.6,4,2,2,3,11
26,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.4642857142857143,0.45454545454545453,0.45,0.4642857142857143,0.42857142857142855,0.5,3,4,2,2,11
26,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.5625,0.5333333333333333,0.4444444444444444,0.5714285714285714,0.125,1.0,1,7,0,7,15
26,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.5,0.5333333333333333,0.34782608695652173,0.46428571428571425,1.0,0.0,8,0,7,0,15
26,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.7857142857142857,0.8,0.784688995215311,0.7857142857142856,1.0,0.5714285714285714,8,0,3,4,15
26,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.5416666666666667,0.6,0.5238095238095238,0.8333333333333334,0.8333333333333334,0.25,5,1,3,1,10
26,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.8333333333333333,0.8181818181818182,0.8166666666666667,0.8333333333333334,0.6666666666666666,1.0,4,2,0,5,11
26,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6071428571428572,0.6363636363636364,0.6071428571428572,0.6785714285714286,0.7142857142857143,0.5,5,2,2,2,11
27,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.5982142857142857,0.6,0.5982142857142857,0.7321428571428571,0.625,0.5714285714285714,5,3,3,4,15
27,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.5535714285714286,0.7142857142857143,0.625,5,2,3,5,15
27,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.5892857142857143,0.6,0.5833333333333333,0.5714285714285714,0.75,0.42857142857142855,6,2,4,3,15
27,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.6333333333333333,0.625,0.6190476190476191,0.8666666666666667,0.6,0.6666666666666666,3,2,1,2,8
27,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.25,0.2222222222222222,0.2222222222222222,0.11111111111111112,0.3333333333333333,0.16666666666666666,1,2,5,1,9
27,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.21428571428571427,0.21428571428571427,0.21025641025641026,0.22448979591836737,0.2857142857142857,0.14285714285714285,2,5,6,1,14
27,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.625,0.7142857142857143,5,3,2,5,15
27,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.5178571428571429,0.7142857142857143,0.375,5,2,5,3,15
27,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.7857142857142857,0.875,0.5714285714285714,7,1,3,4,15
27,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.43333333333333335,0.375,0.36507936507936506,0.7333333333333333,0.2,0.6666666666666666,1,4,1,2,8
27,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.3333333333333333,0.3333333333333333,0.325,0.2777777777777778,0.3333333333333333,0.3333333333333333,1,2,4,2,9
27,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6428571428571428,0.6428571428571429,0.641025641025641,0.7346938775510204,0.5714285714285714,0.7142857142857143,4,3,2,5,14
28,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.7142857142857143,0.875,0.42857142857142855,7,1,4,3,15
28,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.3839285714285714,0.4,0.354066985645933,0.4107142857142857,0.14285714285714285,0.625,1,6,3,5,15
28,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.7857142857142857,0.8,0.784688995215311,0.8035714285714285,0.5714285714285714,1.0,4,3,0,8,15
28,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.625,0.6428571428571429,0.625668449197861,0.75,0.75,0.5,6,2,3,3,14
28,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.3839285714285714,0.4,0.354066985645933,0.48214285714285715,0.14285714285714285,0.625,1,6,3,5,15
28,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.7738095238095238,0.7692307692307693,0.7692307692307693,0.8095238095238095,0.7142857142857143,0.8333333333333334,5,2,1,5,13
28,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.39285714285714285,0.4,0.3891402714932127,0.39285714285714285,0.5,0.2857142857142857,4,4,5,2,15
28,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.4107142857142857,0.4,0.3891402714932127,0.41071428571428575,0.5714285714285714,0.25,4,3,6,2,15
28,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.4107142857142857,0.4,0.3891402714932127,0.4285714285714286,0.5714285714285714,0.25,4,3,6,2,15
28,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.3958333333333333,0.42857142857142855,0.37777777777777777,0.375,0.625,0.16666666666666666,5,3,5,1,14
28,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.48214285714285715,0.4666666666666667,0.4444444444444444,0.41071428571428575,0.7142857142857143,0.25,5,2,6,2,15
28,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.369047619047619,0.38461538461538464,0.35,0.4285714285714286,0.5714285714285714,0.16666666666666666,4,3,5,1,13
29,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.9642857142857143,1.0,0.7142857142857143,8,0,2,5,15
29,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.875,0.8666666666666667,0.8660714285714286,0.9285714285714286,0.75,1.0,6,2,0,7,15
29,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.875,0.8666666666666667,0.8660714285714286,0.9464285714285714,1.0,0.75,7,0,2,6,15
29,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.8571428571428572,0.8571428571428571,0.8541666666666667,0.9591836734693878,1.0,0.7142857142857143,7,0,2,5,14
29,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.7,0.75,0.6974789915966386,0.8571428571428572,0.4,1.0,2,3,0,7,12
29,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.875,0.8666666666666667,0.8660714285714286,0.9464285714285714,1.0,0.75,7,0,2,6,15
29,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,7,15
29,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,7,15
29,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
29,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,7,14
29,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,7,12
29,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
30,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.33035714285714285,0.3333333333333333,0.33035714285714285,0.4821428571428571,0.375,0.2857142857142857,3,5,5,2,15
30,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.5892857142857143,0.6,0.5833333333333333,0.33928571428571425,0.75,0.42857142857142855,6,2,4,3,15
30,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.3571428571428571,0.5,0.42857142857142855,4,4,4,3,15
30,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.41666666666666663,0.4444444444444444,0.41558441558441556,0.5,0.5,0.3333333333333333,3,3,2,1,9
30,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.5,0.5,0.49743589743589745,0.3469387755102041,0.5714285714285714,0.42857142857142855,4,3,4,3,14
30,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.4642857142857143,0.46153846153846156,0.46153846153846156,0.4761904761904762,0.42857142857142855,0.5,3,4,3,3,13
30,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.4107142857142857,0.4,0.3891402714932127,0.5357142857142857,0.25,0.5714285714285714,2,6,3,4,15
30,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.49107142857142855,0.4666666666666667,0.4,0.39285714285714285,0.125,0.8571428571428571,1,7,1,6,15
30,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.39285714285714285,0.4,0.3891402714932127,0.3214285714285714,0.5,0.2857142857142857,4,4,5,2,15
30,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.5833333333333334,0.4444444444444444,0.41558441558441556,0.5555555555555556,0.16666666666666666,1.0,1,5,0,3,9
30,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.2857142857142857,0.2857142857142857,0.2708333333333333,0.2653061224489796,0.14285714285714285,0.42857142857142855,1,6,4,3,14
30,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.48809523809523814,0.46153846153846156,0.40522875816993464,0.6666666666666666,0.14285714285714285,0.8333333333333334,1,6,1,5,13
31,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.732142857142857,0.375,0.7142857142857143,3,5,2,5,15
31,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.6071428571428572,0.6,0.5982142857142857,0.8035714285714286,0.7142857142857143,0.5,5,2,4,4,15
31,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.6607142857142857,0.6666666666666666,0.660633484162896,0.7321428571428571,0.5714285714285714,0.75,4,3,2,6,15
31,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.6071428571428572,0.6153846153846154,0.606060606060606,0.7380952380952381,0.5,0.7142857142857143,3,3,2,5,13
31,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.8214285714285714,0.7142857142857143,0.625,5,2,3,5,15
31,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.5982142857142857,0.6,0.5982142857142857,0.75,0.5714285714285714,0.625,4,3,3,5,15
31,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.7946428571428572,0.8,0.7963800904977376,0.875,0.875,0.7142857142857143,7,1,2,5,15
31,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.9375,0.9333333333333333,0.9333333333333333,0.9821428571428572,1.0,0.875,7,0,1,7,15
31,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.9375,0.9333333333333333,0.9333333333333333,0.9821428571428572,1.0,0.875,7,0,1,7,15
31,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.7738095238095238,0.7692307692307693,0.7692307692307693,0.8809523809523809,0.8333333333333334,0.7142857142857143,5,1,2,5,13
31,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.9464285714285714,0.7142857142857143,1.0,5,2,0,8,15
31,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.9375,0.9333333333333333,0.9333333333333333,1.0,1.0,0.875,7,0,1,7,15
32,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.5535714285714286,0.42857142857142855,0.875,3,4,1,7,15
32,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.6607142857142857,0.42857142857142855,0.5,3,4,4,4,15
32,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.5178571428571428,0.7142857142857143,0.375,5,2,5,3,15
32,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.7083333333333333,0.7142857142857143,0.7083333333333333,0.7291666666666666,0.6666666666666666,0.75,4,2,2,6,14
32,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.6428571428571428,0.6428571428571429,0.641025641025641,0.6938775510204082,0.7142857142857143,0.5714285714285714,5,2,3,4,14
32,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.6190476190476191,0.6153846153846154,0.6153846153846154,0.6904761904761905,0.6666666666666666,0.5714285714285714,4,2,3,4,13
32,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.5,0.4666666666666667,0.3181818181818182,0.5,1.0,0.0,7,0,8,0,15
32,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.6071428571428571,0.5714285714285714,0.5,4,3,4,4,15
32,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.7142857142857143,0.5714285714285714,0.5,4,3,4,4,15
32,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.4375,0.5,0.3333333333333333,0.4583333333333333,0.0,0.875,0,6,1,7,14
32,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.42857142857142855,0.42857142857142855,0.41666666666666663,0.46938775510204084,0.5714285714285714,0.2857142857142857,4,3,5,2,14
32,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6666666666666666,0.6923076923076923,0.6388888888888888,0.6428571428571428,0.3333333333333333,1.0,2,4,0,7,13
33,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.6071428571428572,0.6,0.5982142857142857,0.6964285714285714,0.5,0.7142857142857143,4,4,2,5,15
33,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.6607142857142857,0.625,0.2857142857142857,5,3,5,2,15
33,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.8214285714285714,0.8571428571428571,0.875,6,1,1,7,15
33,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.7083333333333333,0.7,0.696969696969697,0.7916666666666667,0.6666666666666666,0.75,4,2,1,3,10
33,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.5,0.5,0.5,0.6111111111111112,0.5,0.5,3,3,3,3,12
33,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.8333333333333333,0.8181818181818182,0.8166666666666667,0.8333333333333334,1.0,0.6666666666666666,5,0,2,4,11
33,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.7857142857142857,0.75,0.7142857142857143,6,2,2,5,15
33,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.7678571428571428,0.625,0.7142857142857143,5,3,2,5,15
33,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.9642857142857143,0.8571428571428571,0.875,6,1,1,7,15
33,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.8333333333333333,0.8,0.8,0.875,0.6666666666666666,1.0,4,2,0,4,10
33,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,4,2,2,4,12
33,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.5666666666666667,0.5454545454545454,0.5299145299145299,0.8,0.8,0.3333333333333333,4,1,4,2,11
34,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.7857142857142857,0.7857142857142857,0.7846153846153847,0.8163265306122449,0.8571428571428571,0.7142857142857143,6,1,2,5,14
34,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.5714285714285714,0.5714285714285714,0.5625,0.6530612244897959,0.7142857142857143,0.42857142857142855,5,2,4,3,14
34,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.8571428571428572,0.8571428571428571,0.8541666666666667,0.9591836734693878,0.7142857142857143,1.0,5,2,0,7,14
34,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.7333333333333334,0.75,0.7333333333333334,0.7333333333333333,0.8,0.6666666666666666,4,1,1,2,8
34,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.4666666666666667,0.45454545454545453,0.45,0.7,0.6,0.3333333333333333,3,2,4,2,11
34,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.8333333333333333,0.8181818181818182,0.8166666666666667,0.9666666666666667,0.6666666666666666,1.0,4,2,0,5,11
34,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.7142857142857143,0.7142857142857143,0.6888888888888889,0.9183673469387755,0.42857142857142855,1.0,3,4,0,7,14
34,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.7142857142857143,0.7142857142857143,0.6888888888888889,0.7755102040816326,1.0,0.42857142857142855,7,0,4,3,14
34,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.6428571428571428,0.6428571428571429,0.625668449197861,0.8775510204081632,0.42857142857142855,0.8571428571428571,3,4,1,6,14
34,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.8,0.75,0.75,1.0,0.6,1.0,3,2,0,3,8
34,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.75,0.7272727272727273,0.717948717948718,0.9666666666666668,1.0,0.5,5,0,3,3,11
34,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.7333333333333334,0.7272727272727273,0.7272727272727273,0.9,0.6666666666666666,0.8,4,2,1,4,11
35,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.9107142857142857,0.875,0.5714285714285714,7,1,3,4,15
35,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.5982142857142857,0.6,0.5982142857142857,0.6607142857142857,0.5714285714285714,0.625,4,3,3,5,15
35,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5714285714285714,0.5714285714285714,0.375,4,3,5,3,15
35,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.5416666666666666,0.5714285714285714,0.5333333333333333,0.5416666666666666,0.75,0.3333333333333333,6,2,4,2,14
35,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.5625,0.5714285714285714,0.5625,0.6666666666666666,0.5,0.625,3,3,3,5,14
35,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.5208333333333333,0.5,0.49743589743589745,0.4791666666666667,0.6666666666666666,0.375,4,2,5,3,14
35,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.5,0.4666666666666667,0.3181818181818182,0.8571428571428572,0.0,1.0,0,8,0,7,15
35,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.8928571428571428,0.2857142857142857,1.0,2,5,0,8,15
