subject,task,model,qc_sensitivity,fold,test_run,training_runs,balanced_accuracy,accuracy,macro_f1,roc_auc,left_recall,right_recall,true_left_predicted_left,true_left_predicted_right,true_right_predicted_left,true_right_predicted_right,trial_count
21,left_vs_right_fist_imagery,csp_4_empirical,True,2,8,4/12,0.6904761904761905,0.6923076923076923,0.6904761904761905,0.7142857142857144,0.6666666666666666,0.7142857142857143,4,2,2,5,13
21,left_vs_right_fist_imagery,csp_4_empirical,True,3,12,4/8,0.6160714285714286,0.6,0.5833333333333333,0.6428571428571428,0.375,0.8571428571428571,3,5,1,6,15
22,left_vs_right_fist_imagery,spectral_baseline_6,False,1,4,8/12,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.44642857142857145,0.42857142857142855,0.5,3,4,4,4,15
22,left_vs_right_fist_imagery,spectral_baseline_6,False,2,8,4/12,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.39285714285714285,0.375,0.5714285714285714,3,5,3,4,15
22,left_vs_right_fist_imagery,spectral_baseline_6,False,3,12,4/8,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5,0.5714285714285714,0.375,4,3,5,3,15
22,left_vs_right_fist_imagery,spectral_baseline_6,True,1,4,8/12,0.45238095238095233,0.46153846153846156,0.4484848484848485,0.4761904761904762,0.3333333333333333,0.5714285714285714,2,4,3,4,13
22,left_vs_right_fist_imagery,spectral_baseline_6,True,2,8,4/12,0.33035714285714285,0.3333333333333333,0.33035714285714285,0.3392857142857143,0.375,0.2857142857142857,3,5,5,2,15
22,left_vs_right_fist_imagery,spectral_baseline_6,True,3,12,4/8,0.5714285714285714,0.5714285714285714,0.5625,0.5306122448979592,0.7142857142857143,0.42857142857142855,5,2,4,3,14
22,left_vs_right_fist_imagery,csp_4_empirical,False,1,4,8/12,0.5,0.4666666666666667,0.3181818181818182,0.6964285714285714,1.0,0.0,7,0,8,0,15
22,left_vs_right_fist_imagery,csp_4_empirical,False,2,8,4/12,0.3214285714285714,0.3333333333333333,0.3055555555555555,0.30357142857142855,0.5,0.14285714285714285,4,4,6,1,15
22,left_vs_right_fist_imagery,csp_4_empirical,False,3,12,4/8,0.6785714285714286,0.6666666666666666,0.660633484162896,0.7678571428571429,0.8571428571428571,0.5,6,1,4,4,15
22,left_vs_right_fist_imagery,csp_4_empirical,True,1,4,8/12,0.5,0.46153846153846156,0.3157894736842105,0.5714285714285714,1.0,0.0,6,0,7,0,13
