accuracy,balanced_accuracy,feet_recall,fists_recall,fold,macro_f1,model,qc_sensitivity,roc_auc,subject,test_run,training_runs,trial_count,true_feet_predicted_feet,true_feet_predicted_fists,true_fists_predicted_feet,true_fists_predicted_fists
0.4,0.39285714285714285,0.5,0.2857142857142857,3,0.3891402714932127,spectral_baseline_6,True,0.41071428571428575,24,14,6/10,15,4,4,5,2
0.4666666666666667,0.5,1.0,0.0,1,0.3181818181818182,csp_4_empirical,False,0.6071428571428572,24,6,10/14,15,7,0,8,0
0.6,0.5803571428571428,0.875,0.2857142857142857,2,0.55,csp_4_empirical,False,0.4285714285714286,24,10,6/14,15,7,1,5,2
0.26666666666666666,0.26785714285714285,0.25,0.2857142857142857,3,0.26666666666666666,csp_4_empirical,False,0.21428571428571433,24,14,6/10,15,2,6,5,2
0.4666666666666667,0.5,1.0,0.0,1,0.3181818181818182,csp_4_empirical,True,0.6071428571428572,24,6,10/14,15,7,0,8,0
0.6,0.5803571428571428,0.875,0.2857142857142857,2,0.55,csp_4_empirical,True,0.4285714285714286,24,10,6/14,15,7,1,5,2
0.26666666666666666,0.26785714285714285,0.25,0.2857142857142857,3,0.26666666666666666,csp_4_empirical,True,0.21428571428571433,24,14,6/10,15,2,6,5,2
0.7333333333333333,0.7232142857142857,0.5714285714285714,0.875,1,0.7222222222222222,spectral_baseline_6,False,0.875,25,6,10/14,15,4,3,1,7
0.7333333333333333,0.7321428571428572,0.7142857142857143,0.75,2,0.7321428571428572,spectral_baseline_6,False,0.7678571428571428,25,10,6/14,15,5,2,2,6
0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,3,0.7321428571428572,spectral_baseline_6,False,0.875,25,14,6/10,15,6,1,3,5
0.6666666666666666,0.675,0.6,0.75,1,0.6666666666666666,spectral_baseline_6,True,0.9,25,6,10/14,9,3,2,1,3
0.7692307692307693,0.7619047619047619,0.6666666666666666,0.8571428571428571,2,0.7636363636363637,spectral_baseline_6,True,0.8333333333333333,25,10,6/14,13,4,2,1,6
0.8,0.8035714285714286,0.8571428571428571,0.75,3,0.8,spectral_baseline_6,True,0.8571428571428571,25,14,6/10,15,6,1,2,6
0.7333333333333333,0.7142857142857143,0.42857142857142855,1.0,1,0.7,csp_4_empirical,False,0.9821428571428571,25,6,10/14,15,3,4,0,8
0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,2,0.7321428571428572,csp_4_empirical,False,0.875,25,10,6/14,15,6,1,3,5
0.8,0.8125,1.0,0.625,3,0.7963800904977376,csp_4_empirical,False,0.9642857142857143,25,14,6/10,15,7,0,3,5
0.7777777777777778,0.75,1.0,0.5,1,0.75,csp_4_empirical,True,0.95,25,6,10/14,9,5,0,2,2
0.8461538461538461,0.8571428571428572,1.0,0.7142857142857143,2,0.8452380952380952,csp_4_empirical,True,0.880952380952381,25,10,6/14,13,6,0,2,5
0.9333333333333333,0.9375,1.0,0.875,3,0.9333333333333333,csp_4_empirical,True,0.9107142857142857,25,14,6/10,15,7,0,1,7
0.5333333333333333,0.5089285714285714,0.875,0.14285714285714285,1,0.4444444444444444,spectral_baseline_6,False,0.4821428571428572,26,6,10/14,15,7,1,6,1
0.4,0.4017857142857143,0.375,0.42857142857142855,2,0.4,spectral_baseline_6,False,0.5,26,10,6/14,15,3,5,4,3
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,3,0.660633484162896,spectral_baseline_6,False,0.5535714285714286,26,14,6/10,15,6,2,3,4
0.5833333333333334,0.4375,0.875,0.0,1,0.3684210526315789,spectral_baseline_6,True,0.53125,26,6,10/14,12,7,1,4,0
0.5,0.4375,0.875,0.0,2,0.3333333333333333,spectral_baseline_6,True,0.6875000000000001,26,10,6/14,14,7,1,6,0
0.4666666666666667,0.5,0.0,1.0,3,0.3181818181818182,spectral_baseline_6,True,0.7142857142857143,26,14,6/10,15,0,8,0,7
0.4666666666666667,0.5,0.0,1.0,1,0.3181818181818182,csp_4_empirical,False,0.28571428571428575,26,6,10/14,15,0,8,0,7
0.4666666666666667,0.5,0.0,1.0,2,0.3181818181818182,csp_4_empirical,False,0.48214285714285715,26,10,6/14,15,0,8,0,7
0.5333333333333333,0.5,1.0,0.0,3,0.34782608695652173,csp_4_empirical,False,0.375,26,14,6/10,15,8,0,7,0
0.6666666666666666,0.625,0.75,0.5,1,0.625,csp_4_empirical,True,0.53125,26,6,10/14,12,6,2,2,2
0.5714285714285714,0.5,1.0,0.0,2,0.36363636363636365,csp_4_empirical,True,0.7916666666666666,26,10,6/14,14,8,0,6,0
0.4666666666666667,0.5,0.0,1.0,3,0.3181818181818182,csp_4_empirical,True,0.8214285714285714,26,14,6/10,15,0,8,0,7
0.4,0.4107142857142857,0.25,0.5714285714285714,1,0.3891402714932127,spectral_baseline_6,False,0.42857142857142855,27,6,10/14,15,2,6,3,4
0.5333333333333333,0.5446428571428572,0.7142857142857143,0.375,2,0.5248868778280543,spectral_baseline_6,False,0.5,27,10,6/14,15,5,2,5,3
0.5333333333333333,0.5089285714285714,0.875,0.14285714285714285,3,0.4444444444444444,spectral_baseline_6,False,0.44642857142857145,27,14,6/10,15,7,1,6,1
0.5,0.5833333333333334,0.16666666666666666,1.0,1,0.45054945054945056,spectral_baseline_6,True,0.45833333333333337,27,6,10/14,10,1,5,0,4
0.5,0.5,1.0,0.0,2,0.3333333333333333,spectral_baseline_6,True,0.6388888888888888,27,10,6/14,12,6,0,6,0
0.4666666666666667,0.45535714285714285,0.625,0.2857142857142857,3,0.4444444444444444,spectral_baseline_6,True,0.375,27,14,6/10,15,5,3,5,2
0.7333333333333333,0.7232142857142857,0.875,0.5714285714285714,1,0.7222222222222222,csp_4_empirical,False,0.7857142857142857,27,6,10/14,15,7,1,3,4
0.5333333333333333,0.5267857142857143,0.42857142857142855,0.625,2,0.5248868778280543,csp_4_empirical,False,0.5357142857142857,27,10,6/14,15,3,4,3,5
0.7333333333333333,0.7232142857142857,0.875,0.5714285714285714,3,0.7222222222222222,csp_4_empirical,False,0.5535714285714286,27,14,6/10,15,7,1,3,4
0.9,0.875,1.0,0.75,1,0.8901098901098901,csp_4_empirical,True,0.75,27,6,10/14,10,6,0,1,3
0.5833333333333334,0.5833333333333334,0.3333333333333333,0.8333333333333334,2,0.5555555555555556,csp_4_empirical,True,0.6111111111111112,27,10,6/14,12,2,4,1,5
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,3,0.660633484162896,csp_4_empirical,True,0.6071428571428571,27,14,6/10,15,6,2,3,4
0.6666666666666666,0.6785714285714286,0.8571428571428571,0.5,1,0.660633484162896,spectral_baseline_6,False,0.625,28,6,10/14,15,6,1,4,4
0.4666666666666667,0.45535714285714285,0.625,0.2857142857142857,2,0.4444444444444444,spectral_baseline_6,False,0.5892857142857143,28,10,6/14,15,5,3,5,2
0.5333333333333333,0.5535714285714286,0.8571428571428571,0.25,3,0.49760765550239233,spectral_baseline_6,False,0.7142857142857142,28,14,6/10,15,6,1,6,2
0.6,0.5982142857142857,0.5714285714285714,0.625,1,0.5982142857142857,spectral_baseline_6,True,0.5892857142857143,28,6,10/14,15,4,3,3,5
0.5,0.5428571428571429,0.8,0.2857142857142857,2,0.4857142857142857,spectral_baseline_6,True,0.7428571428571429,28,10,6/14,12,4,1,5,2
0.5,0.5,1.0,0.0,3,0.3333333333333333,spectral_baseline_6,True,0.8055555555555556,28,14,6/10,12,6,0,6,0
0.6666666666666666,0.6875,1.0,0.375,1,0.6411483253588517,csp_4_empirical,False,0.7142857142857143,28,6,10/14,15,7,0,5,3
0.4666666666666667,0.49107142857142855,0.125,0.8571428571428571,2,0.4,csp_4_empirical,False,0.5,28,10,6/14,15,1,7,1,6
0.5333333333333333,0.5446428571428572,0.7142857142857143,0.375,3,0.5248868778280543,csp_4_empirical,False,0.6785714285714286,28,14,6/10,15,5,2,5,3
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,1,0.6666666666666666,csp_4_empirical,True,0.6964285714285714,28,6,10/14,15,5,2,3,5
0.5833333333333334,0.5285714285714286,0.2,0.8571428571428571,2,0.4957983193277311,csp_4_empirical,True,0.6571428571428571,28,10,6/14,12,1,4,1,6
0.25,0.25,0.16666666666666666,0.3333333333333333,3,0.24475524475524477,csp_4_empirical,True,0.19444444444444445,28,14,6/10,12,1,5,4,2
0.8666666666666667,0.8660714285714286,0.8571428571428571,0.875,1,0.8660714285714286,spectral_baseline_6,False,0.9642857142857143,29,6,10/14,15,6,1,1,7
0.8,0.8125,0.625,1.0,2,0.7963800904977376,spectral_baseline_6,False,0.9285714285714286,29,10,6/14,15,5,3,0,7
0.9333333333333333,0.9285714285714286,1.0,0.8571428571428571,3,0.9321266968325792,spectral_baseline_6,False,0.9642857142857143,29,14,6/10,15,8,0,1,6
0.9230769230769231,0.9166666666666667,0.8333333333333334,1.0,1,0.9212121212121211,spectral_baseline_6,True,0.9285714285714286,29,6,10/14,13,5,1,0,7
0.6666666666666666,0.75,0.5,1.0,2,0.6666666666666666,spectral_baseline_6,True,0.6666666666666667,29,10,6/14,9,3,3,0,3
0.8666666666666667,0.8571428571428572,1.0,0.7142857142857143,3,0.8611111111111112,spectral_baseline_6,True,0.9642857142857143,29,14,6/10,15,8,0,2,5
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,False,1.0,29,6,10/14,15,7,0,0,8
0.9333333333333333,0.9375,0.875,1.0,2,0.9333333333333333,csp_4_empirical,False,0.9821428571428572,29,10,6/14,15,7,1,0,7
1.0,1.0,1.0,1.0,3,1.0,csp_4_empirical,False,1.0,29,14,6/10,15,8,0,0,7
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,29,6,10/14,13,6,0,0,7
0.8888888888888888,0.9166666666666667,0.8333333333333334,1.0,2,0.8831168831168831,csp_4_empirical,True,0.9444444444444445,29,10,6/14,9,5,1,0,3
0.9333333333333333,0.9285714285714286,1.0,0.8571428571428571,3,0.9321266968325792,csp_4_empirical,True,1.0,29,14,6/10,15,8,0,1,6
0.6,0.5982142857142857,0.5714285714285714,0.625,1,0.5982142857142857,spectral_baseline_6,False,0.5357142857142857,30,6,10/14,15,4,3,3,5
0.5333333333333333,0.5178571428571428,0.2857142857142857,0.75,2,0.49760765550239233,spectral_baseline_6,False,0.6428571428571428,30,10,6/14,15,2,5,2,6
0.6,0.5982142857142857,0.5714285714285714,0.625,3,0.5982142857142857,spectral_baseline_6,False,0.5714285714285714,30,14,6/10,15,4,3,3,5
0.5833333333333334,0.5833333333333333,0.5,0.6666666666666666,1,0.5804195804195804,spectral_baseline_6,True,0.5277777777777778,30,6,10/14,12,3,3,2,4
0.6153846153846154,0.6190476190476191,0.5714285714285714,0.6666666666666666,2,0.6153846153846154,spectral_baseline_6,True,0.6666666666666667,30,10,6/14,13,4,3,2,4
0.3333333333333333,0.34285714285714286,0.4,0.2857142857142857,3,0.3333333333333333,spectral_baseline_6,True,0.28571428571428575,30,14,6/10,12,2,3,5,2
0.6,0.5982142857142857,0.5714285714285714,0.625,1,0.5982142857142857,csp_4_empirical,False,0.7857142857142857,30,6,10/14,15,4,3,3,5
0.7333333333333333,0.7232142857142857,0.5714285714285714,0.875,2,0.7222222222222222,csp_4_empirical,False,0.8214285714285714,30,10,6/14,15,4,3,1,7
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,3,0.660633484162896,csp_4_empirical,False,0.5892857142857142,30,14,6/10,15,4,3,2,6
0.5833333333333334,0.5833333333333334,0.3333333333333333,0.8333333333333334,1,0.5555555555555556,csp_4_empirical,True,0.7222222222222223,30,6,10/14,12,2,4,1,5
0.8461538461538461,0.8452380952380952,0.8571428571428571,0.8333333333333334,2,0.8452380952380952,csp_4_empirical,True,0.8333333333333334,30,10,6/14,13,6,1,1,5
0.4166666666666667,0.3857142857142857,0.2,0.5714285714285714,3,0.37777777777777777,csp_4_empirical,True,0.2571428571428571,30,14,6/10,12,1,4,3,4
0.5333333333333333,0.5178571428571428,0.2857142857142857,0.75,1,0.49760765550239233,spectral_baseline_6,False,0.6607142857142858,31,6,10/14,15,2,5,2,6
0.5333333333333333,0.5267857142857143,0.625,0.42857142857142855,2,0.5248868778280543,spectral_baseline_6,False,0.5714285714285714,31,10,6/14,15,5,3,4,3
0.4,0.39285714285714285,0.2857142857142857,0.5,3,0.3891402714932127,spectral_baseline_6,False,0.4464285714285714,31,14,6/10,15,2,5,4,4
0.6153846153846154,0.6071428571428572,0.5,0.7142857142857143,1,0.606060606060606,spectral_baseline_6,True,0.6428571428571429,31,6,10/14,13,3,3,2,5
0.5,0.5,0.7142857142857143,0.2857142857142857,2,0.47593582887700536,spectral_baseline_6,True,0.5918367346938775,31,10,6/14,14,5,2,5,2
0.4,0.39285714285714285,0.2857142857142857,0.5,3,0.3891402714932127,spectral_baseline_6,True,0.4464285714285714,31,14,6/10,15,2,5,4,4
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,False,1.0,31,6,10/14,15,7,0,0,8
0.8,0.7946428571428572,0.875,0.7142857142857143,2,0.7963800904977376,csp_4_empirical,False,0.8928571428571429,31,10,6/14,15,7,1,2,5
0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,3,0.7321428571428572,csp_4_empirical,False,0.7857142857142858,31,14,6/10,15,6,1,3,5
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,31,6,10/14,13,6,0,0,7
0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,0.8571428571428571,csp_4_empirical,True,0.9387755102040816,31,10,6/14,14,6,1,1,6
0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,3,0.7321428571428572,csp_4_empirical,True,0.8571428571428571,31,14,6/10,15,6,1,3,5
0.5333333333333333,0.5178571428571428,0.75,0.2857142857142857,1,0.49760765550239233,spectral_baseline_6,False,0.6071428571428572,32,6,10/14,15,6,2,5,2
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,2,0.660633484162896,spectral_baseline_6,False,0.6428571428571429,32,10,6/14,15,6,2,3,4
0.5333333333333333,0.5089285714285714,0.14285714285714285,0.875,3,0.4444444444444444,spectral_baseline_6,False,0.625,32,14,6/10,15,1,6,1,7
0.42857142857142855,0.41666666666666663,0.5,0.3333333333333333,1,0.41666666666666663,spectral_baseline_6,True,0.5,32,6,10/14,7,2,2,2,1
0.5454545454545454,0.48214285714285715,0.7142857142857143,0.25,2,0.47619047619047616,spectral_baseline_6,True,0.6428571428571428,32,10,6/14,11,5,2,3,1
0.4666666666666667,0.48214285714285715,0.7142857142857143,0.25,3,0.4444444444444444,spectral_baseline_6,True,0.5714285714285714,32,14,6/10,15,5,2,6,2
0.6666666666666666,0.6696428571428572,0.625,0.7142857142857143,1,0.6666666666666666,csp_4_empirical,False,0.7857142857142858,32,6,10/14,15,5,3,2,5
0.4,0.3839285714285714,0.625,0.14285714285714285,2,0.354066985645933,csp_4_empirical,False,0.4285714285714286,32,10,6/14,15,5,3,6,1
0.5333333333333333,0.5,0.0,1.0,3,0.34782608695652173,csp_4_empirical,False,0.625,32,14,6/10,15,0,7,0,8
0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,1,0.7083333333333333,csp_4_empirical,True,0.5833333333333334,32,6,10/14,7,3,1,1,2
0.5454545454545454,0.42857142857142855,0.8571428571428571,0.0,2,0.35294117647058826,csp_4_empirical,True,0.39285714285714285,32,10,6/14,11,6,1,4,0
0.4666666666666667,0.5,1.0,0.0,3,0.3181818181818182,csp_4_empirical,True,0.4107142857142857,32,14,6/10,15,7,0,8,0
0.8666666666666667,0.8660714285714286,0.875,0.8571428571428571,1,0.8660714285714286,spectral_baseline_6,False,0.875,33,6,10/14,15,7,1,1,6
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,2,0.660633484162896,spectral_baseline_6,False,0.7678571428571428,33,10,6/14,15,4,3,2,6
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,3,0.660633484162896,spectral_baseline_6,False,0.6964285714285714,33,14,6/10,15,6,2,3,4
0.9230769230769231,0.9375,0.875,1.0,1,0.9212121212121211,spectral_baseline_6,True,0.9750000000000001,33,6,10/14,13,7,1,0,5
0.7272727272727273,0.7333333333333334,0.6666666666666666,0.8,2,0.7272727272727273,spectral_baseline_6,True,0.7666666666666666,33,10,6/14,11,4,2,1,4
0.8181818181818182,0.8166666666666667,0.8333333333333334,0.8,3,0.8166666666666667,spectral_baseline_6,True,0.7666666666666667,33,14,6/10,11,5,1,1,4
0.7333333333333333,0.7410714285714286,0.625,0.8571428571428571,1,0.7321428571428572,csp_4_empirical,False,0.75,33,6,10/14,15,5,3,1,6
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,2,0.660633484162896,csp_4_empirical,False,0.7142857142857143,33,10,6/14,15,4,3,2,6
0.6,0.5892857142857143,0.75,0.42857142857142855,3,0.5833333333333333,csp_4_empirical,False,0.8035714285714285,33,14,6/10,15,6,2,4,3
0.7692307692307693,0.8125,0.625,1.0,1,0.7692307692307693,csp_4_empirical,True,0.75,33,6,10/14,13,5,3,0,5
0.5454545454545454,0.5333333333333333,0.6666666666666666,0.4,2,0.5299145299145299,csp_4_empirical,True,0.7333333333333334,33,10,6/14,11,4,2,3,2
0.7272727272727273,0.7166666666666667,0.8333333333333334,0.6,3,0.717948717948718,csp_4_empirical,True,0.8666666666666667,33,14,6/10,11,5,1,2,3
0.8571428571428571,0.8571428571428572,1.0,0.7142857142857143,1,0.8541666666666667,spectral_baseline_6,False,0.979591836734694,34,6,10/14,14,7,0,2,5
0.5,0.5,0.42857142857142855,0.5714285714285714,2,0.49743589743589745,spectral_baseline_6,False,0.46938775510204084,34,10,6/14,14,3,4,3,4
0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,3,0.8571428571428571,spectral_baseline_6,False,0.9591836734693877,34,14,6/10,14,6,1,1,6
0.8461538461538461,0.8333333333333333,1.0,0.6666666666666666,1,0.8375,spectral_baseline_6,True,0.8809523809523809,34,6,10/14,13,7,0,2,4
0.4166666666666667,0.41428571428571426,0.42857142857142855,0.4,2,0.4125874125874126,spectral_baseline_6,True,0.4285714285714286,34,10,6/14,12,3,4,3,2
0.8333333333333334,0.8285714285714285,0.8571428571428571,0.8,3,0.8285714285714285,spectral_baseline_6,True,0.9428571428571428,34,14,6/10,12,6,1,1,4
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,False,1.0,34,6,10/14,14,7,0,0,7
0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,2,0.6888888888888889,csp_4_empirical,False,0.9591836734693878,34,10,6/14,14,3,4,0,7
0.9285714285714286,0.9285714285714286,0.8571428571428571,1.0,3,0.9282051282051282,csp_4_empirical,False,0.9591836734693877,34,14,6/10,14,6,1,0,7
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,34,6,10/14,13,7,0,0,6
0.75,0.7857142857142857,0.5714285714285714,1.0,2,0.7482517482517483,csp_4_empirical,True,0.942857142857143,34,10,6/14,12,4,3,0,5
0.75,0.7285714285714285,0.8571428571428571,0.6,3,0.7333333333333334,csp_4_empirical,True,0.9428571428571428,34,14,6/10,12,6,1,2,3
0.8666666666666667,0.8660714285714286,0.8571428571428571,0.875,1,0.8660714285714286,spectral_baseline_6,False,0.875,35,6,10/14,15,6,1,1,7
0.8,0.8035714285714286,0.8571428571428571,0.75,2,0.8,spectral_baseline_6,False,0.875,35,10,6/14,15,6,1,2,6
0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,3,0.7321428571428572,spectral_baseline_6,False,0.75,35,14,6/10,15,6,1,3,5
0.9285714285714286,0.9285714285714286,0.8571428571428571,1.0,1,0.9282051282051282,spectral_baseline_6,True,1.0,35,6,10/14,14,6,1,0,7
0.8,0.8035714285714286,0.8571428571428571,0.75,2,0.8,spectral_baseline_6,True,0.8571428571428571,35,10,6/14,15,6,1,2,6
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,3,0.6666666666666666,spectral_baseline_6,True,0.75,35,14,6/10,15,5,2,3,5
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,False,1.0,35,6,10/14,15,7,0,0,8
0.8666666666666667,0.8571428571428572,0.7142857142857143,1.0,2,0.8611111111111112,csp_4_empirical,False,1.0,35,10,6/14,15,5,2,0,8
1.0,1.0,1.0,1.0,3,1.0,csp_4_empirical,False,1.0,35,14,6/10,15,7,0,0,8
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,35,6,10/14,14,7,0,0,7
0.8666666666666667,0.8571428571428572,0.7142857142857143,1.0,2,0.8611111111111112,csp_4_empirical,True,1.0,35,10,6/14,15,5,2,0,8
1.0,1.0,1.0,1.0,3,1.0,csp_4_empirical,True,1.0,35,14,6/10,15,7,0,0,8
0.4666666666666667,0.45535714285714285,0.625,0.2857142857142857,1,0.4444444444444444,spectral_baseline_6,False,0.4285714285714286,36,6,10/14,15,5,3,5,2
0.4666666666666667,0.4732142857142857,0.375,0.5714285714285714,2,0.4642857142857143,spectral_baseline_6,False,0.4642857142857143,36,10,6/14,15,3,5,3,4
0.4666666666666667,0.4642857142857143,0.42857142857142855,0.5,3,0.4642857142857143,spectral_baseline_6,False,0.5178571428571428,36,14,6/10,15,3,4,4,4
0.6428571428571429,0.6458333333333333,0.625,0.6666666666666666,1,0.641025641025641,spectral_baseline_6,True,0.7708333333333333,36,6,10/14,14,5,3,2,4
0.46153846153846156,0.4642857142857143,0.42857142857142855,0.5,2,0.46153846153846156,spectral_baseline_6,True,0.5238095238095238,36,10,6/14,13,3,4,3,3
0.6153846153846154,0.6190476190476191,0.5714285714285714,0.6666666666666666,3,0.6153846153846154,spectral_baseline_6,True,0.6904761904761905,36,14,6/10,13,4,3,2,4
0.8,0.7857142857142857,1.0,0.5714285714285714,1,0.784688995215311,csp_4_empirical,False,0.8035714285714286,36,6,10/14,15,8,0,3,4
0.8666666666666667,0.8660714285714286,0.875,0.8571428571428571,2,0.8660714285714286,csp_4_empirical,False,0.9285714285714286,36,10,6/14,15,7,1,1,6
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,3,0.6666666666666666,csp_4_empirical,False,0.7857142857142857,36,14,6/10,15,5,2,3,5
0.7857142857142857,0.75,1.0,0.5,1,0.7543859649122806,csp_4_empirical,True,0.8333333333333333,36,6,10/14,14,8,0,3,3
0.8461538461538461,0.8452380952380952,0.8571428571428571,0.8333333333333334,2,0.8452380952380952,csp_4_empirical,True,0.9285714285714286,36,10,6/14,13,6,1,1,5
0.6923076923076923,0.6785714285714286,0.8571428571428571,0.5,3,0.675,csp_4_empirical,True,0.8095238095238095,36,14,6/10,13,6,1,3,3
0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,1,0.41666666666666663,spectral_baseline_6,False,0.4897959183673469,37,6,10/14,14,4,3,5,2
0.42857142857142855,0.4285714285714286,0.7142857142857143,0.14285714285714285,2,0.37777777777777777,spectral_baseline_6,False,0.24489795918367346,37,10,6/14,14,5,2,6,1
0.6428571428571429,0.6428571428571428,0.5714285714285714,0.7142857142857143,3,0.641025641025641,spectral_baseline_6,False,0.4693877551020408,37,14,6/10,14,4,3,2,5
0.375,0.41666666666666663,0.3333333333333333,0.5,1,0.36507936507936506,spectral_baseline_6,True,0.5,37,6,10/14,8,2,4,1,1
0.35714285714285715,0.3571428571428571,0.42857142857142855,0.2857142857142857,2,0.35384615384615387,spectral_baseline_6,True,0.3877551020408163,37,10,6/14,14,3,4,5,2
0.4444444444444444,0.45,0.5,0.4,3,0.4444444444444444,spectral_baseline_6,True,0.39999999999999997,37,14,6/10,9,2,2,3,2
0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,1,0.475,csp_4_empirical,False,0.6938775510204082,37,6,10/14,14,1,6,0,7
0.5,0.5,1.0,0.0,2,0.3333333333333333,csp_4_empirical,False,0.5102040816326531,37,10,6/14,14,7,0,7,0
0.7857142857142857,0.7857142857142857,0.8571428571428571,0.7142857142857143,3,0.7846153846153847,csp_4_empirical,False,0.7755102040816326,37,14,6/10,14,6,1,2,5
0.25,0.5,0.0,1.0,1,0.2,csp_4_empirical,True,0.9166666666666667,37,6,10/14,8,0,6,0,2
0.7857142857142857,0.7857142857142857,1.0,0.5714285714285714,2,0.7754010695187166,csp_4_empirical,True,0.9183673469387755,37,10,6/14,14,7,0,3,4
0.5555555555555556,0.5,0.0,1.0,3,0.35714285714285715,csp_4_empirical,True,0.65,37,14,6/10,9,0,4,0,5
0.3333333333333333,0.33035714285714285,0.2857142857142857,0.375,1,0.33035714285714285,spectral_baseline_6,False,0.35714285714285715,38,6,10/14,15,2,5,5,3
0.6,0.5982142857142857,0.5714285714285714,0.625,2,0.5982142857142857,spectral_baseline_6,False,0.5535714285714286,38,10,6/14,15,4,3,3,5
0.4666666666666667,0.45535714285714285,0.625,0.2857142857142857,3,0.4444444444444444,spectral_baseline_6,False,0.35714285714285715,38,14,6/10,15,5,3,5,2
0.3076923076923077,0.30952380952380953,0.3333333333333333,0.2857142857142857,1,0.3076923076923077,spectral_baseline_6,True,0.2380952380952381,38,6,10/14,13,2,4,5,2
0.45454545454545453,0.43333333333333335,0.6666666666666666,0.2,2,0.4107142857142857,spectral_baseline_6,True,0.36666666666666664,38,10,6/14,11,4,2,4,1
0.23076923076923078,0.225,0.25,0.2,3,0.22619047619047616,spectral_baseline_6,True,0.27499999999999997,38,14,6/10,13,2,6,4,1
0.5333333333333333,0.5,0.0,1.0,1,0.34782608695652173,csp_4_empirical,False,0.625,38,6,10/14,15,0,7,0,8
0.5333333333333333,0.5446428571428572,0.7142857142857143,0.375,2,0.5248868778280543,csp_4_empirical,False,0.5357142857142857,38,10,6/14,15,5,2,5,3
0.5333333333333333,0.5357142857142857,0.5,0.5714285714285714,3,0.5333333333333333,csp_4_empirical,False,0.44642857142857145,38,14,6/10,15,4,4,3,4
0.46153846153846156,0.5,1.0,0.0,1,0.3157894736842105,csp_4_empirical,True,0.47619047619047616,38,6,10/14,13,6,0,7,0
0.45454545454545453,0.5,0.0,1.0,2,0.3125,csp_4_empirical,True,0.6,38,10,6/14,11,0,6,0,5
0.5384615384615384,0.5125,0.625,0.4,3,0.5125,csp_4_empirical,True,0.375,38,14,6/10,13,5,3,3,2
0.3333333333333333,0.3482142857142857,0.5714285714285714,0.125,1,0.3055555555555555,spectral_baseline_6,False,0.4107142857142857,39,6,10/14,15,4,3,7,1
0.4666666666666667,0.4642857142857143,0.5,0.42857142857142855,2,0.4642857142857143,spectral_baseline_6,False,0.44642857142857145,39,10,6/14,15,4,4,4,3
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,3,0.6666666666666666,spectral_baseline_6,False,0.6964285714285714,39,14,6/10,15,5,2,3,5
0.3076923076923077,0.3214285714285714,0.5,0.14285714285714285,1,0.2909090909090909,spectral_baseline_6,True,0.4523809523809524,39,6,10/14,13,3,3,6,1
0.46153846153846156,0.4642857142857143,0.42857142857142855,0.5,2,0.46153846153846156,spectral_baseline_6,True,0.40476190476190477,39,10,6/14,13,3,4,3,3
0.5,0.5,0.5714285714285714,0.42857142857142855,3,0.49743589743589745,spectral_baseline_6,True,0.4897959183673469,39,14,6/10,14,4,3,4,3
0.5333333333333333,0.5625,1.0,0.125,1,0.4444444444444444,csp_4_empirical,False,0.6964285714285714,39,6,10/14,15,7,0,7,1
0.6666666666666666,0.6785714285714286,0.5,0.8571428571428571,2,0.660633484162896,csp_4_empirical,False,0.7142857142857143,39,10,6/14,15,4,4,1,6
0.6,0.5892857142857143,0.42857142857142855,0.75,3,0.5833333333333333,csp_4_empirical,False,0.5357142857142857,39,14,6/10,15,3,4,2,6
