subject,model,primary_mean_run_balanced_accuracy,balanced_accuracy_run_6,balanced_accuracy_run_10,balanced_accuracy_run_14,participant_run_range,pooled_balanced_accuracy,pooled_accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,group_observational_unit,zero_shot,target_adaptation_used
83,shrinkage_lda,0.6696428571428572,0.7232142857142857,0.5714285714285714,0.7142857142857143,0.1517857142857143,0.672077922077922,0.6744186046511628,0.7727272727272727,0.5714285714285714,17,5,9,12,43,True,participant,True,False
84,shrinkage_lda,0.5744047619047619,0.5982142857142857,0.5178571428571428,0.6071428571428572,0.08928571428571441,0.575098814229249,0.5777777777777777,0.45454545454545453,0.6956521739130435,10,12,7,16,45,False,participant,True,False
84,shrinkage_lda,0.5781746031746031,0.7023809523809523,0.5178571428571428,0.5142857142857142,0.1880952380952381,0.5827067669172932,0.575,0.42857142857142855,0.7368421052631579,9,12,5,14,40,True,participant,True,False
85,shrinkage_lda,0.5863095238095238,0.5625,0.5714285714285714,0.625,0.0625,0.5869565217391304,0.5777777777777777,0.17391304347826086,1.0,4,19,0,22,45,False,participant,True,False
85,shrinkage_lda,0.5515873015873015,0.5714285714285714,0.5,0.5833333333333334,0.08333333333333337,0.5555555555555556,0.5428571428571428,0.1111111111111111,1.0,2,16,0,17,35,True,participant,True,False
86,shrinkage_lda,0.7261904761904763,0.6517857142857143,0.7232142857142857,0.8035714285714286,0.1517857142857143,0.7261904761904763,0.7333333333333333,0.6190476190476191,0.8333333333333334,13,8,4,20,45,False,participant,True,False
86,shrinkage_lda,0.7162698412698413,0.5952380952380952,0.6785714285714286,0.875,0.27976190476190477,0.7007575757575758,0.7352941176470589,0.5833333333333334,0.8181818181818182,7,5,4,18,34,True,participant,True,False
87,shrinkage_lda,0.5297619047619048,0.3482142857142857,0.5892857142857143,0.6517857142857143,0.3035714285714286,0.5286561264822134,0.5333333333333333,0.7391304347826086,0.3181818181818182,17,6,15,7,45,False,participant,True,False
87,shrinkage_lda,0.546031746031746,0.4714285714285714,0.5,0.6666666666666667,0.19523809523809532,0.5416666666666666,0.5294117647058824,0.75,0.3333333333333333,12,4,12,6,34,True,participant,True,False
89,shrinkage_lda,0.5803571428571428,0.6071428571428572,0.5982142857142857,0.5357142857142857,0.07142857142857151,0.5803571428571428,0.5777777777777777,0.5416666666666666,0.6190476190476191,13,11,8,13,45,False,participant,True,False
89,shrinkage_lda,0.5468253968253968,0.6071428571428572,0.6190476190476191,0.41428571428571426,0.2047619047619048,0.5555555555555556,0.55,0.5,0.6111111111111112,11,11,7,11,40,True,participant,True,False
90,shrinkage_lda,0.4761904761904762,0.5892857142857143,0.41964285714285715,0.41964285714285715,0.16964285714285715,0.4723320158102767,0.4666666666666667,0.7272727272727273,0.21739130434782608,16,6,18,5,45,False,participant,True,False
90,shrinkage_lda,0.4712301587301588,0.5892857142857143,0.41964285714285715,0.40476190476190477,0.18452380952380953,0.4707792207792208,0.46511627906976744,0.7142857142857143,0.22727272727272727,15,6,17,5,43,True,participant,True,False
91,shrinkage_lda,0.6160714285714285,0.7232142857142857,0.5267857142857143,0.5982142857142857,0.1964285714285714,0.6225296442687747,0.6222222222222222,0.6363636363636364,0.6086956521739131,14,8,9,14,45,False,participant,True,False
91,shrinkage_lda,0.6527777777777778,0.7857142857142857,0.5267857142857143,0.6458333333333333,0.2589285714285714,0.6464530892448512,0.6428571428571429,0.6842105263157895,0.6086956521739131,13,6,9,14,42,True,participant,True,False
93,shrinkage_lda,0.7797619047619048,0.8035714285714286,0.8125,0.7232142857142857,0.0892857142857143,0.7806324110671936,0.7777777777777778,0.6521739130434783,0.9090909090909091,15,8,2,20,45,False,participant,True,False
93,shrinkage_lda,0.7535714285714286,0.675,0.8571428571428572,0.7285714285714285,0.18214285714285716,0.7679738562091503,0.7714285714285715,0.6470588235294118,0.8888888888888888,11,6,2,16,35,True,participant,True,False
94,shrinkage_lda,0.5773809523809524,0.6785714285714286,0.5,0.5535714285714286,0.1785714285714286,0.5849802371541502,0.5777777777777777,0.9090909090909091,0.2608695652173913,20,2,17,6,45,False,participant,True,False
94,shrinkage_lda,0.6031746031746031,0.75,0.5,0.5595238095238095,0.25,0.5798611111111112,0.5588235294117647,0.9375,0.2222222222222222,15,1,14,4,34,True,participant,True,False
95,shrinkage_lda,0.7559523809523809,0.75,0.7946428571428572,0.7232142857142857,0.07142857142857151,0.7519762845849802,0.7555555555555555,0.5909090909090909,0.9130434782608695,13,9,2,21,45,False,participant,True,False
95,shrinkage_lda,0.75,0.6666666666666666,0.8333333333333333,0.75,0.16666666666666663,0.7354166666666666,0.7419354838709677,0.5333333333333333,0.9375,8,7,1,15,31,True,participant,True,False
96,shrinkage_lda,0.48214285714285715,0.5892857142857143,0.4642857142857143,0.39285714285714285,0.19642857142857145,0.48214285714285715,0.4888888888888889,0.38095238095238093,0.5833333333333334,8,13,10,14,45,False,participant,True,False
96,shrinkage_lda,0.49246031746031743,0.575,0.45,0.45238095238095233,0.12499999999999994,0.49184782608695654,0.5128205128205128,0.375,0.6086956521739131,6,10,9,14,39,True,participant,True,False
97,shrinkage_lda,0.4226190476190476,0.5803571428571428,0.5,0.1875,0.3928571428571428,0.4150197628458498,0.4222222222222222,0.7391304347826086,0.09090909090909091,17,6,20,2,45,False,participant,True,False
97,shrinkage_lda,0.4275793650793651,0.5952380952380952,0.5,0.1875,0.40773809523809523,0.41363636363636364,0.42857142857142855,0.7272727272727273,0.1,16,6,18,2,42,True,participant,True,False
98,shrinkage_lda,0.5267857142857143,0.5535714285714286,0.6785714285714286,0.3482142857142857,0.3303571428571429,0.5267857142857143,0.5111111111111111,0.7619047619047619,0.2916666666666667,16,5,17,7,45,False,participant,True,False
98,shrinkage_lda,0.5535714285714286,0.625,0.6666666666666667,0.369047619047619,0.2976190476190477,0.5538277511961722,0.5365853658536586,0.7894736842105263,0.3181818181818182,15,4,15,7,41,True,participant,True,False
99,shrinkage_lda,0.48809523809523814,0.5625,0.2857142857142857,0.6160714285714286,0.3303571428571429,0.4880952380952381,0.4666666666666667,0.8095238095238095,0.16666666666666666,17,4,20,4,45,False,participant,True,False
99,shrinkage_lda,0.47321428571428575,0.5625,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.4699792960662526,0.45454545454545453,0.8095238095238095,0.13043478260869565,17,4,20,3,44,True,participant,True,False
101,shrinkage_lda,0.6815476190476191,0.6517857142857143,0.7321428571428572,0.6607142857142857,0.0803571428571429,0.6815476190476191,0.6888888888888889,0.7916666666666666,0.5714285714285714,19,5,9,12,45,False,participant,True,False
101,shrinkage_lda,0.7440476190476191,0.5952380952380952,0.875,0.7619047619047619,0.27976190476190477,0.7286184210526316,0.7428571428571429,0.8947368421052632,0.5625,17,2,7,9,35,True,participant,True,False
102,shrinkage_lda,0.5714285714285714,0.5,0.5714285714285714,0.6428571428571428,0.1428571428571428,0.5714285714285714,0.5714285714285714,0.7619047619047619,0.38095238095238093,16,5,13,8,42,False,participant,True,False
102,shrinkage_lda,0.5773809523809524,0.5,0.625,0.6071428571428572,0.125,0.5808823529411764,0.5757575757575758,0.75,0.4117647058823529,12,4,10,7,33,True,participant,True,False
103,shrinkage_lda,0.6875,0.6071428571428572,0.5892857142857143,0.8660714285714286,0.2767857142857143,0.6867588932806324,0.6888888888888889,0.5909090909090909,0.782608695652174,13,9,5,18,45,False,participant,True,False
103,shrinkage_lda,0.6305555555555555,0.5,0.575,0.8166666666666667,0.31666666666666665,0.625,0.625,0.5,0.75,8,8,4,12,32,True,participant,True,False
104,shrinkage_lda,0.37202380952380953,0.33035714285714285,0.4017857142857143,0.3839285714285714,0.07142857142857145,0.37549407114624506,0.37777777777777777,0.2727272727272727,0.4782608695652174,6,16,12,11,45,False,participant,True,False
104,shrinkage_lda,0.335515873015873,0.2708333333333333,0.3666666666666667,0.369047619047619,0.0982142857142857,0.3319327731092437,0.34210526315789475,0.23529411764705882,0.42857142857142855,4,13,12,9,38,True,participant,True,False
105,shrinkage_lda,0.49107142857142855,0.5625,0.4107142857142857,0.5,0.1517857142857143,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,3,21,3,18,45,False,participant,True,False
105,shrinkage_lda,0.48611111111111116,0.5833333333333334,0.375,0.5,0.20833333333333337,0.5,0.5,0.15,0.85,3,17,3,17,40,True,participant,True,False
106,shrinkage_lda,0.5446428571428571,0.6875,0.4464285714285714,0.5,0.2410714285714286,0.5474308300395256,0.5555555555555556,0.9130434782608695,0.18181818181818182,21,2,18,4,45,False,participant,True,False
106,shrinkage_lda,0.5317460317460317,0.6666666666666666,0.4285714285714286,0.5,0.23809523809523803,0.5307017543859649,0.5405405405405406,0.8947368421052632,0.16666666666666666,17,2,15,3,37,True,participant,True,False
107,shrinkage_lda,0.550595238095238,0.7142857142857143,0.49107142857142855,0.4464285714285714,0.2678571428571429,0.5484189723320158,0.5555555555555556,0.22727272727272727,0.8695652173913043,5,17,3,20,45,False,participant,True,False
107,shrinkage_lda,0.49543650793650795,0.6666666666666666,0.4625,0.35714285714285715,0.3095238095238095,0.5039473684210526,0.5128205128205128,0.15789473684210525,0.85,3,16,3,17,39,True,participant,True,False
108,shrinkage_lda,0.5595238095238094,0.4732142857142857,0.6696428571428572,0.5357142857142857,0.1964285714285715,0.5563241106719368,0.5555555555555556,0.5909090909090909,0.5217391304347826,13,9,11,12,45,False,participant,True,False
108,shrinkage_lda,0.5446428571428571,0.5476190476190476,0.6696428571428572,0.41666666666666663,0.2529761904761906,0.5513784461152882,0.55,0.5789473684210527,0.5238095238095238,11,8,10,11,40,True,participant,True,False
109,shrinkage_lda,0.4702380952380952,0.3482142857142857,0.48214285714285715,0.5803571428571428,0.2321428571428571,0.4723320158102767,0.4666666666666667,0.21739130434782608,0.7272727272727273,5,18,6,16,45,False,participant,True,False
109,shrinkage_lda,0.44603174603174606,0.3214285714285714,0.4571428571428572,0.5595238095238095,0.23809523809523814,0.4473684210526316,0.4473684210526316,0.21052631578947367,0.6842105263157895,4,15,6,13,38,True,participant,True,False
