subject,model,primary_mean_run_balanced_accuracy,balanced_accuracy_run_6,balanced_accuracy_run_10,balanced_accuracy_run_14,participant_run_range,pooled_balanced_accuracy,pooled_accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,group_observational_unit,zero_shot,target_adaptation_used
37,shrinkage_lda,0.38095238095238093,0.5714285714285714,0.21428571428571427,0.3571428571428571,0.3571428571428571,0.38095238095238093,0.38095238095238093,0.5714285714285714,0.19047619047619047,12,9,17,4,42,False,participant,True,False
37,shrinkage_lda,0.3825396825396825,0.5833333333333334,0.21428571428571427,0.35,0.36904761904761907,0.3025210084033613,0.2903225806451613,0.42857142857142855,0.17647058823529413,6,8,14,3,31,True,participant,True,False
38,shrinkage_lda,0.5744047619047619,0.5803571428571428,0.7946428571428572,0.3482142857142857,0.4464285714285715,0.5731225296442688,0.5777777777777777,0.782608695652174,0.36363636363636365,18,5,14,8,45,False,participant,True,False
38,shrinkage_lda,0.5303571428571429,0.5952380952380952,0.7333333333333334,0.2625,0.4708333333333334,0.5279411764705882,0.5135135135135135,0.7058823529411765,0.35,12,5,13,7,37,True,participant,True,False
39,shrinkage_lda,0.4791666666666667,0.25,0.5178571428571428,0.6696428571428572,0.4196428571428572,0.4891304347826087,0.4888888888888889,0.4782608695652174,0.5,11,12,11,11,45,False,participant,True,False
39,shrinkage_lda,0.48412698412698413,0.2857142857142857,0.5238095238095238,0.6428571428571428,0.3571428571428571,0.5,0.5,0.5,0.5,10,10,10,10,40,True,participant,True,False
40,shrinkage_lda,0.37797619047619047,0.35714285714285715,0.3839285714285714,0.39285714285714285,0.0357142857142857,0.3725296442687747,0.37777777777777777,0.13636363636363635,0.6086956521739131,3,19,9,14,45,False,participant,True,False
40,shrinkage_lda,0.4329365079365079,0.4166666666666667,0.525,0.3571428571428571,0.16785714285714293,0.4270833333333333,0.4411764705882353,0.1875,0.6666666666666666,3,13,6,12,34,True,participant,True,False
41,shrinkage_lda,0.6904761904761904,0.5,0.7857142857142857,0.7857142857142857,0.2857142857142857,0.6904761904761905,0.6904761904761905,0.6666666666666666,0.7142857142857143,14,7,6,15,42,False,participant,True,False
41,shrinkage_lda,0.6714285714285714,0.5,0.7857142857142857,0.7285714285714285,0.2857142857142857,0.6729323308270676,0.675,0.631578947368421,0.7142857142857143,12,7,6,15,40,True,participant,True,False
42,shrinkage_lda,0.8630952380952381,0.8660714285714286,0.8571428571428572,0.8660714285714286,0.008928571428571397,0.8630952380952381,0.8666666666666667,0.9166666666666666,0.8095238095238095,22,2,4,17,45,False,participant,True,False
