subject,task,model,qc_sensitivity,primary_mean_fold_balanced_accuracy,fold_balanced_accuracy_run_4,fold_balanced_accuracy_run_8,fold_balanced_accuracy_run_12,fold_balanced_accuracy_range,folds_above_chance_count,out_of_fold_balanced_accuracy,out_of_fold_accuracy,out_of_fold_macro_f1,out_of_fold_roc_auc,out_of_fold_left_recall,out_of_fold_right_recall,out_of_fold_true_left_predicted_left,out_of_fold_true_left_predicted_right,out_of_fold_true_right_predicted_left,out_of_fold_true_right_predicted_right,out_of_fold_trial_count,included_trial_count,group_observational_unit
23,left_vs_right_fist_imagery,csp_4_empirical,False,0.5148809523809524,0.5803571428571428,0.4642857142857143,0.5,0.11607142857142849,1,0.5316205533596838,0.5333333333333333,0.5296167247386759,0.6324110671936759,0.45454545454545453,0.6086956521739131,10,12,9,14,45,45,participant
23,left_vs_right_fist_imagery,csp_4_empirical,True,0.5386904761904762,0.5803571428571428,0.5357142857142857,0.5,0.0803571428571428,2,0.5454545454545454,0.5454545454545454,0.5445134575569358,0.5867768595041322,0.5,0.5909090909090909,11,11,9,13,44,44,participant
24,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5386904761904762,0.5,0.5,0.6160714285714286,0.1160714285714286,1,0.5316205533596838,0.5333333333333333,0.5296167247386759,0.5553359683794467,0.45454545454545453,0.6086956521739131,10,12,9,14,45,45,participant
24,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5476190476190476,0.5714285714285714,0.5,0.5714285714285714,0.0714285714285714,2,0.5562770562770563,0.5581395348837209,0.5542825968357883,0.5887445887445888,0.47619047619047616,0.6363636363636364,10,11,8,14,43,43,participant
24,left_vs_right_fist_imagery,csp_4_empirical,False,0.4583333333333333,0.4464285714285714,0.42857142857142855,0.5,0.07142857142857145,0,0.441699604743083,0.4444444444444444,0.4343891402714932,0.43083003952569165,0.3181818181818182,0.5652173913043478,7,15,10,13,45,45,participant
24,left_vs_right_fist_imagery,csp_4_empirical,True,0.5327380952380952,0.5267857142857143,0.42857142857142855,0.6428571428571428,0.21428571428571425,2,0.5357142857142857,0.5348837209302325,0.5346320346320346,0.564935064935065,0.5714285714285714,0.5,12,9,11,11,43,43,participant
25,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5714285714285715,0.6160714285714286,0.4107142857142857,0.6875,0.2767857142857143,2,0.5563241106719368,0.5555555555555556,0.5553359683794465,0.5632411067193676,0.5909090909090909,0.5217391304347826,13,9,11,12,45,45,participant
25,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5154761904761905,0.43333333333333335,0.3392857142857143,0.7738095238095238,0.43452380952380953,1,0.5105263157894737,0.5128205128205128,0.507641196013289,0.5736842105263158,0.6,0.42105263157894735,12,8,11,8,39,39,participant
25,left_vs_right_fist_imagery,csp_4_empirical,False,0.5089285714285713,0.4732142857142857,0.5803571428571428,0.4732142857142857,0.1071428571428571,1,0.5088932806324111,0.5111111111111111,0.505,0.5454545454545455,0.4090909090909091,0.6086956521739131,9,13,9,14,45,45,participant
25,left_vs_right_fist_imagery,csp_4_empirical,True,0.5994047619047619,0.6166666666666667,0.5625,0.6190476190476191,0.05654761904761907,3,0.5842105263157895,0.5897435897435898,0.5666666666666667,0.6052631578947368,0.8,0.3684210526315789,16,4,12,7,39,39,participant
26,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5148809523809524,0.5,0.5,0.5446428571428572,0.044642857142857206,1,0.5148809523809523,0.5111111111111111,0.5108695652173914,0.5873015873015872,0.4583333333333333,0.5714285714285714,11,13,9,12,45,45,participant
26,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5325396825396825,0.5,0.6333333333333333,0.4642857142857143,0.169047619047619,1,0.5303643724696356,0.5,0.4980392156862745,0.48987854251012153,0.3684210526315789,0.6923076923076923,7,12,4,9,32,32,participant
26,left_vs_right_fist_imagery,csp_4_empirical,False,0.6160714285714285,0.5625,0.5,0.7857142857142857,0.2857142857142857,2,0.6160714285714286,0.6222222222222222,0.6153846153846154,0.6051587301587301,0.7083333333333334,0.5238095238095238,17,7,10,11,45,45,participant
26,left_vs_right_fist_imagery,csp_4_empirical,True,0.6607142857142857,0.5416666666666667,0.8333333333333333,0.6071428571428572,0.2916666666666665,3,0.6761133603238867,0.6875,0.6761133603238867,0.7246963562753037,0.7368421052631579,0.6153846153846154,14,5,5,8,32,32,participant
27,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6190476190476191,0.5982142857142857,0.6696428571428572,0.5892857142857143,0.0803571428571429,3,0.6205533596837944,0.6222222222222222,0.6192135390741662,0.6106719367588933,0.6956521739130435,0.5454545454545454,16,7,10,12,45,45,participant
27,left_vs_right_fist_imagery,spectral_baseline_6,True,0.36587301587301585,0.6333333333333333,0.25,0.21428571428571427,0.419047619047619,1,0.325,0.3225806451612903,0.31974921630094044,0.26249999999999996,0.4,0.25,6,9,12,4,31,31,participant
