subject,task,model,qc_sensitivity,primary_mean_fold_balanced_accuracy,fold_balanced_accuracy_run_4,fold_balanced_accuracy_run_8,fold_balanced_accuracy_run_12,fold_balanced_accuracy_range,folds_above_chance_count,out_of_fold_balanced_accuracy,out_of_fold_accuracy,out_of_fold_macro_f1,out_of_fold_roc_auc,out_of_fold_left_recall,out_of_fold_right_recall,out_of_fold_true_left_predicted_left,out_of_fold_true_left_predicted_right,out_of_fold_true_right_predicted_left,out_of_fold_true_right_predicted_right,out_of_fold_trial_count,included_trial_count,group_observational_unit
27,left_vs_right_fist_imagery,csp_4_empirical,False,0.6458333333333334,0.6696428571428572,0.5446428571428572,0.7232142857142857,0.1785714285714285,3,0.642292490118577,0.6444444444444445,0.64,0.7015810276679841,0.7391304347826086,0.5454545454545454,17,6,10,12,45,45,participant
27,left_vs_right_fist_imagery,csp_4_empirical,True,0.4698412698412698,0.43333333333333335,0.3333333333333333,0.6428571428571428,0.3095238095238095,1,0.48125,0.4838709677419355,0.4789915966386554,0.5125000000000001,0.4,0.5625,6,9,7,9,31,31,participant
28,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6071428571428571,0.6517857142857143,0.3839285714285714,0.7857142857142857,0.4017857142857143,2,0.6205533596837944,0.6222222222222222,0.6192135390741662,0.6245059288537549,0.5454545454545454,0.6956521739130435,12,10,7,16,45,45,participant
28,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5942460317460317,0.625,0.3839285714285714,0.7738095238095238,0.38988095238095244,2,0.5977272727272727,0.5952380952380952,0.595008508224617,0.6545454545454545,0.5454545454545454,0.65,12,10,7,13,42,42,participant
28,left_vs_right_fist_imagery,csp_4_empirical,False,0.4047619047619048,0.39285714285714285,0.4107142857142857,0.4107142857142857,0.01785714285714285,0,0.4031620553359684,0.4,0.3891402714932127,0.3952569169960474,0.5454545454545454,0.2608695652173913,12,10,17,6,45,45,participant
28,left_vs_right_fist_imagery,csp_4_empirical,True,0.4156746031746032,0.3958333333333333,0.48214285714285715,0.369047619047619,0.11309523809523814,0,0.4181818181818182,0.42857142857142855,0.3942307692307692,0.4113636363636364,0.6363636363636364,0.2,14,8,16,4,42,42,participant
29,left_vs_right_fist_imagery,spectral_baseline_6,False,0.8690476190476191,0.8571428571428572,0.875,0.875,0.017857142857142794,3,0.8656126482213439,0.8666666666666667,0.8660714285714286,0.8992094861660079,0.9130434782608695,0.8181818181818182,21,2,4,18,45,45,participant
29,left_vs_right_fist_imagery,spectral_baseline_6,True,0.8107142857142856,0.8571428571428572,0.7,0.875,0.17500000000000004,3,0.8301435406698565,0.8292682926829268,0.8288610614192009,0.8851674641148325,0.8421052631578947,0.8181818181818182,16,3,4,18,41,41,participant
29,left_vs_right_fist_imagery,csp_4_empirical,False,1.0,1.0,1.0,1.0,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,23,0,0,22,45,45,participant
29,left_vs_right_fist_imagery,csp_4_empirical,True,1.0,1.0,1.0,1.0,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,19,0,0,22,41,41,participant
30,left_vs_right_fist_imagery,spectral_baseline_6,False,0.4613095238095239,0.33035714285714285,0.5892857142857143,0.4642857142857143,0.25892857142857145,1,0.4613095238095238,0.4666666666666667,0.46,0.41269841269841273,0.5416666666666666,0.38095238095238093,13,11,13,8,45,45,participant
30,left_vs_right_fist_imagery,spectral_baseline_6,True,0.4603174603174603,0.41666666666666663,0.5,0.4642857142857143,0.08333333333333337,0,0.46875,0.4722222222222222,0.46853146853146854,0.44687499999999997,0.5,0.4375,10,10,9,7,36,36,participant
30,left_vs_right_fist_imagery,csp_4_empirical,False,0.431547619047619,0.4107142857142857,0.49107142857142855,0.39285714285714285,0.0982142857142857,0,0.43154761904761907,0.4222222222222222,0.415,0.45833333333333326,0.2916666666666667,0.5714285714285714,7,17,9,12,45,45,participant
30,left_vs_right_fist_imagery,csp_4_empirical,True,0.4523809523809524,0.5833333333333334,0.2857142857142857,0.48809523809523814,0.29761904761904767,1,0.41875,0.3888888888888889,0.35714285714285715,0.46875,0.15,0.6875,3,17,5,11,36,36,participant
31,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6041666666666666,0.5446428571428572,0.6071428571428572,0.6607142857142857,0.11607142857142849,3,0.5988142292490118,0.6,0.5982142857142857,0.741106719367589,0.5454545454545454,0.6521739130434783,12,10,8,15,45,45,participant
31,left_vs_right_fist_imagery,spectral_baseline_6,True,0.625,0.6071428571428572,0.6696428571428572,0.5982142857142857,0.07142857142857151,3,0.6260869565217391,0.627906976744186,0.6260869565217391,0.7565217391304349,0.6,0.6521739130434783,12,8,8,15,43,43,participant
31,left_vs_right_fist_imagery,csp_4_empirical,False,0.8898809523809524,0.7946428571428572,0.9375,0.9375,0.1428571428571428,3,0.8903162055335969,0.8888888888888888,0.8886689757545769,0.9466403162055336,0.9545454545454546,0.8260869565217391,21,1,4,19,45,45,participant
31,left_vs_right_fist_imagery,csp_4_empirical,True,0.8561507936507936,0.7738095238095238,0.8571428571428572,0.9375,0.16369047619047616,3,0.8597826086956522,0.8604651162790697,0.8597826086956522,0.9456521739130435,0.85,0.8695652173913043,17,3,3,20,43,43,participant
32,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5535714285714286,0.6517857142857143,0.4642857142857143,0.5446428571428572,0.1875,2,0.5535714285714286,0.5555555555555556,0.5535714285714286,0.6051587301587302,0.5238095238095238,0.5833333333333334,11,10,10,14,45,45,participant
32,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6567460317460317,0.7083333333333333,0.6428571428571428,0.6190476190476191,0.08928571428571419,3,0.6602870813397129,0.6585365853658537,0.6583333333333333,0.7248803827751196,0.6842105263157895,0.6363636363636364,13,6,8,14,41,41,participant
32,left_vs_right_fist_imagery,csp_4_empirical,False,0.5238095238095237,0.5,0.5357142857142857,0.5357142857142857,0.0357142857142857,2,0.5238095238095238,0.5111111111111111,0.4989878542510121,0.5476190476190477,0.7142857142857143,0.3333333333333333,15,6,16,8,45,45,participant
32,left_vs_right_fist_imagery,csp_4_empirical,True,0.5109126984126985,0.4375,0.42857142857142855,0.6666666666666666,0.23809523809523808,1,0.5215311004784688,0.5365853658536586,0.5072738772928527,0.5023923444976077,0.3157894736842105,0.7272727272727273,6,13,6,16,41,41,participant
33,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6428571428571429,0.6071428571428572,0.45535714285714285,0.8660714285714286,0.41071428571428575,2,0.6442687747035574,0.6444444444444445,0.6442687747035574,0.7371541501976284,0.6521739130434783,0.6363636363636364,15,8,8,14,45,45,participant
33,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6805555555555555,0.7083333333333333,0.5,0.8333333333333333,0.33333333333333326,2,0.6654411764705883,0.6666666666666666,0.6654377880184332,0.7352941176470589,0.7058823529411765,0.625,12,5,6,10,33,33,participant
33,left_vs_right_fist_imagery,csp_4_empirical,False,0.755952380952381,0.7321428571428572,0.6696428571428572,0.8660714285714286,0.1964285714285714,3,0.7559288537549407,0.7555555555555555,0.7555555555555555,0.8517786561264822,0.7391304347826086,0.7727272727272727,17,6,5,17,45,45,participant
33,left_vs_right_fist_imagery,csp_4_empirical,True,0.6888888888888888,0.8333333333333333,0.6666666666666666,0.5666666666666667,0.2666666666666666,3,0.6654411764705883,0.6666666666666666,0.6654377880184332,0.7647058823529411,0.7058823529411765,0.625,12,5,6,10,33,33,participant
34,left_vs_right_fist_imagery,spectral_baseline_6,False,0.7380952380952381,0.7857142857142857,0.5714285714285714,0.8571428571428572,0.2857142857142858,3,0.7380952380952381,0.7380952380952381,0.7379466817923993,0.7891156462585034,0.7619047619047619,0.7142857142857143,16,5,6,15,42,42,participant
34,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6777777777777777,0.7333333333333334,0.4666666666666667,0.8333333333333333,0.3666666666666666,2,0.6651785714285714,0.6666666666666666,0.6651785714285714,0.7410714285714286,0.6875,0.6428571428571429,11,5,5,9,30,30,participant
34,left_vs_right_fist_imagery,csp_4_empirical,False,0.6904761904761904,0.7142857142857143,0.7142857142857143,0.6428571428571428,0.07142857142857151,3,0.6904761904761905,0.6904761904761905,0.6888888888888889,0.8140589569160999,0.6190476190476191,0.7619047619047619,13,8,5,16,42,42,participant
34,left_vs_right_fist_imagery,csp_4_empirical,True,0.7611111111111111,0.8,0.75,0.7333333333333334,0.06666666666666665,3,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.8616071428571428,0.75,0.7142857142857143,12,4,4,10,30,30,participant
35,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5982142857142857,0.7232142857142857,0.5982142857142857,0.4732142857142857,0.25,2,0.6017786561264822,0.6,0.5982142857142857,0.6778656126482214,0.6818181818181818,0.5217391304347826,15,7,11,12,45,45,participant
35,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5416666666666666,0.5416666666666666,0.5625,0.5208333333333333,0.04166666666666674,3,0.5522727272727272,0.5476190476190477,0.5452991452991452,0.5636363636363637,0.65,0.45454545454545453,13,7,12,10,42,42,participant
35,left_vs_right_fist_imagery,csp_4_empirical,False,0.6934523809523809,0.5,0.6428571428571428,0.9375,0.4375,2,0.682806324110672,0.6888888888888889,0.6605603448275862,0.6996047430830039,0.4090909090909091,0.9565217391304348,9,13,1,22,45,45,participant
35,left_vs_right_fist_imagery,csp_4_empirical,True,0.7291666666666666,0.5,0.75,0.9375,0.4375,2,0.7022727272727273,0.7142857142857143,0.6888888888888889,0.6909090909090909,0.45,0.9545454545454546,9,11,1,21,42,42,participant
36,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5029761904761906,0.33035714285714285,0.5892857142857143,0.5892857142857143,0.25892857142857145,2,0.5108695652173914,0.5111111111111111,0.5108695652173914,0.4644268774703557,0.5217391304347826,0.5,12,11,11,11,45,45,participant
36,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6107142857142858,0.4,0.575,0.8571428571428572,0.4571428571428572,2,0.625,0.6285714285714286,0.6236559139784946,0.52,0.6,0.65,9,6,7,13,35,35,participant
36,left_vs_right_fist_imagery,csp_4_empirical,False,0.5684523809523809,0.5803571428571428,0.4107142857142857,0.7142857142857143,0.3035714285714286,2,0.5721343873517787,0.5777777777777777,0.5454545454545454,0.6185770750988142,0.8260869565217391,0.3181818181818182,19,4,15,7,45,45,participant
36,left_vs_right_fist_imagery,csp_4_empirical,True,0.39285714285714285,0.2,0.55,0.42857142857142855,0.35000000000000003,1,0.4,0.42857142857142855,0.3881118881118881,0.44666666666666666,0.2,0.6,3,12,8,12,35,35,participant
37,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5238095238095237,0.5714285714285714,0.7142857142857142,0.2857142857142857,0.4285714285714285,2,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.4693877551020408,0.5238095238095238,0.5238095238095238,11,10,10,11,42,42,participant
37,left_vs_right_fist_imagery,spectral_baseline_6,True,0.4615079365079365,0.6166666666666667,0.5178571428571428,0.25,0.3666666666666667,2,0.5166666666666666,0.5172413793103449,0.5166666666666666,0.5476190476190477,0.5,0.5333333333333333,7,7,7,8,29,29,participant
37,left_vs_right_fist_imagery,csp_4_empirical,False,0.5238095238095238,0.5714285714285714,0.5,0.5,0.0714285714285714,1,0.5238095238095237,0.5238095238095238,0.5138888888888888,0.5396825396825397,0.6666666666666666,0.38095238095238093,14,7,13,8,42,42,participant
37,left_vs_right_fist_imagery,csp_4_empirical,True,0.4444444444444445,0.4166666666666667,0.5,0.4166666666666667,0.08333333333333331,0,0.47857142857142854,0.4827586206896552,0.4727272727272727,0.5285714285714286,0.35714285714285715,0.6,5,9,6,9,29,29,participant
38,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5267857142857143,0.4642857142857143,0.5982142857142857,0.5178571428571428,0.1339285714285714,2,0.5345849802371542,0.5333333333333333,0.5324096981692232,0.5573122529644269,0.4782608695652174,0.5909090909090909,11,12,9,13,45,45,participant
38,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6089285714285714,0.6696428571428572,0.6333333333333333,0.5238095238095238,0.14583333333333337,3,0.6171052631578948,0.6153846153846154,0.6143704680290046,0.6447368421052632,0.55,0.6842105263157895,11,9,6,13,39,39,participant
38,left_vs_right_fist_imagery,csp_4_empirical,False,0.613095238095238,0.6875,0.5803571428571428,0.5714285714285714,0.1160714285714286,3,0.6254940711462451,0.6222222222222222,0.6153846153846154,0.6482213438735177,0.4782608695652174,0.7727272727272727,11,12,5,17,45,45,participant
38,left_vs_right_fist_imagery,csp_4_empirical,True,0.5875,0.5625,0.7,0.5,0.19999999999999996,2,0.5960526315789474,0.5897435897435898,0.5666666666666667,0.6105263157894737,0.35,0.8421052631578947,7,13,3,16,39,39,participant
39,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6696428571428572,0.6517857142857143,0.6875,0.6696428571428572,0.0357142857142857,3,0.6669960474308301,0.6666666666666666,0.6666666666666666,0.624505928853755,0.6521739130434783,0.6818181818181818,15,8,7,15,45,45,participant
39,left_vs_right_fist_imagery,spectral_baseline_6,True,0.6815476190476191,0.6875,0.6875,0.6696428571428572,0.017857142857142794,3,0.6760869565217391,0.6744186046511628,0.6742424242424242,0.6065217391304348,0.6521739130434783,0.7,15,8,6,14,43,43,participant
39,left_vs_right_fist_imagery,csp_4_empirical,False,0.5773809523809524,0.5,0.7321428571428572,0.5,0.2321428571428572,1,0.5553359683794465,0.5555555555555556,0.5553359683794465,0.5019762845849802,0.5652173913043478,0.5454545454545454,13,10,10,12,45,45,participant
39,left_vs_right_fist_imagery,csp_4_empirical,True,0.5138888888888888,0.5,0.5416666666666666,0.5,0.04166666666666663,1,0.4826086956521739,0.4883720930232558,0.481359649122807,0.5152173913043478,0.5652173913043478,0.4,13,10,12,8,43,43,participant
40,left_vs_right_fist_imagery,spectral_baseline_6,False,0.37202380952380953,0.5892857142857143,0.20535714285714285,0.3214285714285714,0.38392857142857145,1,0.37202380952380953,0.37777777777777777,0.37,0.3650793650793651,0.2857142857142857,0.4583333333333333,6,15,13,11,45,45,participant
40,left_vs_right_fist_imagery,spectral_baseline_6,True,0.3833333333333333,0.34285714285714286,0.25,0.5571428571428572,0.30714285714285716,1,0.3875,0.3888888888888889,0.38699690402476783,0.35625,0.375,0.4,6,10,12,8,36,36,participant
40,left_vs_right_fist_imagery,csp_4_empirical,False,0.5,0.5,0.5267857142857143,0.4732142857142857,0.0535714285714286,1,0.5,0.5111111111111111,0.4907407407407407,0.5297619047619048,0.3333333333333333,0.6666666666666666,7,14,8,16,45,45,participant
40,left_vs_right_fist_imagery,csp_4_empirical,True,0.623015873015873,0.5,0.5833333333333334,0.7857142857142857,0.2857142857142857,2,0.6125,0.6388888888888888,0.6017021276595744,0.571875,0.375,0.85,6,10,3,17,36,36,participant
41,left_vs_right_fist_imagery,spectral_baseline_6,False,0.619047619047619,0.7142857142857142,0.6428571428571428,0.5,0.2142857142857142,2,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6802721088435374,0.6190476190476191,0.6190476190476191,13,8,8,13,42,42,participant
41,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5976190476190476,0.65,0.6428571428571428,0.5,0.15000000000000002,2,0.5894736842105264,0.5897435897435898,0.5894736842105264,0.6289473684210527,0.6,0.5789473684210527,12,8,8,11,39,39,participant
41,left_vs_right_fist_imagery,csp_4_empirical,False,0.4761904761904762,0.42857142857142855,0.5,0.5,0.07142857142857145,0,0.47619047619047616,0.47619047619047616,0.4296296296296296,0.5215419501133787,0.7619047619047619,0.19047619047619047,16,5,17,4,42,42,participant
41,left_vs_right_fist_imagery,csp_4_empirical,True,0.4523809523809524,0.5,0.2857142857142857,0.5714285714285714,0.2857142857142857,1,0.45263157894736844,0.46153846153846156,0.3818867924528302,0.631578947368421,0.8,0.10526315789473684,16,4,17,2,39,39,participant
42,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6190476190476191,0.5892857142857143,0.6607142857142857,0.6071428571428572,0.0714285714285714,3,0.6225296442687747,0.6222222222222222,0.6222222222222222,0.5928853754940712,0.6363636363636364,0.6086956521739131,14,8,9,14,45,45,participant
42,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5873015873015873,0.5892857142857143,0.6309523809523809,0.5416666666666666,0.0892857142857143,3,0.575,0.5789473684210527,0.5742296918767507,0.5194444444444445,0.5,0.65,9,9,7,13,38,38,participant
42,left_vs_right_fist_imagery,csp_4_empirical,False,0.7797619047619048,0.8571428571428572,0.8660714285714286,0.6160714285714286,0.25,3,0.7786561264822134,0.7777777777777778,0.7776679841897234,0.8102766798418972,0.8181818181818182,0.7391304347826086,18,4,6,17,45,45,participant
42,left_vs_right_fist_imagery,csp_4_empirical,True,0.6944444444444443,0.7142857142857143,0.7023809523809523,0.6666666666666666,0.04761904761904767,3,0.6805555555555556,0.6842105263157895,0.680672268907563,0.7166666666666668,0.6111111111111112,0.75,11,7,5,15,38,38,participant
43,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5267857142857143,0.5625,0.5625,0.45535714285714285,0.10714285714285715,2,0.5098814229249011,0.5111111111111111,0.5089285714285714,0.5276679841897233,0.5652173913043478,0.45454545454545453,13,10,12,10,45,45,participant
43,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5337301587301587,0.5833333333333334,0.5625,0.45535714285714285,0.12797619047619052,2,0.5,0.5,0.49965349965349964,0.49166666666666664,0.5,0.5,9,9,10,10,38,38,participant
43,left_vs_right_fist_imagery,csp_4_empirical,False,0.44940476190476186,0.49107142857142855,0.4107142857142857,0.4464285714285714,0.08035714285714285,0,0.44367588932806323,0.4444444444444444,0.44334487877288475,0.5355731225296443,0.4782608695652174,0.4090909090909091,11,12,13,9,45,45,participant
43,left_vs_right_fist_imagery,csp_4_empirical,True,0.5236111111111111,0.6333333333333333,0.375,0.5625,0.2583333333333333,2,0.5166666666666666,0.5263157894736842,0.5043478260869565,0.5444444444444445,0.3333333333333333,0.7,6,12,6,14,38,38,participant
44,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5446428571428571,0.5089285714285714,0.6696428571428572,0.45535714285714285,0.21428571428571436,2,0.5543478260869565,0.5555555555555556,0.5535714285714286,0.549407114624506,0.5,0.6086956521739131,11,11,9,14,45,45,participant
44,left_vs_right_fist_imagery,spectral_baseline_6,True,0.45634920634920634,0.4375,0.5357142857142857,0.3958333333333333,0.13988095238095238,1,0.4977272727272727,0.5,0.49743589743589745,0.5681818181818181,0.45,0.5454545454545454,9,11,10,12,42,42,participant
44,left_vs_right_fist_imagery,csp_4_empirical,False,0.5476190476190476,0.5178571428571428,0.4732142857142857,0.6517857142857143,0.1785714285714286,2,0.5563241106719368,0.5555555555555556,0.5553359683794465,0.6422924901185771,0.5909090909090909,0.5217391304347826,13,9,11,12,45,45,participant
44,left_vs_right_fist_imagery,csp_4_empirical,True,0.5382936507936508,0.475,0.4732142857142857,0.6666666666666667,0.19345238095238104,1,0.5431818181818182,0.5476190476190477,0.5411155836687751,0.5386363636363636,0.45,0.6363636363636364,9,11,8,14,42,42,participant
45,left_vs_right_fist_imagery,spectral_baseline_6,False,0.4791666666666667,0.3392857142857143,0.5446428571428572,0.5535714285714286,0.2142857142857143,2,0.46640316205533594,0.4666666666666667,0.46640316205533594,0.40513833992094866,0.4782608695652174,0.45454545454545453,11,12,12,10,45,45,participant
45,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5404761904761904,0.375,0.675,0.5714285714285714,0.30000000000000004,2,0.5666666666666667,0.5666666666666667,0.5661846496106786,0.5688888888888889,0.6,0.5333333333333333,9,6,7,8,30,30,participant
45,left_vs_right_fist_imagery,csp_4_empirical,False,0.5654761904761906,0.49107142857142855,0.5446428571428572,0.6607142857142857,0.16964285714285715,2,0.5602766798418972,0.5555555555555556,0.537037037037037,0.5849802371541502,0.34782608695652173,0.7727272727272727,8,15,5,17,45,45,participant
45,left_vs_right_fist_imagery,csp_4_empirical,True,0.5333333333333333,0.5,0.6,0.5,0.09999999999999998,1,0.5,0.5,0.4857142857142857,0.5111111111111111,0.3333333333333333,0.6666666666666666,5,10,5,10,30,30,participant
46,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5297619047619048,0.6160714285714286,0.4732142857142857,0.5,0.1428571428571429,1,0.5306324110671937,0.5333333333333333,0.5248868778280543,0.5138339920948617,0.6521739130434783,0.4090909090909091,15,8,13,9,45,45,participant
46,left_vs_right_fist_imagery,spectral_baseline_6,True,0.4920634920634921,0.5119047619047619,0.25,0.7142857142857143,0.4642857142857143,2,0.5098039215686274,0.4827586206896552,0.48028673835125446,0.4901960784313726,0.35294117647058826,0.6666666666666666,6,11,4,8,29,29,participant
46,left_vs_right_fist_imagery,csp_4_empirical,False,0.4613095238095238,0.4642857142857143,0.42857142857142855,0.49107142857142855,0.0625,0,0.44367588932806323,0.4444444444444444,0.44334487877288475,0.47430830039525695,0.4782608695652174,0.4090909090909091,11,12,13,9,45,45,participant
46,left_vs_right_fist_imagery,csp_4_empirical,True,0.5515873015873015,0.5714285714285714,0.5833333333333333,0.5,0.08333333333333326,2,0.44362745098039214,0.4482758620689655,0.4423076923076923,0.38235294117647056,0.47058823529411764,0.4166666666666667,8,9,7,5,29,29,participant
47,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5565476190476191,0.49107142857142855,0.5178571428571428,0.6607142857142857,0.16964285714285715,2,0.5565476190476191,0.5555555555555556,0.5553359683794465,0.6507936507936508,0.5416666666666666,0.5714285714285714,13,11,9,12,45,45,participant
47,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5611111111111112,0.5833333333333334,0.5,0.6,0.09999999999999998,2,0.5300751879699248,0.5454545454545454,0.5299145299145299,0.5939849624060151,0.631578947368421,0.42857142857142855,12,7,8,6,33,33,participant
47,left_vs_right_fist_imagery,csp_4_empirical,False,0.613095238095238,0.6607142857142857,0.6607142857142857,0.5178571428571428,0.1428571428571429,3,0.6130952380952381,0.6222222222222222,0.6098929117797043,0.5654761904761905,0.75,0.47619047619047616,18,6,11,10,45,45,participant
47,left_vs_right_fist_imagery,csp_4_empirical,True,0.5111111111111111,0.3333333333333333,0.5,0.7,0.36666666666666664,1,0.518796992481203,0.5757575757575758,0.4652777777777778,0.4586466165413534,0.8947368421052632,0.14285714285714285,17,2,12,2,33,33,participant
48,left_vs_right_fist_imagery,spectral_baseline_6,False,0.6041666666666666,0.5982142857142857,0.6785714285714286,0.5357142857142857,0.1428571428571429,3,0.6017786561264822,0.6,0.5982142857142857,0.6126482213438735,0.6818181818181818,0.5217391304347826,15,7,11,12,45,45,participant
48,left_vs_right_fist_imagery,spectral_baseline_6,True,0.5202380952380952,0.5,0.5875,0.4732142857142857,0.11428571428571432,1,0.5045454545454545,0.5,0.49743589743589745,0.5636363636363636,0.6,0.4090909090909091,12,8,13,9,42,42,participant
48,left_vs_right_fist_imagery,csp_4_empirical,False,0.6845238095238096,0.6785714285714286,0.6875,0.6875,0.008928571428571397,3,0.6699604743083004,0.6666666666666666,0.660633484162896,0.6818181818181818,0.8181818181818182,0.5217391304347826,18,4,11,12,45,45,participant
48,left_vs_right_fist_imagery,csp_4_empirical,True,0.5986111111111111,0.5208333333333333,0.5875,0.6875,0.16666666666666674,3,0.5772727272727273,0.5714285714285714,0.5675057208237986,0.6136363636363636,0.7,0.45454545454545453,14,6,12,10,42,42,participant
49,left_vs_right_fist_imagery,spectral_baseline_6,False,0.3958333333333333,0.39285714285714285,0.4017857142857143,0.39285714285714285,0.008928571428571452,0,0.40019762845849804,0.4,0.4,0.40316205533596833,0.391304347826087,0.4090909090909091,9,14,13,9,45,45,participant
49,left_vs_right_fist_imagery,spectral_baseline_6,True,0.39285714285714285,0.39285714285714285,0.33035714285714285,0.45535714285714285,0.125,0,0.3923913043478261,0.3953488372093023,0.3923913043478261,0.3934782608695653,0.43478260869565216,0.35,10,13,13,7,43,43,participant
49,left_vs_right_fist_imagery,csp_4_empirical,False,0.7053571428571429,0.6785714285714286,0.8125,0.625,0.1875,3,0.691699604743083,0.6888888888888889,0.685,0.7727272727272728,0.5652173913043478,0.8181818181818182,13,10,4,18,45,45,participant
49,left_vs_right_fist_imagery,csp_4_empirical,True,0.7509920634920636,0.7619047619047619,0.7410714285714286,0.75,0.02083333333333326,3,0.7510869565217391,0.7441860465116279,0.7436314363143631,0.8108695652173913,0.6521739130434783,0.85,15,8,3,17,43,43,participant
50,left_vs_right_fist_imagery,spectral_baseline_6,False,0.574404761904762,0.45535714285714285,0.5982142857142857,0.6696428571428572,0.21428571428571436,2,0.5790513833992095,0.5777777777777777,0.5769421078673924,0.5375494071146245,0.5217391304347826,0.6363636363636364,12,11,8,14,45,45,participant
50,left_vs_right_fist_imagery,spectral_baseline_6,True,0.375,0.375,0.2857142857142857,0.4642857142857143,0.1785714285714286,0,0.375,0.3888888888888889,0.37142857142857144,0.41875,0.25,0.5,4,12,10,10,36,36,participant
50,left_vs_right_fist_imagery,csp_4_empirical,False,0.5029761904761905,0.4017857142857143,0.5178571428571428,0.5892857142857143,0.1875,2,0.5079051383399209,0.5111111111111111,0.4989878542510121,0.5988142292490118,0.6521739130434783,0.36363636363636365,15,8,14,8,45,45,participant
50,left_vs_right_fist_imagery,csp_4_empirical,True,0.38888888888888884,0.41666666666666663,0.38095238095238093,0.369047619047619,0.047619047619047616,0,0.38125,0.3888888888888889,0.38125,0.36875,0.3125,0.45,5,11,11,9,36,36,participant
51,left_vs_right_fist_imagery,spectral_baseline_6,False,0.4761904761904762,0.5,0.5,0.42857142857142855,0.07142857142857145,0,0.47619047619047616,0.47619047619047616,0.4652777777777778,0.4308390022675737,0.3333333333333333,0.6190476190476191,7,14,8,13,42,42,participant
51,left_vs_right_fist_imagery,spectral_baseline_6,True,0.3650793650793651,0.5,0.23809523809523808,0.3571428571428571,0.2619047619047619,0,0.3416666666666667,0.34285714285714286,0.34070434070434075,0.3566666666666667,0.35,0.3333333333333333,7,13,10,5,35,35,participant
51,left_vs_right_fist_imagery,csp_4_empirical,False,0.4761904761904762,0.5,0.5,0.42857142857142855,0.07142857142857145,0,0.47619047619047616,0.47619047619047616,0.475,0.43764172335600904,0.42857142857142855,0.5238095238095238,9,12,10,11,42,42,participant
51,left_vs_right_fist_imagery,csp_4_empirical,True,0.5833333333333334,0.5,0.6071428571428572,0.6428571428571428,0.1428571428571428,2,0.6583333333333333,0.6571428571428571,0.6546052631578947,0.6966666666666667,0.65,0.6666666666666666,13,7,5,10,35,35,participant
52,left_vs_right_fist_imagery,spectral_baseline_6,False,0.5892857142857143,0.4464285714285714,0.39285714285714285,0.9285714285714286,0.5357142857142858,1,0.5892857142857143,0.6,0.5833333333333333,0.5793650793650794,0.75,0.42857142857142855,18,6,12,9,45,45,participant
52,left_vs_right_fist_imagery,spectral_baseline_6,True,0.4365079365079365,0.29166666666666663,0.39285714285714285,0.625,0.33333333333333337,1,0.45915032679738566,0.45714285714285713,0.45536445536445536,0.6078431372549019,0.3888888888888889,0.5294117647058824,7,11,8,9,35,35,participant
52,left_vs_right_fist_imagery,csp_4_empirical,False,0.6160714285714285,0.6607142857142857,0.5892857142857143,0.5982142857142857,0.0714285714285714,3,0.6160714285714286,0.6222222222222222,0.6153846153846154,0.751984126984127,0.7083333333333334,0.5238095238095238,17,7,10,11,45,45,participant
52,left_vs_right_fist_imagery,csp_4_empirical,True,0.6537698412698413,0.5833333333333333,0.6696428571428572,0.7083333333333333,0.125,3,0.6568627450980392,0.6571428571428571,0.6568627450980392,0.6764705882352942,0.6666666666666666,0.6470588235294118,12,6,6,11,35,35,participant
