subject,source_midpoint_offset,task_direction_magnitude,source_direction_alignment,within_subject_different_task_distance,same_subject_same_task_across_runs_distance,run_direction_alignment,all_three_run_alignments_positive,zero_shot_csp_ba,zero_shot_riemannian_ba,poor_zero_shot_csp,different_subject_same_task_distance,different_subject_different_task_distance,mean_pairwise_direction_alignment
63,7.733043921501941,1.288354013944954,0.1397054410122983,2.138682521971305,5.737242912671153,0.04531628182563377,False,0.49702380952380953,0.5625,True,10.863487032330294,10.869360382165619,0.044717123663257675
64,5.249148955948723,1.4790221473761742,0.10742260211868813,2.6171768039962675,3.611141381505331,-0.022661495891255864,False,0.7142857142857143,0.5238095238095238,False,8.514951779201736,8.521898885855748,0.03125948775963986
65,5.6221822132420165,1.7222317234579674,0.09215001489295449,2.854267982126957,4.0328686888877225,0.04442675548221334,False,0.5833333333333334,0.46428571428571425,False,8.982292649768995,8.989000094432553,0.030945139005800853
66,9.728067559305181,2.022959345572098,0.10731365518000566,3.300692633469923,4.406302724464219,0.003511415567087515,False,0.5,0.3898809523809524,True,11.537958068293744,11.550451927332466,0.041654342631194004
67,8.336131302940407,1.2113421741866714,0.0038236866843194897,2.1644963724415542,5.723669328565688,-0.03207091106608631,False,0.5208333333333334,0.46428571428571425,False,11.512712556988836,11.512709208458809,-0.001925389380035415
68,6.763926113372008,1.7373614468277037,0.1318188259473166,2.9899121516855964,3.854127406001488,0.009172309233479671,False,0.7172619047619048,0.7172619047619048,False,9.79142381696072,9.802116452292646,0.05320272197575097
69,7.553355507514433,1.4447553366380226,0.1591348178336785,2.3007498461884115,3.150967733249257,0.08801468824429377,True,0.49702380952380953,0.574404761904762,True,10.60888440552846,10.617479925598726,0.05204664675542137
70,6.074647964349903,2.105641683170743,0.221635626124818,2.9520986511613216,3.3772715204217896,0.2627876618764579,True,0.6160714285714285,0.5773809523809524,False,8.759839107049336,8.779033131580437,0.07394722801807989
71,6.0401788443496525,2.1668814812778474,0.2588994108878665,2.8841576839527843,5.430282466689299,0.3334939137576331,True,0.5714285714285715,0.5208333333333334,False,9.442650486377294,9.463982525513487,0.08387281417169179
72,5.329879039589439,4.665961656854489,0.3459839425359298,5.244905796246921,4.363429991899806,0.6829946482345681,True,0.8809523809523809,0.7857142857142857,False,8.565575305993356,8.607332451173734,0.10032315276960388
73,7.4292224584542295,1.7664356453249803,0.3869727607179139,2.5226898215360856,4.350264255164235,0.22130144304382737,True,0.6666666666666666,0.5714285714285715,False,10.212504527301506,10.236350070037625,0.11583457027274839
74,7.504149596503953,1.5231863335687947,0.13318362981837953,2.8109285942109885,5.218275522313788,-0.07018774310932312,False,0.4761904761904762,0.5,True,10.08914636205807,10.097050985863607,0.037598034753098926
75,5.709649372391947,1.7941451300696145,0.20592052460932206,3.1574638786322935,4.137560291741157,-0.010384813912596408,False,0.6815476190476191,0.5863095238095238,False,8.796299368465792,8.812202841480875,0.06683099269027545
76,8.787242711233173,1.3614849162289304,0.035378101845856214,2.1493118169805028,4.080050046232935,0.08786305424523867,True,0.5,0.5714285714285715,True,11.702480035233252,11.70340249829659,0.0011510925684346505
77,4.838167258774073,1.6849125285046969,0.03139916293780584,2.8229302583789875,5.458429764423702,0.03233238470296847,False,0.49107142857142855,0.46428571428571425,True,8.612379139862446,8.615836852175734,0.01493024740086249
78,4.4323976523016775,1.7390042049897716,0.10760558473649143,3.5150728436127125,4.525693393089371,-0.14470167253999863,False,0.5357142857142857,0.5565476190476191,False,8.339300472747254,8.346066015506866,0.029807023774882146
79,6.526288830430545,1.9989953066558186,0.02874463172201484,2.9127938736628742,4.008581895369908,0.20450379121060736,True,0.511904761904762,0.6071428571428571,False,9.426337328907852,9.428717303115478,0.013821492447298196
80,6.371447375868657,1.9838843514459565,0.2071182536520454,2.972689790848928,3.7624401288873575,0.16747124707937314,True,0.5714285714285714,0.49702380952380953,False,9.51584631037614,9.528936611077405,0.06959219185240456
81,7.376591271330671,1.3338984884275256,0.1513786399942402,2.1851439921040505,3.121161096986827,0.05848026048881158,False,0.5922619047619048,0.43452380952380953,False,9.860034017011436,9.86604076065934,0.04073378522424813
82,6.070526814310238,1.6399391354315611,0.21969825413698776,2.5739947810640014,5.23102054019422,0.10615453275667748,True,0.6428571428571429,0.6041666666666666,False,8.97332475003989,8.986973838111695,0.06848414367361125
83,6.998769813515554,1.5384946766662577,0.3013283791645263,2.4659497775948247,3.9992024858993,0.07894689120997829,True,0.6160714285714285,0.6875,False,10.076538062760212,10.090095403965195,0.0819068890635715
84,7.929711979428102,1.7855781238121087,0.151693274494892,3.1585495014889986,5.0935927022815,-0.019864124350203544,False,0.5684523809523809,0.5744047619047619,False,10.467627080235495,10.476725026346406,0.04545769311890498
85,7.955848948567411,3.4264213469267104,0.19224199322095734,4.1002530293607,3.4037072190089828,0.5459976556688969,True,0.5,0.5863095238095238,True,10.864075986685364,10.888176927584002,0.05167349715490624
86,7.653802444711893,1.8536515124813508,0.056700399021380334,2.5819087079817695,2.7611567057497157,0.2736202404361269,True,0.5,0.7261904761904763,True,10.512408126173895,10.517835681828757,0.028224604726697744
87,4.794577013716581,1.8862154464803744,0.2021092528689389,2.876898479418221,3.550118489737384,0.1292077752802011,False,0.5982142857142857,0.5297619047619048,False,8.470045814202576,8.480959026041742,0.039557042169664366
89,4.594955103943224,1.5450722218894437,0.13010638364862404,2.5683815926189957,4.028101705993726,0.040030216719291765,True,0.6577380952380952,0.5803571428571428,False,8.217981896921641,8.230388167643845,0.054488070199766106
