subject,model,qc_sensitivity,primary_mean_fold_balanced_accuracy,fold_balanced_accuracy_run_6,fold_balanced_accuracy_run_10,fold_balanced_accuracy_run_14,folds_above_chance_count,fold_balanced_accuracy_range,out_of_fold_balanced_accuracy,out_of_fold_accuracy,out_of_fold_macro_f1,out_of_fold_roc_auc,out_of_fold_fists_recall,out_of_fold_feet_recall,out_of_fold_true_fists_predicted_fists,out_of_fold_true_fists_predicted_feet,out_of_fold_true_feet_predicted_fists,out_of_fold_true_feet_predicted_feet,out_of_fold_trial_count,qc_candidate_count,included_trial_count,group_observational_unit
2,csp_4_ledoit_wolf,False,0.6755952380952381,0.7232142857142857,0.8035714285714286,0.5,2,0.3035714285714286,0.6755952380952381,0.6666666666666666,0.6640119462419114,0.7420634920634921,0.5416666666666666,0.8095238095238095,13,11,4,17,45,10,45,participant
2,csp_4_ledoit_wolf,True,0.6408730158730159,0.6309523809523809,0.7916666666666667,0.5,2,0.29166666666666674,0.6078431372549019,0.6,0.5716783216783217,0.696078431372549,0.3333333333333333,0.8823529411764706,6,12,2,15,35,10,35,participant
2,csp_6_ledoit_wolf,False,0.7797619047619048,0.6517857142857143,0.875,0.8125,3,0.2232142857142857,0.7797619047619048,0.7777777777777778,0.7776679841897234,0.8412698412698413,0.75,0.8095238095238095,18,6,4,17,45,10,45,participant
2,csp_6_ledoit_wolf,True,0.7400793650793651,0.5595238095238095,0.875,0.7857142857142857,3,0.31547619047619047,0.7205882352941176,0.7142857142857143,0.7023809523809523,0.7254901960784313,0.5,0.9411764705882353,9,9,1,16,35,10,35,participant
3,spectral_baseline_6,False,0.5714285714285714,0.6785714285714286,0.5803571428571428,0.45535714285714285,2,0.22321428571428575,0.5714285714285714,0.5777777777777777,0.5701357466063348,0.5575396825396826,0.47619047619047616,0.6666666666666666,10,11,8,16,45,0,45,participant
3,spectral_baseline_6,True,0.5714285714285714,0.6785714285714286,0.5803571428571428,0.45535714285714285,2,0.22321428571428575,0.5714285714285714,0.5777777777777777,0.5701357466063348,0.5575396825396826,0.47619047619047616,0.6666666666666666,10,11,8,16,45,0,45,participant
3,spectral_baseline_9,False,0.3958333333333333,0.4732142857142857,0.3214285714285714,0.39285714285714285,0,0.1517857142857143,0.3958333333333333,0.4,0.39522150323544053,0.4801587301587302,0.3333333333333333,0.4583333333333333,7,14,13,11,45,0,45,participant
3,spectral_baseline_9,True,0.3958333333333333,0.4732142857142857,0.3214285714285714,0.39285714285714285,0,0.1517857142857143,0.3958333333333333,0.4,0.39522150323544053,0.4801587301587302,0.3333333333333333,0.4583333333333333,7,14,13,11,45,0,45,participant
3,csp_4_empirical,False,0.5773809523809524,0.4642857142857143,0.5446428571428572,0.7232142857142857,2,0.2589285714285714,0.5773809523809523,0.5777777777777777,0.5769421078673924,0.5932539682539683,0.5714285714285714,0.5833333333333334,12,9,10,14,45,0,45,participant
3,csp_4_empirical,True,0.5773809523809524,0.4642857142857143,0.5446428571428572,0.7232142857142857,2,0.2589285714285714,0.5773809523809523,0.5777777777777777,0.5769421078673924,0.5932539682539683,0.5714285714285714,0.5833333333333334,12,9,10,14,45,0,45,participant
3,csp_4_ledoit_wolf,False,0.6398809523809524,0.5982142857142857,0.5267857142857143,0.7946428571428572,3,0.2678571428571429,0.6398809523809523,0.6444444444444445,0.64,0.6825396825396826,0.5714285714285714,0.7083333333333334,12,9,7,17,45,0,45,participant
3,csp_4_ledoit_wolf,True,0.6398809523809524,0.5982142857142857,0.5267857142857143,0.7946428571428572,3,0.2678571428571429,0.6398809523809523,0.6444444444444445,0.64,0.6825396825396826,0.5714285714285714,0.7083333333333334,12,9,7,17,45,0,45,participant
3,csp_6_ledoit_wolf,False,0.46428571428571425,0.4732142857142857,0.39285714285714285,0.5267857142857143,1,0.13392857142857145,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5257936507936507,0.42857142857142855,0.5,9,12,12,12,45,0,45,participant
3,csp_6_ledoit_wolf,True,0.46428571428571425,0.4732142857142857,0.39285714285714285,0.5267857142857143,1,0.13392857142857145,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5257936507936507,0.42857142857142855,0.5,9,12,12,12,45,0,45,participant
4,spectral_baseline_6,False,0.7142857142857144,0.6785714285714286,0.7946428571428572,0.6696428571428572,3,0.125,0.7094861660079052,0.7111111111111111,0.7088103534096566,0.7845849802371542,0.6363636363636364,0.782608695652174,14,8,5,18,45,12,45,participant
4,spectral_baseline_6,True,0.8079365079365081,0.6785714285714286,0.9,0.8452380952380952,3,0.22142857142857142,0.7781954887218046,0.7878787878787878,0.7806267806267806,0.8007518796992481,0.7142857142857143,0.8421052631578947,10,4,3,16,33,12,33,participant
4,spectral_baseline_9,False,0.8065476190476191,0.75,0.8660714285714286,0.8035714285714286,3,0.1160714285714286,0.7984189723320159,0.8,0.7984071677451469,0.8162055335968379,0.7272727272727273,0.8695652173913043,16,6,3,20,45,12,45,participant
4,spectral_baseline_9,True,0.784126984126984,0.7619047619047619,0.9,0.6904761904761905,3,0.20952380952380956,0.7518796992481203,0.7575757575757576,0.7518796992481203,0.8082706766917294,0.7142857142857143,0.7894736842105263,10,4,4,15,33,12,33,participant
4,csp_4_empirical,False,0.7053571428571428,0.6517857142857143,0.8035714285714286,0.6607142857142857,3,0.1517857142857143,0.7124505928853755,0.7111111111111111,0.7105393369619001,0.7944664031620553,0.7727272727272727,0.6521739130434783,17,5,8,15,45,12,45,participant
4,csp_4_empirical,True,0.6547619047619048,0.6190476190476191,0.5,0.8452380952380952,2,0.34523809523809523,0.6560150375939849,0.6363636363636364,0.6360294117647058,0.6090225563909775,0.7857142857142857,0.5263157894736842,11,3,9,10,33,12,33,participant
4,csp_4_ledoit_wolf,False,0.7529761904761906,0.7946428571428572,0.7321428571428572,0.7321428571428572,3,0.0625,0.7559288537549407,0.7555555555555555,0.7555555555555555,0.8695652173913043,0.7727272727272727,0.7391304347826086,17,5,6,17,45,12,45,participant
4,csp_4_ledoit_wolf,True,0.6031746031746031,0.5476190476190476,0.5,0.7619047619047619,2,0.26190476190476186,0.5939849624060151,0.5757575757575758,0.5753676470588236,0.6278195488721805,0.7142857142857143,0.47368421052631576,10,4,10,9,33,12,33,participant
4,csp_6_ledoit_wolf,False,0.6696428571428572,0.7946428571428572,0.5625,0.6517857142857143,3,0.2321428571428572,0.6689723320158103,0.6666666666666666,0.6640119462419114,0.8201581027667983,0.7727272727272727,0.5652173913043478,17,5,10,13,45,12,45,participant
4,csp_6_ledoit_wolf,True,0.6468253968253969,0.8571428571428572,0.5,0.5833333333333334,2,0.3571428571428572,0.637218045112782,0.6363636363636364,0.6333333333333333,0.6842105263157894,0.6428571428571429,0.631578947368421,9,5,7,12,33,12,33,participant
5,spectral_baseline_6,False,0.5029761904761904,0.4464285714285714,0.5892857142857143,0.4732142857142857,1,0.1428571428571429,0.5128458498023716,0.5111111111111111,0.5089285714285714,0.5019762845849802,0.43478260869565216,0.5909090909090909,10,13,9,13,45,10,45,participant
5,spectral_baseline_6,True,0.5297619047619048,0.4642857142857143,0.5416666666666666,0.5833333333333333,2,0.11904761904761896,0.5392156862745098,0.5428571428571428,0.5333333333333333,0.5555555555555556,0.6666666666666666,0.4117647058823529,12,6,10,7,35,10,35,participant
5,spectral_baseline_9,False,0.43452380952380953,0.39285714285714285,0.45535714285714285,0.45535714285714285,0,0.0625,0.4426877470355731,0.4444444444444444,0.44001991040318567,0.4762845849802372,0.5217391304347826,0.36363636363636365,12,11,14,8,45,10,45,participant
5,spectral_baseline_9,True,0.3948412698412698,0.26785714285714285,0.5416666666666666,0.375,1,0.2738095238095238,0.4248366013071896,0.42857142857142855,0.41666666666666663,0.4836601307189542,0.5555555555555556,0.29411764705882354,10,8,12,5,35,10,35,participant
5,csp_4_empirical,False,0.6755952380952381,0.5535714285714286,0.6875,0.7857142857142857,3,0.2321428571428571,0.6650197628458498,0.6666666666666666,0.6640119462419114,0.741106719367589,0.7391304347826086,0.5909090909090909,17,6,9,13,45,10,45,participant
5,csp_4_empirical,True,0.6190476190476191,0.6071428571428572,0.5833333333333333,0.6666666666666667,3,0.08333333333333348,0.6290849673202614,0.6285714285714286,0.6285714285714286,0.6666666666666666,0.6111111111111112,0.6470588235294118,11,7,6,11,35,10,35,participant
5,csp_4_ledoit_wolf,False,0.6279761904761906,0.6071428571428572,0.625,0.6517857142857143,3,0.044642857142857095,0.6225296442687747,0.6222222222222222,0.6222222222222222,0.6758893280632411,0.6086956521739131,0.6363636363636364,14,9,8,14,45,10,45,participant
5,csp_4_ledoit_wolf,True,0.5505952380952381,0.4642857142857143,0.5208333333333333,0.6666666666666667,2,0.20238095238095244,0.542483660130719,0.5428571428571428,0.542483660130719,0.630718954248366,0.5555555555555556,0.5294117647058824,10,8,8,9,35,10,35,participant
5,csp_6_ledoit_wolf,False,0.5654761904761906,0.4464285714285714,0.5982142857142857,0.6517857142857143,2,0.2053571428571429,0.5780632411067194,0.5777777777777777,0.5777777777777777,0.6699604743083004,0.5652173913043478,0.5909090909090909,13,10,9,13,45,10,45,participant
5,csp_6_ledoit_wolf,True,0.572420634920635,0.5714285714285714,0.4791666666666667,0.6666666666666667,2,0.18750000000000006,0.5130718954248366,0.5142857142857142,0.5126945126945127,0.5816993464052288,0.5555555555555556,0.47058823529411764,10,8,9,8,35,10,35,participant
6,spectral_baseline_6,False,0.5267857142857143,0.3839285714285714,0.5535714285714286,0.6428571428571428,2,0.2589285714285714,0.5365612648221344,0.5333333333333333,0.5248868778280543,0.5948616600790514,0.6818181818181818,0.391304347826087,15,7,14,9,45,1,45,participant
6,spectral_baseline_6,True,0.4990079365079365,0.3839285714285714,0.5416666666666667,0.5714285714285714,2,0.1875,0.5072463768115942,0.5,0.4905263157894737,0.5548654244306418,0.6666666666666666,0.34782608695652173,14,7,15,8,44,1,44,participant
6,spectral_baseline_9,False,0.5267857142857143,0.39285714285714285,0.6160714285714286,0.5714285714285714,2,0.22321428571428575,0.5375494071146245,0.5333333333333333,0.5181030086690463,0.6047430830039526,0.7272727272727273,0.34782608695652173,16,6,15,8,45,1,45,participant
6,spectral_baseline_9,True,0.5228174603174603,0.39285714285714285,0.6041666666666667,0.5714285714285714,2,0.2113095238095239,0.531055900621118,0.5227272727272727,0.5103338632750398,0.5548654244306418,0.7142857142857143,0.34782608695652173,15,6,15,8,44,1,44,participant
6,csp_4_empirical,False,0.43154761904761907,0.4375,0.35714285714285715,0.5,0,0.14285714285714285,0.44762845849802374,0.4444444444444444,0.4343891402714932,0.5158102766798419,0.5909090909090909,0.30434782608695654,13,9,16,7,45,1,45,participant
6,csp_4_empirical,True,0.4236111111111111,0.4375,0.3333333333333333,0.5,0,0.16666666666666669,0.43788819875776397,0.4318181818181818,0.4243851386708529,0.4057971014492754,0.5714285714285714,0.30434782608695654,12,9,16,7,44,1,44,participant
6,csp_4_ledoit_wolf,False,0.45535714285714285,0.4375,0.35714285714285715,0.5714285714285714,1,0.21428571428571425,0.46936758893280633,0.4666666666666667,0.46,0.5889328063241107,0.5909090909090909,0.34782608695652173,13,9,15,8,45,1,45,participant
6,csp_4_ledoit_wolf,True,0.4236111111111111,0.4375,0.3333333333333333,0.5,0,0.16666666666666669,0.43788819875776397,0.4318181818181818,0.4243851386708529,0.401656314699793,0.5714285714285714,0.30434782608695654,12,9,16,7,44,1,44,participant
6,csp_6_ledoit_wolf,False,0.4583333333333333,0.5178571428571428,0.35714285714285715,0.5,1,0.16071428571428564,0.4713438735177865,0.4666666666666667,0.4444444444444444,0.6067193675889329,0.6818181818181818,0.2608695652173913,15,7,17,6,45,1,45,participant
6,csp_6_ledoit_wolf,True,0.5218253968253967,0.5178571428571428,0.3333333333333333,0.7142857142857143,2,0.380952380952381,0.5289855072463768,0.5227272727272727,0.5164835164835164,0.5548654244306419,0.6666666666666666,0.391304347826087,14,7,14,9,44,1,44,participant
7,spectral_baseline_6,False,0.7142857142857144,0.8660714285714286,0.7321428571428572,0.5446428571428572,3,0.3214285714285714,0.7124505928853755,0.7111111111111111,0.7105393369619001,0.717391304347826,0.7727272727272727,0.6521739130434783,17,5,8,15,45,8,45,participant
7,spectral_baseline_6,True,0.7047619047619048,0.8285714285714285,0.7023809523809523,0.5833333333333334,3,0.24523809523809514,0.7032163742690059,0.7027027027027027,0.7027027027027027,0.763157894736842,0.7222222222222222,0.6842105263157895,13,5,6,13,37,8,37,participant
7,spectral_baseline_9,False,0.8035714285714285,1.0,0.7321428571428572,0.6785714285714286,3,0.3214285714285714,0.8013833992094861,0.8,0.7996041563582384,0.8102766798418972,0.8636363636363636,0.7391304347826086,19,3,6,17,45,8,45,participant
7,spectral_baseline_9,True,0.8373015873015873,1.0,0.8452380952380952,0.6666666666666667,3,0.33333333333333326,0.8391812865497076,0.8378378378378378,0.8377192982456141,0.8421052631578948,0.8888888888888888,0.7894736842105263,16,2,4,15,37,8,37,participant
7,csp_4_empirical,False,0.9315476190476191,1.0,0.9285714285714286,0.8660714285714286,3,0.1339285714285714,0.9337944664031621,0.9333333333333333,0.9333333333333333,0.9604743083003953,0.9545454545454546,0.9130434782608695,21,1,2,21,45,8,45,participant
7,csp_4_empirical,True,0.9444444444444445,1.0,0.9166666666666667,0.9166666666666667,3,0.08333333333333326,0.9473684210526316,0.9459459459459459,0.945906432748538,0.9444444444444444,1.0,0.8947368421052632,18,0,2,17,37,8,37,participant
7,csp_4_ledoit_wolf,False,0.9315476190476191,1.0,0.9285714285714286,0.8660714285714286,3,0.1339285714285714,0.9337944664031621,0.9333333333333333,0.9333333333333333,0.958498023715415,0.9545454545454546,0.9130434782608695,21,1,2,21,45,8,45,participant
7,csp_4_ledoit_wolf,True,0.9444444444444445,1.0,0.9166666666666667,0.9166666666666667,3,0.08333333333333326,0.9473684210526316,0.9459459459459459,0.945906432748538,0.9415204678362573,1.0,0.8947368421052632,18,0,2,17,37,8,37,participant
7,csp_6_ledoit_wolf,False,0.9315476190476191,1.0,0.9285714285714286,0.8660714285714286,3,0.1339285714285714,0.9337944664031621,0.9333333333333333,0.9333333333333333,0.9565217391304349,0.9545454545454546,0.9130434782608695,21,1,2,21,45,8,45,participant
7,csp_6_ledoit_wolf,True,0.9444444444444445,1.0,0.9166666666666667,0.9166666666666667,3,0.08333333333333326,0.9473684210526316,0.9459459459459459,0.945906432748538,0.9473684210526314,1.0,0.8947368421052632,18,0,2,17,37,8,37,participant
8,spectral_baseline_6,False,0.9077380952380952,0.9285714285714286,0.8571428571428572,0.9375,3,0.0803571428571428,0.9110671936758893,0.9111111111111111,0.9110671936758893,0.9051383399209486,0.9130434782608695,0.9090909090909091,21,2,2,20,45,20,45,participant
8,spectral_baseline_6,True,0.9249999999999999,0.9,1.0,0.875,3,0.125,0.9285714285714286,0.92,0.9198717948717949,0.9935064935064936,0.8571428571428571,1.0,12,2,0,11,25,20,25,participant
8,spectral_baseline_9,False,0.9077380952380952,0.9285714285714286,0.8571428571428572,0.9375,3,0.0803571428571428,0.9110671936758893,0.9111111111111111,0.9110671936758893,0.8952569169960474,0.9130434782608695,0.9090909090909091,21,2,2,20,45,20,45,participant
8,spectral_baseline_9,True,0.8416666666666667,0.9,0.75,0.875,3,0.15000000000000002,0.8831168831168831,0.88,0.8792270531400965,0.9870129870129871,0.8571428571428571,0.9090909090909091,12,2,1,10,25,20,25,participant
8,csp_4_empirical,False,0.8839285714285715,0.7857142857142857,0.9285714285714286,0.9375,3,0.1517857142857143,0.8903162055335969,0.8888888888888888,0.8886689757545769,0.9762845849802372,0.8260869565217391,0.9545454545454546,19,4,1,21,45,20,45,participant
8,csp_4_empirical,True,0.8166666666666668,0.8,0.65,1.0,3,0.35,0.8376623376623377,0.84,0.8376623376623377,0.935064935064935,0.8571428571428571,0.8181818181818182,12,2,2,9,25,20,25,participant
8,csp_4_ledoit_wolf,False,0.8839285714285715,0.7857142857142857,0.9285714285714286,0.9375,3,0.1517857142857143,0.8903162055335969,0.8888888888888888,0.8886689757545769,0.9723320158102766,0.8260869565217391,0.9545454545454546,19,4,1,21,45,20,45,participant
8,csp_4_ledoit_wolf,True,0.85,0.8,0.75,1.0,3,0.25,0.8733766233766234,0.88,0.8768472906403941,0.935064935064935,0.9285714285714286,0.8181818181818182,13,1,2,9,25,20,25,participant
8,csp_6_ledoit_wolf,False,0.8809523809523809,0.7857142857142857,0.8571428571428572,1.0,3,0.2142857142857143,0.8893280632411067,0.8888888888888888,0.8888888888888888,0.9545454545454546,0.8695652173913043,0.9090909090909091,20,3,2,20,45,20,45,participant
8,csp_6_ledoit_wolf,True,0.75,0.5,0.75,1.0,2,0.5,0.7272727272727273,0.76,0.7242647058823529,0.8701298701298701,1.0,0.45454545454545453,14,0,6,5,25,20,25,participant
9,spectral_baseline_6,False,0.5684523809523809,0.6607142857142857,0.5089285714285714,0.5357142857142857,3,0.1517857142857143,0.5741106719367589,0.5777777777777777,0.5639979602243753,0.5889328063241106,0.7391304347826086,0.4090909090909091,17,6,13,9,45,2,45,participant
9,spectral_baseline_6,True,0.5823412698412698,0.7023809523809523,0.5089285714285714,0.5357142857142857,3,0.19345238095238093,0.5854978354978355,0.5813953488372093,0.5700000000000001,0.5952380952380952,0.7619047619047619,0.4090909090909091,16,5,13,9,43,2,43,participant
