subject,model,test_run,balanced_accuracy,accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,training_subjects,target_adaptation_used
69,shrinkage_lda,6,0.5892857142857143,0.6,0.75,0.42857142857142855,6,2,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
69,shrinkage_lda,10,0.6696428571428572,0.6666666666666666,0.7142857142857143,0.625,5,2,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
69,shrinkage_lda,14,0.4642857142857143,0.4666666666666667,0.42857142857142855,0.5,3,4,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
69,shrinkage_lda,6,0.5416666666666666,0.5714285714285714,0.75,0.3333333333333333,6,2,4,2,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
69,shrinkage_lda,10,0.7738095238095238,0.7692307692307693,0.7142857142857143,0.8333333333333334,5,2,1,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
69,shrinkage_lda,14,0.5,0.5,0.5,0.5,3,3,4,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,6,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,10,0.5089285714285714,0.5333333333333333,0.875,0.14285714285714285,7,1,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,14,0.49107142857142855,0.4666666666666667,0.8571428571428571,0.125,6,1,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,6,0.7571428571428571,0.75,0.7142857142857143,0.8,5,2,1,4,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,10,0.5119047619047619,0.5384615384615384,0.8571428571428571,0.16666666666666666,6,1,5,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
70,shrinkage_lda,14,0.48333333333333334,0.45454545454545453,0.8,0.16666666666666666,4,1,5,1,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,6,0.5,0.4666666666666667,0.0,1.0,0,8,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,10,0.5625,0.5333333333333333,0.125,1.0,1,7,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,14,0.5,0.5333333333333333,0.0,1.0,0,7,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,6,0.5,0.4,0.0,1.0,0,6,0,4,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,10,0.5625,0.5333333333333333,0.125,1.0,1,7,0,7,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
71,shrinkage_lda,14,0.5,0.5,0.0,1.0,0,6,0,6,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,6,0.8571428571428572,0.8571428571428571,0.7142857142857143,1.0,5,2,0,7,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,10,0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,3,4,0,7,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,14,0.7857142857142857,0.7857142857142857,0.5714285714285714,1.0,4,3,0,7,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,6,0.875,0.9090909090909091,0.75,1.0,3,1,0,7,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,10,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2,4,0,6,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
72,shrinkage_lda,14,0.6666666666666666,0.75,0.3333333333333333,1.0,1,2,0,5,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,6,0.7857142857142857,0.7857142857142857,1.0,0.5714285714285714,7,0,3,4,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,10,0.4285714285714286,0.42857142857142855,0.7142857142857143,0.14285714285714285,5,2,6,1,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,14,0.5,0.5,0.7142857142857143,0.2857142857142857,5,2,5,2,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,6,0.8333333333333333,0.8333333333333334,1.0,0.6666666666666666,6,0,2,4,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,10,0.40476190476190477,0.38461538461538464,0.6666666666666666,0.14285714285714285,4,2,6,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
73,shrinkage_lda,14,0.575,0.5555555555555556,0.75,0.4,3,1,3,2,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,6,0.42857142857142855,0.42857142857142855,0.0,0.8571428571428571,0,7,1,6,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,10,0.5,0.5,0.0,1.0,0,7,0,7,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,14,0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,1,6,0,7,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,6,0.5,0.4166666666666667,0.0,1.0,0,7,0,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,10,0.5,0.4166666666666667,0.0,1.0,0,7,0,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
74,shrinkage_lda,14,0.5833333333333334,0.5454545454545454,0.16666666666666666,1.0,1,5,0,5,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,6,0.6696428571428572,0.6666666666666666,0.7142857142857143,0.625,5,2,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,10,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,14,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,6,0.7,0.7,0.8,0.6,4,1,2,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,10,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
75,shrinkage_lda,14,0.5357142857142857,0.5384615384615384,0.5714285714285714,0.5,4,3,3,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,6,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.0,6,1,7,0,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,10,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855,5,2,4,3,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,14,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2,5,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,6,0.4166666666666667,0.38461538461538464,0.8333333333333334,0.0,5,1,7,0,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,10,0.5833333333333333,0.5555555555555556,0.6666666666666666,0.5,2,1,3,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
76,shrinkage_lda,14,0.7083333333333333,0.7,0.6666666666666666,0.75,4,2,1,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,6,0.3839285714285714,0.4,0.14285714285714285,0.625,1,6,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,10,0.26785714285714285,0.26666666666666666,0.2857142857142857,0.25,2,5,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,14,0.7410714285714286,0.7333333333333333,0.625,0.8571428571428571,5,3,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,6,0.3125,0.35714285714285715,0.0,0.625,0,6,3,5,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,10,0.26785714285714285,0.26666666666666666,0.2857142857142857,0.25,2,5,6,2,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
77,shrinkage_lda,14,0.8125,0.7857142857142857,0.625,1.0,5,3,0,6,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,6,0.5714285714285714,0.6,1.0,0.14285714285714285,8,0,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,10,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,14,0.625,0.6,1.0,0.25,7,0,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,6,0.5,0.42857142857142855,1.0,0.0,3,0,4,0,7,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,10,0.45238095238095233,0.46153846153846156,0.5714285714285714,0.3333333333333333,4,3,4,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
78,shrinkage_lda,14,0.5714285714285714,0.5714285714285714,1.0,0.14285714285714285,7,0,6,1,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,6,0.4464285714285714,0.4666666666666667,0.14285714285714285,0.75,1,6,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,10,0.5803571428571428,0.6,0.2857142857142857,0.875,2,5,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,14,0.7946428571428572,0.8,0.7142857142857143,0.875,5,2,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,6,0.3,0.375,0.0,0.6,0,3,2,3,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,10,0.4,0.4444444444444444,0.0,0.8,0,4,1,4,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
79,shrinkage_lda,14,0.8375,0.8461538461538461,0.8,0.875,4,1,1,7,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,6,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,10,0.5089285714285714,0.5333333333333333,0.875,0.14285714285714285,7,1,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,14,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,6,0.5166666666666667,0.5454545454545454,0.2,0.8333333333333334,1,4,1,5,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,10,0.4714285714285714,0.4166666666666667,0.8,0.14285714285714285,4,1,6,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
80,shrinkage_lda,14,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,10,0.35714285714285715,0.3333333333333333,0.0,0.7142857142857143,0,8,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,14,0.375,0.4,0.0,0.75,0,7,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,6,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,10,0.35714285714285715,0.38461538461538464,0.0,0.7142857142857143,0,6,2,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
81,shrinkage_lda,14,0.375,0.4,0.0,0.75,0,7,2,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,6,0.5446428571428572,0.5333333333333333,0.375,0.7142857142857143,3,5,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,10,0.5982142857142857,0.6,0.625,0.5714285714285714,5,3,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,14,0.6696428571428572,0.6666666666666666,0.625,0.7142857142857143,5,3,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,6,0.5892857142857143,0.5454545454545454,0.42857142857142855,0.75,3,4,1,3,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,10,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
82,shrinkage_lda,14,0.6904761904761905,0.6923076923076923,0.7142857142857143,0.6666666666666666,5,2,2,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,6,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,10,0.6071428571428572,0.6,0.7142857142857143,0.5,5,2,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,14,0.7321428571428572,0.7333333333333333,0.7142857142857143,0.75,5,2,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,6,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,10,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855,5,2,4,3,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
83,shrinkage_lda,14,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2,5,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,6,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,10,0.5178571428571428,0.5333333333333333,0.2857142857142857,0.75,2,5,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,14,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,6,0.7023809523809523,0.6923076923076923,0.5714285714285714,0.8333333333333334,4,3,1,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,10,0.5178571428571428,0.5333333333333333,0.2857142857142857,0.75,2,5,2,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
84,shrinkage_lda,14,0.5142857142857142,0.5,0.42857142857142855,0.6,3,4,2,3,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,6,0.5625,0.5333333333333333,0.125,1.0,1,7,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,10,0.5714285714285714,0.6,0.14285714285714285,1.0,1,6,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,14,0.625,0.6,0.25,1.0,2,6,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,6,0.5714285714285714,0.5384615384615384,0.14285714285714285,1.0,1,6,0,6,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,10,0.5,0.5833333333333334,0.0,1.0,0,5,0,7,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
85,shrinkage_lda,14,0.5833333333333334,0.5,0.16666666666666666,1.0,1,5,0,4,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,6,0.6517857142857143,0.6666666666666666,0.42857142857142855,0.875,3,4,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,10,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,14,0.8035714285714286,0.8,0.8571428571428571,0.75,6,1,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,6,0.5952380952380952,0.6153846153846154,0.3333333333333333,0.8571428571428571,2,4,1,6,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,10,0.6785714285714286,0.7777777777777778,0.5,0.8571428571428571,1,1,1,6,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
86,shrinkage_lda,14,0.875,0.8333333333333334,1.0,0.75,4,0,2,6,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,6,0.3482142857142857,0.3333333333333333,0.5714285714285714,0.125,4,3,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,10,0.5892857142857143,0.6,0.75,0.42857142857142855,6,2,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,14,0.6517857142857143,0.6666666666666666,0.875,0.42857142857142855,7,1,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,6,0.4714285714285714,0.4166666666666667,0.8,0.14285714285714285,4,1,6,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,10,0.5,0.5,0.6,0.4,3,2,3,2,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
87,shrinkage_lda,14,0.6666666666666667,0.6666666666666666,0.8333333333333334,0.5,5,1,3,3,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,6,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,10,0.5982142857142857,0.6,0.625,0.5714285714285714,5,3,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,14,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,6,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,10,0.6190476190476191,0.6153846153846154,0.5714285714285714,0.6666666666666666,4,3,2,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
89,shrinkage_lda,14,0.41428571428571426,0.4166666666666667,0.42857142857142855,0.4,3,4,3,2,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,6,0.5892857142857143,0.6,0.75,0.42857142857142855,6,2,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,10,0.41964285714285715,0.4,0.7142857142857143,0.125,5,2,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,14,0.41964285714285715,0.4,0.7142857142857143,0.125,5,2,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,6,0.5892857142857143,0.6,0.75,0.42857142857142855,6,2,4,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,10,0.41964285714285715,0.4,0.7142857142857143,0.125,5,2,7,1,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
90,shrinkage_lda,14,0.40476190476190477,0.38461538461538464,0.6666666666666666,0.14285714285714285,4,2,6,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,6,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,10,0.5267857142857143,0.5333333333333333,0.42857142857142855,0.625,3,4,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,14,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,6,0.7857142857142857,0.7692307692307693,1.0,0.5714285714285714,6,0,3,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,10,0.5267857142857143,0.5333333333333333,0.42857142857142855,0.625,3,4,3,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
91,shrinkage_lda,14,0.6458333333333333,0.6428571428571429,0.6666666666666666,0.625,4,2,3,5,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,6,0.8035714285714286,0.8,0.75,0.8571428571428571,6,2,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,10,0.8125,0.8,0.625,1.0,5,3,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,14,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,6,0.675,0.6666666666666666,0.6,0.75,3,2,1,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,10,0.8571428571428572,0.8571428571428571,0.7142857142857143,1.0,5,2,0,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
93,shrinkage_lda,14,0.7285714285714285,0.75,0.6,0.8571428571428571,3,2,1,6,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,6,0.6785714285714286,0.6666666666666666,0.8571428571428571,0.5,6,1,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,10,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,14,0.5535714285714286,0.5333333333333333,0.8571428571428571,0.25,6,1,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,6,0.75,0.7142857142857143,1.0,0.5,3,0,2,2,7,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,10,0.5,0.5,1.0,0.0,7,0,7,0,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
94,shrinkage_lda,14,0.5595238095238095,0.5384615384615384,0.8333333333333334,0.2857142857142857,5,1,5,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
95,shrinkage_lda,6,0.75,0.7333333333333333,0.5,1.0,4,4,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
95,shrinkage_lda,10,0.7946428571428572,0.8,0.7142857142857143,0.875,5,2,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
