subject,model,test_run,balanced_accuracy,accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,training_subjects,target_adaptation_used
44,shrinkage_lda,6,0.7738095238095238,0.7692307692307693,0.7142857142857143,0.8333333333333334,5,2,1,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
44,shrinkage_lda,10,0.6875,0.6666666666666666,0.375,1.0,3,5,0,7,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
44,shrinkage_lda,14,0.6904761904761905,0.6923076923076923,0.6666666666666666,0.7142857142857143,4,2,2,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,6,0.5535714285714286,0.5333333333333333,0.25,0.8571428571428571,2,6,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,10,0.7410714285714286,0.7333333333333333,0.625,0.8571428571428571,5,3,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,14,0.7946428571428572,0.8,0.875,0.7142857142857143,7,1,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,6,0.6428571428571428,0.5,0.2857142857142857,1.0,2,5,0,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,10,0.7,0.7,0.6,0.8,3,2,1,4,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
45,shrinkage_lda,14,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,6,0.41964285714285715,0.4,0.125,0.7142857142857143,1,7,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,10,0.5892857142857143,0.6,0.42857142857142855,0.75,3,4,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,14,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,6,0.5,0.6666666666666666,0.0,1.0,0,2,0,4,6,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,10,0.25,0.3333333333333333,0.0,0.5,0,2,2,2,6,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
46,shrinkage_lda,14,0.6285714285714286,0.6666666666666666,0.4,0.8571428571428571,2,3,1,6,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,6,0.5178571428571428,0.5333333333333333,0.75,0.2857142857142857,6,2,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,10,0.3392857142857143,0.3333333333333333,0.42857142857142855,0.25,3,4,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,14,0.3214285714285714,0.3333333333333333,0.5,0.14285714285714285,4,4,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,6,0.5178571428571428,0.5333333333333333,0.75,0.2857142857142857,6,2,5,2,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,10,0.41666666666666663,0.4,0.5,0.3333333333333333,2,2,4,2,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
47,shrinkage_lda,14,0.3214285714285714,0.3076923076923077,0.5,0.14285714285714285,3,3,6,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,6,0.8571428571428572,0.8666666666666667,1.0,0.7142857142857143,8,0,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,10,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,14,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,6,0.8,0.8,1.0,0.6,5,0,2,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,10,0.75,0.75,0.8333333333333334,0.6666666666666666,5,1,2,4,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
48,shrinkage_lda,14,0.65,0.6363636363636364,0.8,0.5,4,1,3,3,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,6,0.5267857142857143,0.5333333333333333,0.42857142857142855,0.625,3,4,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,10,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,14,0.6517857142857143,0.6666666666666666,0.42857142857142855,0.875,3,4,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,6,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.7142857142857143,3,4,2,5,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,10,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
49,shrinkage_lda,14,0.6041666666666666,0.6428571428571429,0.3333333333333333,0.875,2,4,1,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,6,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,10,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,14,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,6,0.5,0.5,1.0,0.0,6,0,6,0,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,10,0.5,0.5833333333333334,1.0,0.0,7,0,5,0,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
50,shrinkage_lda,14,0.5,0.46153846153846156,1.0,0.0,6,0,7,0,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,6,0.5,0.5,0.7142857142857143,0.2857142857142857,5,2,5,2,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,10,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,4,3,5,2,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,14,0.6428571428571428,0.6428571428571429,0.7142857142857143,0.5714285714285714,5,2,3,4,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,6,0.5,0.5,0.5,0.5,2,2,1,1,6,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,10,0.7333333333333334,0.75,0.8,0.6666666666666666,4,1,1,2,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
51,shrinkage_lda,14,0.775,0.7777777777777778,0.75,0.8,3,1,1,4,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,6,0.6785714285714286,0.6666666666666666,0.8571428571428571,0.5,6,1,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,10,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,14,0.7232142857142857,0.7333333333333333,0.875,0.5714285714285714,7,1,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,6,0.6285714285714286,0.6666666666666666,0.8571428571428571,0.4,6,1,3,2,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,10,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
52,shrinkage_lda,14,0.6785714285714286,0.6923076923076923,0.8571428571428571,0.5,6,1,3,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,6,0.2767857142857143,0.26666666666666666,0.42857142857142855,0.125,3,4,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,10,0.6785714285714286,0.6666666666666666,0.5,0.8571428571428571,4,4,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,14,0.5267857142857143,0.5333333333333333,0.625,0.42857142857142855,5,3,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,6,0.2767857142857143,0.26666666666666666,0.42857142857142855,0.125,3,4,7,1,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,10,0.6785714285714286,0.6666666666666666,0.5,0.8571428571428571,4,4,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
53,shrinkage_lda,14,0.5238095238095238,0.5384615384615384,0.7142857142857143,0.3333333333333333,5,2,4,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,6,0.5803571428571428,0.6,0.2857142857142857,0.875,2,5,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,10,0.625,0.6,0.25,1.0,2,6,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,14,0.6875,0.6666666666666666,0.375,1.0,3,5,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,6,0.5535714285714286,0.6363636363636364,0.25,0.8571428571428571,1,3,1,6,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,10,0.625,0.5714285714285714,0.25,1.0,2,6,0,6,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
54,shrinkage_lda,14,0.7142857142857143,0.6666666666666666,0.42857142857142855,1.0,3,4,0,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,6,0.5446428571428572,0.5333333333333333,0.375,0.7142857142857143,3,5,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,10,0.6160714285714286,0.6,0.375,0.8571428571428571,3,5,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,14,0.45535714285714285,0.4666666666666667,0.2857142857142857,0.625,2,5,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,6,0.5446428571428572,0.5333333333333333,0.375,0.7142857142857143,3,5,2,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,10,0.6041666666666667,0.5714285714285714,0.375,0.8333333333333334,3,5,1,5,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
55,shrinkage_lda,14,0.45535714285714285,0.4666666666666667,0.2857142857142857,0.625,2,5,3,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,6,0.5625,0.5333333333333333,1.0,0.125,7,0,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,10,0.6428571428571428,0.6666666666666666,1.0,0.2857142857142857,8,0,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,14,0.5178571428571428,0.5333333333333333,0.75,0.2857142857142857,6,2,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,6,0.5714285714285714,0.5,1.0,0.14285714285714285,5,0,6,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,10,0.6428571428571428,0.6428571428571429,1.0,0.2857142857142857,7,0,5,2,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
56,shrinkage_lda,14,0.5416666666666666,0.5714285714285714,0.75,0.3333333333333333,6,2,4,2,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,6,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,10,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,14,0.6607142857142857,0.6666666666666666,0.75,0.5714285714285714,6,2,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,6,0.5982142857142857,0.6,0.5714285714285714,0.625,4,3,3,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,10,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
57,shrinkage_lda,14,0.7083333333333333,0.7142857142857143,0.75,0.6666666666666666,6,2,2,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,6,0.4375,0.4666666666666667,0.0,0.875,0,7,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,10,0.75,0.7333333333333333,0.5,1.0,4,4,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,14,0.6785714285714286,0.6666666666666666,0.5,0.8571428571428571,4,4,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,6,0.4375,0.5,0.0,0.875,0,6,1,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,10,0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,3,4,0,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
58,shrinkage_lda,14,0.6785714285714286,0.6666666666666666,0.5,0.8571428571428571,4,4,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,6,0.5625,0.5333333333333333,0.125,1.0,1,7,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,10,0.5,0.5333333333333333,0.0,1.0,0,7,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,14,0.5,0.5333333333333333,0.0,1.0,0,7,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,6,0.5625,0.5,0.125,1.0,1,7,0,6,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,10,0.5,0.75,0.0,1.0,0,2,0,6,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
59,shrinkage_lda,14,0.5,0.5,0.0,1.0,0,7,0,7,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,6,0.5625,0.5333333333333333,1.0,0.125,7,0,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,14,0.625,0.6,1.0,0.25,7,0,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,6,0.5625,0.5,1.0,0.125,6,0,7,1,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
60,shrinkage_lda,14,0.625,0.5384615384615384,1.0,0.25,5,0,6,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,6,0.7410714285714286,0.7333333333333333,0.625,0.8571428571428571,5,3,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,10,0.4107142857142857,0.4,0.25,0.5714285714285714,2,6,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,14,0.8660714285714286,0.8666666666666667,0.875,0.8571428571428571,7,1,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,6,0.7410714285714286,0.7333333333333333,0.625,0.8571428571428571,5,3,1,6,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,10,0.4107142857142857,0.4,0.25,0.5714285714285714,2,6,3,4,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
61,shrinkage_lda,14,0.8375,0.8461538461538461,0.875,0.8,7,1,1,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,6,0.5714285714285714,0.6,1.0,0.14285714285714285,8,0,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,10,0.75,0.7333333333333333,1.0,0.5,7,0,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,14,0.5714285714285714,0.6,1.0,0.14285714285714285,8,0,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,6,0.5833333333333334,0.5833333333333334,1.0,0.16666666666666666,6,0,5,1,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,10,0.75,0.75,1.0,0.5,6,0,3,3,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
62,shrinkage_lda,14,0.75,0.875,1.0,0.5,6,0,1,1,8,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,6,0.5446428571428572,0.5333333333333333,0.7142857142857143,0.375,5,2,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,10,0.4017857142857143,0.4,0.375,0.42857142857142855,3,5,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,14,0.7410714285714286,0.7333333333333333,0.8571428571428571,0.625,6,1,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,6,0.4583333333333333,0.5,0.6666666666666666,0.25,4,2,3,1,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,10,0.26666666666666666,0.2727272727272727,0.3333333333333333,0.2,2,4,4,1,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
63,shrinkage_lda,14,0.9,0.9090909090909091,1.0,0.8,6,0,1,4,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,6,0.5,0.5,0.5714285714285714,0.42857142857142855,4,3,4,3,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,10,0.6428571428571428,0.6428571428571429,0.7142857142857143,0.5714285714285714,5,2,3,4,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,14,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,2,5,3,4,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,6,0.5,0.5,0.5714285714285714,0.42857142857142855,4,3,4,3,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,10,0.6428571428571428,0.6428571428571429,0.7142857142857143,0.5714285714285714,5,2,3,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
64,shrinkage_lda,14,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,2,5,3,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,6,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,10,0.3214285714285714,0.3333333333333333,0.14285714285714285,0.5,1,6,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,14,0.5357142857142857,0.5333333333333333,0.5714285714285714,0.5,4,3,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,6,0.7,0.7,0.6,0.8,3,2,1,4,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,10,0.3,0.3,0.0,0.6,0,5,2,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
65,shrinkage_lda,14,0.5,0.5,0.5,0.5,3,3,4,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,6,0.42857142857142855,0.4,0.8571428571428571,0.0,6,1,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,10,0.45535714285714285,0.4666666666666667,0.625,0.2857142857142857,5,3,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,14,0.2857142857142857,0.26666666666666666,0.5714285714285714,0.0,4,3,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,6,0.42857142857142855,0.4,0.8571428571428571,0.0,6,1,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,10,0.45535714285714285,0.4666666666666667,0.625,0.2857142857142857,5,3,5,2,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
66,shrinkage_lda,14,0.2857142857142857,0.26666666666666666,0.5714285714285714,0.0,4,3,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,6,0.39285714285714285,0.4,0.2857142857142857,0.5,2,5,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,10,0.4642857142857143,0.4666666666666667,0.5,0.42857142857142855,4,4,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,14,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,6,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,2,5,3,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,10,0.4642857142857143,0.4666666666666667,0.5,0.42857142857142855,4,4,4,3,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
67,shrinkage_lda,14,0.5,0.5,0.42857142857142855,0.5714285714285714,3,4,3,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,6,0.8660714285714286,0.8666666666666667,0.8571428571428571,0.875,6,1,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,10,0.5535714285714286,0.5333333333333333,0.25,0.8571428571428571,2,6,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,14,0.7321428571428572,0.7333333333333333,0.7142857142857143,0.75,5,2,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,6,0.775,0.7777777777777778,0.8,0.75,4,1,1,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,10,0.5666666666666667,0.5454545454545454,0.3333333333333333,0.8,2,4,1,4,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
68,shrinkage_lda,14,0.7,0.7,0.8,0.6,4,1,2,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
