accuracy,balanced_accuracy,feet_recall,fists_recall,model,subject,target_adaptation_used,test_run,training_subjects,trial_count,true_feet_predicted_feet,true_feet_predicted_fists,true_fists_predicted_feet,true_fists_predicted_fists
0.6,0.6160714285714286,0.375,0.8571428571428571,spectral_baseline_6,36,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,3,5,1,6
0.8,0.7857142857142857,0.5714285714285714,1.0,spectral_baseline_6,36,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,3,0,8
0.5333333333333333,0.5178571428571428,0.75,0.2857142857142857,csp_4_empirical,36,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,6,2,5,2
0.8,0.7857142857142857,1.0,0.5714285714285714,csp_4_empirical,36,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,8,0,3,4
0.6,0.625,1.0,0.25,csp_4_empirical,36,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,6,2
0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855,spectral_baseline_6,37,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,5,2,4,3
0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,spectral_baseline_6,37,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,2,5,3,4
0.5,0.5,0.5714285714285714,0.42857142857142855,spectral_baseline_6,37,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,4,3,4,3
0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,csp_4_empirical,37,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,1,6,0,7
0.5,0.5,0.7142857142857143,0.2857142857142857,csp_4_empirical,37,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,5,2,5,2
0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,csp_4_empirical,37,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,1,6,0,7
0.6,0.5982142857142857,0.5714285714285714,0.625,spectral_baseline_6,38,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,3,3,5
