subject,test_run,condition,balanced_accuracy,fists_recall,feet_recall,variant_count,test_trial_count
29,6,B,1.0,1.0,1.0,2,15
29,6,C,1.0,1.0,1.0,1,15
29,10,A,0.9330357142857143,0.9285714285714286,0.9375,2,15
29,10,B,0.9330357142857143,0.9285714285714286,0.9375,2,15
29,10,C,0.9375,1.0,0.875,1,15
29,14,A,1.0,1.0,1.0,2,15
29,14,B,1.0,1.0,1.0,2,15
29,14,C,0.9285714285714286,0.8571428571428571,1.0,1,15
30,6,A,0.5357142857142858,0.5,0.5714285714285714,2,15
30,6,B,0.45089285714285715,0.6875,0.21428571428571427,2,15
30,6,C,0.5982142857142857,0.625,0.5714285714285714,1,15
30,10,A,0.6696428571428572,0.625,0.7142857142857143,2,15
30,10,B,0.84375,0.6875,1.0,2,15
30,10,C,0.7232142857142857,0.875,0.5714285714285714,1,15
30,14,A,0.625,0.75,0.5,2,15
30,14,B,0.65625,0.8125,0.5,2,15
30,14,C,0.5892857142857143,0.75,0.42857142857142855,1,15
31,6,A,0.7410714285714286,0.625,0.8571428571428572,2,15
31,6,B,0.7767857142857143,0.625,0.9285714285714286,2,15
31,6,C,1.0,1.0,1.0,1,15
31,10,A,0.8258928571428572,0.7142857142857142,0.9375,2,15
31,10,B,0.84375,1.0,0.6875,2,15
31,10,C,0.8660714285714286,0.8571428571428571,0.875,1,15
31,14,A,0.6741071428571429,0.5625,0.7857142857142857,2,15
31,14,B,0.7098214285714286,0.5625,0.8571428571428571,2,15
31,14,C,0.7410714285714286,0.625,0.8571428571428571,1,15
32,6,A,0.5758928571428571,0.7142857142857142,0.4375,2,15
32,6,B,0.6071428571428572,0.7142857142857143,0.5,2,15
32,6,C,0.7946428571428572,0.7142857142857143,0.875,1,15
32,10,A,0.5401785714285714,0.6428571428571428,0.4375,2,15
32,10,B,0.5089285714285714,0.6428571428571428,0.375,2,15
32,10,C,0.5178571428571428,0.2857142857142857,0.75,1,15
32,14,A,0.5580357142857143,0.6875,0.42857142857142855,2,15
32,14,B,0.5,1.0,0.0,2,15
32,14,C,0.5,1.0,0.0,1,15
33,6,A,0.6428571428571429,0.7857142857142857,0.5,2,15
