subject,test_run,condition,balanced_accuracy,fists_recall,feet_recall,variant_count,test_trial_count
71,14,B,0.7857142857142857,0.5714285714285714,1.0,2,15
71,14,C,0.7857142857142857,0.5714285714285714,1.0,1,15
72,6,A,1.0,1.0,1.0,2,14
72,6,B,1.0,1.0,1.0,2,14
72,6,C,1.0,1.0,1.0,1,14
72,10,A,0.9285714285714286,1.0,0.8571428571428571,2,14
72,10,B,0.9285714285714286,1.0,0.8571428571428571,2,14
72,10,C,0.9285714285714286,1.0,0.8571428571428571,1,14
72,14,A,1.0,1.0,1.0,2,14
72,14,B,1.0,1.0,1.0,2,14
72,14,C,1.0,1.0,1.0,1,14
73,6,A,0.6071428571428571,0.3571428571428571,0.8571428571428571,2,14
73,6,B,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,14
73,6,C,0.8571428571428572,0.7142857142857143,1.0,1,14
73,10,A,0.6785714285714286,0.6428571428571428,0.7142857142857142,2,14
73,10,B,0.6428571428571428,0.5,0.7857142857142857,2,14
73,10,C,0.7857142857142857,1.0,0.5714285714285714,1,14
73,14,A,0.7857142857142857,0.7142857142857143,0.8571428571428571,2,14
73,14,B,0.8571428571428572,0.7142857142857142,1.0,2,14
73,14,C,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,14
74,6,A,0.5357142857142857,0.3571428571428571,0.7142857142857142,2,14
74,6,B,0.5,0.0,1.0,2,14
74,6,C,0.5714285714285714,0.5714285714285714,0.5714285714285714,1,14
74,10,A,0.5,0.42857142857142855,0.5714285714285714,2,14
74,10,B,0.5,1.0,0.0,2,14
74,10,C,0.5,0.0,1.0,1,14
74,14,A,0.42857142857142855,0.21428571428571427,0.6428571428571428,2,14
74,14,B,0.4285714285714286,0.07142857142857142,0.7857142857142857,2,14
74,14,C,0.42857142857142855,0.0,0.8571428571428571,1,14
75,6,A,0.5,0.5,0.5,2,15
75,6,B,0.7589285714285714,0.6428571428571428,0.875,2,15
75,6,C,0.8035714285714286,0.8571428571428571,0.75,1,15
75,10,A,0.38839285714285715,0.21428571428571427,0.5625,2,15
75,10,B,0.42410714285714285,0.2857142857142857,0.5625,2,15
75,10,C,0.4642857142857143,0.42857142857142855,0.5,1,15
75,14,A,0.5625,0.5,0.625,2,15
75,14,B,0.5803571428571429,0.7857142857142857,0.375,2,15
75,14,C,0.8035714285714286,0.8571428571428571,0.75,1,15
76,6,A,0.5,0.5,0.5,2,14
76,6,B,0.5,1.0,0.0,2,14
76,6,C,0.5,1.0,0.0,1,14
76,10,A,0.46428571428571425,0.42857142857142855,0.5,2,14
76,10,B,0.6785714285714285,0.5714285714285714,0.7857142857142857,2,14
76,10,C,0.5714285714285714,0.8571428571428571,0.2857142857142857,1,14
76,14,A,0.5,0.5714285714285714,0.42857142857142855,2,14
76,14,B,0.42857142857142855,0.7142857142857142,0.14285714285714285,2,14
76,14,C,0.5,0.42857142857142855,0.5714285714285714,1,14
77,6,A,0.5178571428571428,0.2857142857142857,0.75,2,15
77,6,B,0.5,0.0,1.0,2,15
77,6,C,0.5,0.0,1.0,1,15
77,10,A,0.3482142857142857,0.5714285714285714,0.125,2,15
77,10,B,0.4107142857142857,0.5714285714285714,0.25,2,15
77,10,C,0.49107142857142855,0.8571428571428571,0.125,1,15
77,14,A,0.5267857142857143,0.625,0.42857142857142855,2,15
77,14,B,0.5758928571428571,0.9375,0.21428571428571427,2,15
77,14,C,0.3392857142857143,0.25,0.42857142857142855,1,15
78,6,A,0.4285714285714286,0.5,0.35714285714285715,2,15
78,6,B,0.3794642857142857,0.6875,0.07142857142857142,2,15
78,6,C,0.6160714285714286,0.375,0.8571428571428571,1,15
78,10,A,0.3794642857142857,0.5714285714285714,0.1875,2,15
78,10,B,0.40625,0.0,0.8125,2,15
78,10,C,0.41964285714285715,0.7142857142857143,0.125,1,15
78,14,A,0.4464285714285714,0.6428571428571428,0.25,2,15
78,14,B,0.5758928571428571,0.21428571428571427,0.9375,2,15
78,14,C,0.4464285714285714,0.14285714285714285,0.75,1,15
79,6,A,0.6875,0.5,0.875,2,15
79,6,B,0.6919642857142857,0.5714285714285714,0.8125,2,15
79,6,C,0.8660714285714286,0.8571428571428571,0.875,1,15
79,10,A,0.5446428571428572,0.7142857142857143,0.375,2,15
79,10,B,0.5,1.0,0.0,2,15
79,10,C,0.6785714285714286,0.8571428571428571,0.5,1,15
79,14,A,0.6116071428571429,0.7857142857142857,0.4375,2,15
79,14,B,0.5535714285714286,0.8571428571428571,0.25,2,15
79,14,C,0.6071428571428572,0.7142857142857143,0.5,1,15
80,6,A,0.6517857142857143,0.375,0.9285714285714286,2,15
80,6,B,0.7455357142857143,0.5625,0.9285714285714286,2,15
80,6,C,0.625,0.25,1.0,1,15
80,10,A,0.7321428571428572,0.75,0.7142857142857142,2,15
80,10,B,0.6026785714285714,0.5625,0.6428571428571428,2,15
80,10,C,0.5892857142857143,0.75,0.42857142857142855,1,15
80,14,A,0.625,0.75,0.5,2,15
80,14,B,0.7410714285714286,0.625,0.8571428571428572,2,15
80,14,C,0.7232142857142857,0.875,0.5714285714285714,1,15
81,6,A,0.5089285714285714,0.14285714285714285,0.875,2,15
81,6,B,0.5044642857142857,0.07142857142857142,0.9375,2,15
81,6,C,0.5178571428571428,0.2857142857142857,0.75,1,15
81,10,A,0.45535714285714285,0.125,0.7857142857142857,2,15
81,10,B,0.5803571428571429,0.375,0.7857142857142857,2,15
81,10,C,0.75,0.5,1.0,1,15
81,14,A,0.3883928571428571,0.21428571428571427,0.5625,2,15
81,14,B,0.45535714285714285,0.2857142857142857,0.625,2,15
81,14,C,0.8660714285714286,0.8571428571428571,0.875,1,15
82,6,A,0.8035714285714286,0.75,0.8571428571428572,2,15
82,6,B,0.7232142857142858,0.875,0.5714285714285714,2,15
82,6,C,0.7321428571428572,0.75,0.7142857142857143,1,15
82,10,A,0.46875,0.4375,0.5,2,15
82,10,B,0.5178571428571428,0.75,0.2857142857142857,2,15
82,10,C,0.5535714285714286,0.25,0.8571428571428571,1,15
82,14,A,0.5,0.5,0.5,2,15
82,14,B,0.5223214285714286,0.1875,0.8571428571428571,2,15
82,14,C,0.6607142857142857,0.75,0.5714285714285714,1,15
83,6,A,0.65625,0.3125,1.0,2,15
83,6,B,0.5,0.0,1.0,2,15
83,6,C,0.5,0.0,1.0,1,15
83,10,A,0.7455357142857143,0.9285714285714286,0.5625,2,15
83,10,B,0.5803571428571429,0.7857142857142857,0.375,2,15
83,10,C,0.8660714285714286,0.8571428571428571,0.875,1,15
83,14,A,0.6517857142857142,0.42857142857142855,0.875,2,15
83,14,B,0.5803571428571428,0.2857142857142857,0.875,2,15
83,14,C,0.6517857142857143,0.42857142857142855,0.875,1,15
84,6,A,0.6517857142857143,0.42857142857142855,0.875,2,15
84,6,B,0.5401785714285714,0.6428571428571428,0.4375,2,15
84,6,C,0.5982142857142857,0.5714285714285714,0.625,1,15
84,10,A,0.5491071428571428,0.2857142857142857,0.8125,2,15
84,10,B,0.5223214285714286,0.8571428571428572,0.1875,2,15
84,10,C,0.5625,1.0,0.125,1,15
84,14,A,0.5089285714285714,0.375,0.6428571428571428,2,15
84,14,B,0.5803571428571428,0.875,0.2857142857142857,2,15
84,14,C,0.6160714285714286,0.375,0.8571428571428571,1,15
85,6,A,0.875,0.75,1.0,2,15
85,6,B,0.875,0.75,1.0,2,15
85,6,C,0.875,0.75,1.0,1,15
85,10,A,0.7723214285714286,0.8571428571428571,0.6875,2,15
85,10,B,0.9285714285714286,0.8571428571428571,1.0,2,15
85,10,C,1.0,1.0,1.0,1,15
85,14,A,0.7946428571428572,0.875,0.7142857142857142,2,15
85,14,B,0.90625,0.8125,1.0,2,15
85,14,C,0.9375,0.875,1.0,1,15
86,6,A,0.6428571428571428,0.7857142857142857,0.5,2,15
86,6,B,0.7857142857142857,0.5714285714285714,1.0,2,15
86,6,C,0.9375,1.0,0.875,1,15
86,10,A,0.7901785714285714,0.6428571428571428,0.9375,2,15
86,10,B,0.6116071428571429,0.7857142857142857,0.4375,2,15
86,10,C,1.0,1.0,1.0,1,15
86,14,A,0.3883928571428571,0.7142857142857142,0.0625,2,15
86,14,B,0.375,0.5,0.25,2,15
86,14,C,0.8125,1.0,0.625,1,15
87,6,A,0.4732142857142857,0.07142857142857142,0.875,2,15
87,6,B,0.5580357142857143,0.4285714285714286,0.6875,2,15
87,6,C,0.8035714285714286,0.8571428571428571,0.75,1,15
87,10,A,0.53125,0.5625,0.5,2,15
87,10,B,0.6026785714285714,0.5625,0.6428571428571428,2,15
87,10,C,0.6071428571428572,0.5,0.7142857142857143,1,15
87,14,A,0.4285714285714286,0.5,0.35714285714285715,2,15
87,14,B,0.5848214285714286,0.8125,0.3571428571428571,2,15
87,14,C,0.7857142857142857,1.0,0.5714285714285714,1,15
89,6,A,0.5625,0.125,1.0,2,15
89,6,B,0.5535714285714286,0.25,0.8571428571428572,2,15
89,6,C,0.5,1.0,0.0,1,15
89,10,A,0.4419642857142857,0.3125,0.5714285714285714,2,15
89,10,B,0.6116071428571429,0.4375,0.7857142857142857,2,15
89,10,C,0.33035714285714285,0.375,0.2857142857142857,1,15
89,14,A,0.6383928571428572,0.5625,0.7142857142857142,2,15
89,14,B,0.47321428571428575,0.375,0.5714285714285714,2,15
89,14,C,0.6517857142857143,0.875,0.42857142857142855,1,15
90,6,A,0.5401785714285714,0.9375,0.14285714285714285,2,15
90,6,B,0.5,1.0,0.0,2,15
90,6,C,0.6160714285714286,0.375,0.8571428571428571,1,15
90,10,A,0.4598214285714286,0.8571428571428572,0.0625,2,15
90,10,B,0.5133928571428571,0.7142857142857142,0.3125,2,15
90,10,C,0.6160714285714286,0.8571428571428571,0.375,1,15
90,14,A,0.5669642857142857,0.5714285714285714,0.5625,2,15
90,14,B,0.5669642857142858,0.5714285714285714,0.5625,2,15
90,14,C,0.5089285714285714,0.14285714285714285,0.875,1,15
91,6,A,0.6428571428571429,0.5,0.7857142857142857,2,15
91,6,B,0.7098214285714286,0.5625,0.8571428571428571,2,15
91,6,C,0.8660714285714286,0.875,0.8571428571428571,1,15
91,10,A,0.45982142857142855,0.3571428571428571,0.5625,2,15
91,10,B,0.49107142857142855,0.3571428571428571,0.625,2,15
91,10,C,0.6517857142857143,0.42857142857142855,0.875,1,15
91,14,A,0.5669642857142857,0.5714285714285714,0.5625,2,15
91,14,B,0.4732142857142857,0.07142857142857142,0.875,2,15
91,14,C,0.7321428571428572,0.7142857142857143,0.75,1,15
93,6,A,0.9285714285714286,1.0,0.8571428571428571,2,15
93,6,B,0.8035714285714286,0.75,0.8571428571428571,2,15
93,6,C,0.9285714285714286,1.0,0.8571428571428571,1,15
93,10,A,0.875,0.75,1.0,2,15
93,10,B,0.7767857142857143,0.625,0.9285714285714286,2,15
93,10,C,0.9375,0.875,1.0,1,15
93,14,A,0.8392857142857143,0.9285714285714286,0.75,2,15
93,14,B,0.8035714285714286,0.8571428571428571,0.75,2,15
93,14,C,0.8035714285714286,0.8571428571428571,0.75,1,15
94,6,A,0.71875,0.5,0.9375,2,15
94,6,B,0.7946428571428572,0.7142857142857142,0.875,2,15
94,6,C,0.5714285714285714,0.14285714285714285,1.0,1,15
94,10,A,0.8258928571428572,0.9375,0.7142857142857142,2,15
94,10,B,0.6428571428571428,1.0,0.2857142857142857,2,15
94,10,C,0.875,0.75,1.0,1,15
94,14,A,0.6383928571428572,0.7142857142857143,0.5625,2,15
94,14,B,0.7321428571428572,0.7142857142857143,0.75,2,15
94,14,C,0.8125,1.0,0.625,1,15
95,6,A,0.6339285714285714,0.625,0.6428571428571428,2,15
95,6,B,0.53125,0.5625,0.5,2,15
95,6,C,0.875,0.75,1.0,1,15
95,10,A,0.7053571428571428,0.7857142857142857,0.625,2,15
95,10,B,0.5982142857142857,0.5714285714285714,0.625,2,15
95,10,C,0.5089285714285714,0.14285714285714285,0.875,1,15
95,14,A,0.7008928571428572,0.7142857142857143,0.6875,2,15
95,14,B,0.6473214285714286,0.8571428571428572,0.4375,2,15
95,14,C,0.8125,1.0,0.625,1,15
96,6,A,0.5892857142857142,0.42857142857142855,0.75,2,15
96,6,B,0.65625,0.5,0.8125,2,15
96,6,C,0.5803571428571428,0.2857142857142857,0.875,1,15
96,10,A,0.5714285714285714,0.6428571428571428,0.5,2,15
96,10,B,0.38839285714285715,0.21428571428571427,0.5625,2,15
96,10,C,0.4375,0.0,0.875,1,15
96,14,A,0.45982142857142855,0.8571428571428571,0.0625,2,15
96,14,B,0.5223214285714286,0.8571428571428571,0.1875,2,15
96,14,C,0.49107142857142855,0.8571428571428571,0.125,1,15
97,6,A,0.5758928571428572,0.4375,0.7142857142857143,2,15
97,6,B,0.625,0.25,1.0,2,15
97,6,C,0.7321428571428572,0.75,0.7142857142857143,1,15
97,10,A,0.5892857142857143,0.4285714285714286,0.75,2,15
97,10,B,0.5446428571428571,0.21428571428571427,0.875,2,15
97,10,C,0.8035714285714286,0.8571428571428571,0.75,1,15
97,14,A,0.6696428571428572,0.625,0.7142857142857142,2,15
97,14,B,0.6741071428571428,0.5625,0.7857142857142857,2,15
97,14,C,0.875,0.75,1.0,1,15
98,6,A,0.6919642857142857,0.5714285714285714,0.8125,2,15
98,6,B,0.7633928571428572,0.7142857142857143,0.8125,2,15
98,6,C,0.9375,1.0,0.875,1,15
98,10,A,0.6875,0.5,0.875,2,15
98,10,B,0.6875,0.5,0.875,2,15
98,10,C,0.7946428571428572,0.7142857142857143,0.875,1,15
98,14,A,0.5357142857142857,0.5714285714285714,0.5,2,15
98,14,B,0.6875,1.0,0.375,2,15
98,14,C,0.5357142857142857,0.5714285714285714,0.5,1,15
99,6,A,0.3973214285714286,0.35714285714285715,0.4375,2,15
99,6,B,0.4375,0.5,0.375,2,15
99,6,C,0.5267857142857143,0.42857142857142855,0.625,1,15
99,10,A,0.6071428571428572,0.7142857142857142,0.5,2,15
99,10,B,0.4732142857142857,0.5714285714285714,0.375,2,15
99,10,C,0.5357142857142857,0.5714285714285714,0.5,1,15
99,14,A,0.6026785714285714,0.6428571428571428,0.5625,2,15
99,14,B,0.5401785714285714,0.6428571428571428,0.4375,2,15
99,14,C,0.5982142857142857,0.5714285714285714,0.625,1,15
101,6,A,0.41964285714285715,0.625,0.21428571428571427,2,15
101,6,B,0.4196428571428571,0.625,0.21428571428571427,2,15
101,6,C,0.4375,0.875,0.0,1,15
101,10,A,0.6339285714285714,0.625,0.6428571428571428,2,15
101,10,B,0.5,0.5,0.5,2,15
101,10,C,0.4732142857142857,0.375,0.5714285714285714,1,15
101,14,A,0.5892857142857143,0.75,0.42857142857142855,2,15
101,14,B,0.45089285714285715,0.1875,0.7142857142857143,2,15
101,14,C,0.4375,0.875,0.0,1,15
102,6,A,0.5357142857142857,0.7142857142857143,0.3571428571428571,2,14
102,6,B,0.7142857142857143,0.8571428571428572,0.5714285714285714,2,14
102,6,C,0.5714285714285714,1.0,0.14285714285714285,1,14
102,10,A,0.4642857142857143,0.7857142857142857,0.14285714285714285,2,14
102,10,B,0.5,0.5,0.5,2,14
102,10,C,0.5,0.0,1.0,1,14
102,14,A,0.3571428571428571,0.5,0.21428571428571427,2,14
102,14,B,0.39285714285714285,0.5714285714285714,0.21428571428571427,2,14
102,14,C,0.5,0.7142857142857143,0.2857142857142857,1,14
103,6,A,0.5,0.5,0.5,2,15
103,6,B,0.5625,0.625,0.5,2,15
103,6,C,0.4642857142857143,0.5,0.42857142857142855,1,15
103,10,A,0.5625,0.5,0.625,2,15
103,10,B,0.5401785714285714,0.6428571428571428,0.4375,2,15
103,10,C,0.6875,1.0,0.375,1,15
103,14,A,0.59375,0.5,0.6875,2,15
103,14,B,0.53125,1.0,0.0625,2,15
103,14,C,0.9375,1.0,0.875,1,15
104,6,A,0.8571428571428572,0.7142857142857142,1.0,2,15
104,6,B,0.7098214285714286,0.8571428571428572,0.5625,2,15
104,6,C,0.8660714285714286,0.8571428571428571,0.875,1,15
104,10,A,0.9375,0.875,1.0,2,15
104,10,B,0.96875,0.9375,1.0,2,15
104,10,C,0.875,0.75,1.0,1,15
104,14,A,0.6964285714285714,0.6428571428571428,0.75,2,15
104,14,B,0.7053571428571429,0.7857142857142857,0.625,2,15
104,14,C,0.5982142857142857,0.5714285714285714,0.625,1,15
105,6,A,0.46875,0.4375,0.5,2,15
105,6,B,0.6383928571428572,0.5625,0.7142857142857143,2,15
105,6,C,0.7232142857142857,0.875,0.5714285714285714,1,15
105,10,A,0.41964285714285715,0.625,0.21428571428571427,2,15
105,10,B,0.5133928571428571,0.3125,0.7142857142857142,2,15
105,10,C,0.6696428571428572,0.625,0.7142857142857143,1,15
105,14,A,0.6026785714285714,0.5625,0.6428571428571428,2,15
105,14,B,0.5714285714285714,0.5,0.6428571428571428,2,15
105,14,C,0.6785714285714286,0.5,0.8571428571428571,1,15
106,6,A,0.5669642857142857,0.5714285714285714,0.5625,2,15
106,6,B,0.4464285714285714,0.14285714285714285,0.75,2,15
106,6,C,0.6696428571428572,0.7142857142857143,0.625,1,15
106,10,A,0.6339285714285714,0.625,0.6428571428571428,2,15
106,10,B,0.5803571428571428,0.875,0.2857142857142857,2,15
106,10,C,0.6517857142857143,0.875,0.42857142857142855,1,15
106,14,A,0.6785714285714286,0.5,0.8571428571428572,2,15
106,14,B,0.7142857142857143,0.5,0.9285714285714286,2,15
106,14,C,0.6071428571428572,0.5,0.7142857142857143,1,15
107,6,A,0.59375,0.5,0.6875,2,15
107,6,B,0.6071428571428571,0.21428571428571427,1.0,2,15
107,6,C,0.5892857142857143,0.42857142857142855,0.75,1,15
107,10,A,0.5580357142857143,0.6875,0.42857142857142855,2,15
107,10,B,0.6071428571428572,0.5,0.7142857142857143,2,15
107,10,C,0.5982142857142857,0.625,0.5714285714285714,1,15
107,14,A,0.6205357142857143,0.42857142857142855,0.8125,2,15
107,14,B,0.5758928571428572,0.7142857142857143,0.4375,2,15
107,14,C,0.7857142857142857,0.5714285714285714,1.0,1,15
108,6,A,0.47321428571428575,0.5714285714285714,0.375,2,15
108,6,B,0.5535714285714286,0.3571428571428571,0.75,2,15
108,6,C,0.48214285714285715,0.7142857142857143,0.25,1,15
108,10,A,0.5892857142857143,0.42857142857142855,0.75,2,15
108,10,B,0.6919642857142857,0.5714285714285714,0.8125,2,15
108,10,C,0.5267857142857143,0.42857142857142855,0.625,1,15
108,14,A,0.5133928571428571,0.3125,0.7142857142857142,2,15
108,14,B,0.5491071428571428,0.3125,0.7857142857142857,2,15
108,14,C,0.5,0.0,1.0,1,15
109,6,A,0.5625,0.625,0.5,2,15
109,6,B,0.53125,0.0625,1.0,2,15
109,6,C,0.48214285714285715,0.25,0.7142857142857143,1,15
109,10,A,0.6294642857142858,0.6875,0.5714285714285714,2,15
109,10,B,0.6651785714285714,0.6875,0.6428571428571428,2,15
109,10,C,0.5803571428571428,0.875,0.2857142857142857,1,15
109,14,A,0.4151785714285714,0.6428571428571428,0.1875,2,15
109,14,B,0.6875,1.0,0.375,2,15
109,14,C,0.6875,1.0,0.375,1,15
