subject,model,qc_sensitivity,fold,test_run,training_runs,balanced_accuracy,accuracy,macro_f1,roc_auc,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count
6,csp_6_ledoit_wolf,True,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.8392857142857142,1.0,0.42857142857142855,8,0,4,3,15
7,spectral_baseline_6,False,1,6,10/14,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.9464285714285714,0.8571428571428571,0.875,6,1,1,7,15
7,spectral_baseline_6,False,2,10,6/14,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.8571428571428571,0.75,0.7142857142857143,6,2,2,5,15
7,spectral_baseline_6,False,3,14,6/10,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.5714285714285714,0.7142857142857143,0.375,5,2,5,3,15
7,spectral_baseline_6,True,1,6,10/14,0.8285714285714285,0.8333333333333334,0.8285714285714285,0.9714285714285715,0.8,0.8571428571428571,4,1,1,6,12
7,spectral_baseline_6,True,2,10,6/14,0.7023809523809523,0.6923076923076923,0.6904761904761905,0.7619047619047619,0.5714285714285714,0.8333333333333334,4,3,1,5,13
7,spectral_baseline_6,True,3,14,6/10,0.5833333333333334,0.5833333333333334,0.5555555555555556,0.638888888888889,0.8333333333333334,0.3333333333333333,5,1,4,2,12
7,spectral_baseline_9,False,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
7,spectral_baseline_9,False,2,10,6/14,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.9107142857142857,0.75,0.7142857142857143,6,2,2,5,15
7,spectral_baseline_9,False,3,14,6/10,0.6785714285714286,0.6666666666666666,0.660633484162896,0.6428571428571429,0.8571428571428571,0.5,6,1,4,4,15
7,spectral_baseline_9,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,7,12
7,spectral_baseline_9,True,2,10,6/14,0.8452380952380952,0.8461538461538461,0.8452380952380952,0.8809523809523809,0.8571428571428571,0.8333333333333334,6,1,1,5,13
7,spectral_baseline_9,True,3,14,6/10,0.6666666666666667,0.6666666666666666,0.6571428571428571,0.7222222222222223,0.8333333333333334,0.5,5,1,3,3,12
7,csp_4_empirical,False,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
7,csp_4_empirical,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,0.9821428571428571,1.0,0.8571428571428571,8,0,1,6,15
7,csp_4_empirical,False,3,14,6/10,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.9464285714285714,0.8571428571428571,0.875,6,1,1,7,15
7,csp_4_empirical,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,7,12
7,csp_4_empirical,True,2,10,6/14,0.9166666666666667,0.9230769230769231,0.9212121212121211,0.9285714285714286,1.0,0.8333333333333334,7,0,1,5,13
7,csp_4_empirical,True,3,14,6/10,0.9166666666666667,0.9166666666666666,0.916083916083916,0.9166666666666667,1.0,0.8333333333333334,6,0,1,5,12
7,csp_4_ledoit_wolf,False,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
7,csp_4_ledoit_wolf,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,0.9642857142857143,1.0,0.8571428571428571,8,0,1,6,15
7,csp_4_ledoit_wolf,False,3,14,6/10,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.9464285714285714,0.8571428571428571,0.875,6,1,1,7,15
7,csp_4_ledoit_wolf,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,7,12
7,csp_4_ledoit_wolf,True,2,10,6/14,0.9166666666666667,0.9230769230769231,0.9212121212121211,0.9285714285714286,1.0,0.8333333333333334,7,0,1,5,13
7,csp_4_ledoit_wolf,True,3,14,6/10,0.9166666666666667,0.9166666666666666,0.916083916083916,0.888888888888889,1.0,0.8333333333333334,6,0,1,5,12
7,csp_6_ledoit_wolf,False,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
7,csp_6_ledoit_wolf,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,0.9821428571428571,1.0,0.8571428571428571,8,0,1,6,15
7,csp_6_ledoit_wolf,False,3,14,6/10,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.9464285714285714,0.8571428571428571,0.875,6,1,1,7,15
7,csp_6_ledoit_wolf,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,7,12
7,csp_6_ledoit_wolf,True,2,10,6/14,0.9166666666666667,0.9230769230769231,0.9212121212121211,0.9761904761904763,1.0,0.8333333333333334,7,0,1,5,13
7,csp_6_ledoit_wolf,True,3,14,6/10,0.9166666666666667,0.9166666666666666,0.916083916083916,0.888888888888889,1.0,0.8333333333333334,6,0,1,5,12
8,spectral_baseline_6,False,1,6,10/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,0.9821428571428572,0.8571428571428571,1.0,6,1,0,8,15
8,spectral_baseline_6,False,2,10,6/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.7857142857142857,1.0,0.7142857142857143,8,0,2,5,15
8,spectral_baseline_6,False,3,14,6/10,0.9375,0.9333333333333333,0.9333333333333333,0.9821428571428571,0.875,1.0,7,1,0,7,15
8,spectral_baseline_6,True,1,6,10/14,0.9,0.9,0.898989898989899,1.0,0.8,1.0,4,1,0,5,10
8,spectral_baseline_6,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,2,7
8,spectral_baseline_6,True,3,14,6/10,0.875,0.875,0.873015873015873,1.0,0.75,1.0,3,1,0,4,8
8,spectral_baseline_9,False,1,6,10/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,0.9285714285714286,0.8571428571428571,1.0,6,1,0,8,15
8,spectral_baseline_9,False,2,10,6/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.7678571428571428,1.0,0.7142857142857143,8,0,2,5,15
8,spectral_baseline_9,False,3,14,6/10,0.9375,0.9333333333333333,0.9333333333333333,1.0,0.875,1.0,7,1,0,7,15
8,spectral_baseline_9,True,1,6,10/14,0.9,0.9,0.898989898989899,1.0,0.8,1.0,4,1,0,5,10
8,spectral_baseline_9,True,2,10,6/14,0.75,0.8571428571428571,0.7878787878787878,1.0,1.0,0.5,5,0,1,1,7
8,spectral_baseline_9,True,3,14,6/10,0.875,0.875,0.873015873015873,1.0,0.75,1.0,3,1,0,4,8
8,csp_4_empirical,False,1,6,10/14,0.7857142857142857,0.8,0.784688995215311,0.9464285714285714,0.5714285714285714,1.0,4,3,0,8,15
8,csp_4_empirical,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,1.0,0.8571428571428571,8,0,1,6,15
8,csp_4_empirical,False,3,14,6/10,0.9375,0.9333333333333333,0.9333333333333333,1.0,0.875,1.0,7,1,0,7,15
8,csp_4_empirical,True,1,6,10/14,0.8,0.8,0.8,0.9600000000000001,0.8,0.8,4,1,1,4,10
8,csp_4_empirical,True,2,10,6/14,0.65,0.7142857142857143,0.65,0.9,0.8,0.5,4,1,1,1,7
8,csp_4_empirical,True,3,14,6/10,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,4,8
8,csp_4_ledoit_wolf,False,1,6,10/14,0.7857142857142857,0.8,0.784688995215311,0.9464285714285714,0.5714285714285714,1.0,4,3,0,8,15
8,csp_4_ledoit_wolf,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,1.0,0.8571428571428571,8,0,1,6,15
8,csp_4_ledoit_wolf,False,3,14,6/10,0.9375,0.9333333333333333,0.9333333333333333,1.0,0.875,1.0,7,1,0,7,15
8,csp_4_ledoit_wolf,True,1,6,10/14,0.8,0.8,0.8,0.9600000000000001,0.8,0.8,4,1,1,4,10
8,csp_4_ledoit_wolf,True,2,10,6/14,0.75,0.8571428571428571,0.7878787878787878,0.9,1.0,0.5,5,0,1,1,7
8,csp_4_ledoit_wolf,True,3,14,6/10,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,4,8
8,csp_6_ledoit_wolf,False,1,6,10/14,0.7857142857142857,0.8,0.784688995215311,0.9821428571428572,0.5714285714285714,1.0,4,3,0,8,15
8,csp_6_ledoit_wolf,False,2,10,6/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.9642857142857143,1.0,0.7142857142857143,8,0,2,5,15
8,csp_6_ledoit_wolf,False,3,14,6/10,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,7,15
8,csp_6_ledoit_wolf,True,1,6,10/14,0.5,0.5,0.3333333333333333,1.0,1.0,0.0,5,0,5,0,10
8,csp_6_ledoit_wolf,True,2,10,6/14,0.75,0.8571428571428571,0.7878787878787878,0.9,1.0,0.5,5,0,1,1,7
8,csp_6_ledoit_wolf,True,3,14,6/10,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,4,8
9,spectral_baseline_6,False,1,6,10/14,0.6607142857142857,0.6666666666666666,0.660633484162896,0.7857142857142857,0.75,0.5714285714285714,6,2,3,4,15
9,spectral_baseline_6,False,2,10,6/14,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.6071428571428572,0.875,0.14285714285714285,7,1,6,1,15
9,spectral_baseline_6,False,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.48214285714285715,0.5714285714285714,0.5,4,3,4,4,15
9,spectral_baseline_6,True,1,6,10/14,0.7023809523809523,0.6923076923076923,0.6904761904761905,0.8571428571428572,0.8333333333333334,0.5714285714285714,5,1,3,4,13
9,spectral_baseline_6,True,2,10,6/14,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.5714285714285714,0.875,0.14285714285714285,7,1,6,1,15
9,spectral_baseline_6,True,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5,0.5714285714285714,0.5,4,3,4,4,15
9,spectral_baseline_9,False,1,6,10/14,0.5982142857142857,0.6,0.5982142857142857,0.7321428571428572,0.625,0.5714285714285714,5,3,3,4,15
9,spectral_baseline_9,False,2,10,6/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.6071428571428571,0.625,0.2857142857142857,5,3,5,2,15
9,spectral_baseline_9,False,3,14,6/10,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.48214285714285715,0.42857142857142855,0.5,3,4,4,4,15
9,spectral_baseline_9,True,1,6,10/14,0.6190476190476191,0.6153846153846154,0.6153846153846154,0.7380952380952381,0.6666666666666666,0.5714285714285714,4,2,3,4,13
9,spectral_baseline_9,True,2,10,6/14,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.5357142857142857,0.875,0.14285714285714285,7,1,6,1,15
9,spectral_baseline_9,True,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.48214285714285715,0.5714285714285714,0.5,4,3,4,4,15
9,csp_4_empirical,False,1,6,10/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.8214285714285714,1.0,0.2857142857142857,8,0,5,2,15
9,csp_4_empirical,False,2,10,6/14,0.6607142857142857,0.6666666666666666,0.660633484162896,0.8035714285714286,0.75,0.5714285714285714,6,2,3,4,15
9,csp_4_empirical,False,3,14,6/10,0.5982142857142857,0.6,0.5982142857142857,0.5535714285714286,0.5714285714285714,0.625,4,3,3,5,15
9,csp_4_empirical,True,1,6,10/14,0.6428571428571428,0.6153846153846154,0.5751633986928104,0.8571428571428572,1.0,0.2857142857142857,6,0,5,2,13
9,csp_4_empirical,True,2,10,6/14,0.6071428571428572,0.6,0.5982142857142857,0.7857142857142857,0.5,0.7142857142857143,4,4,2,5,15
9,csp_4_empirical,True,3,14,6/10,0.5714285714285714,0.6,0.48863636363636365,0.6607142857142857,0.14285714285714285,1.0,1,6,0,8,15
9,csp_4_ledoit_wolf,False,1,6,10/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.8035714285714286,1.0,0.2857142857142857,8,0,5,2,15
9,csp_4_ledoit_wolf,False,2,10,6/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.6964285714285714,1.0,0.2857142857142857,8,0,5,2,15
9,csp_4_ledoit_wolf,False,3,14,6/10,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.625,0.42857142857142855,0.625,3,4,3,5,15
9,csp_4_ledoit_wolf,True,1,6,10/14,0.6428571428571428,0.6153846153846154,0.5751633986928104,0.8095238095238095,1.0,0.2857142857142857,6,0,5,2,13
9,csp_4_ledoit_wolf,True,2,10,6/14,0.5982142857142857,0.6,0.5982142857142857,0.6785714285714286,0.625,0.5714285714285714,5,3,3,4,15
9,csp_4_ledoit_wolf,True,3,14,6/10,0.5,0.4666666666666667,0.3181818181818182,0.5892857142857143,1.0,0.0,7,0,8,0,15
9,csp_6_ledoit_wolf,False,1,6,10/14,0.5714285714285714,0.6,0.48863636363636365,0.6964285714285714,1.0,0.14285714285714285,8,0,6,1,15
9,csp_6_ledoit_wolf,False,2,10,6/14,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.6785714285714286,0.625,0.42857142857142855,5,3,4,3,15
9,csp_6_ledoit_wolf,False,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5,0.5714285714285714,0.5,4,3,4,4,15
9,csp_6_ledoit_wolf,True,1,6,10/14,0.5714285714285714,0.5384615384615384,0.4583333333333333,0.7857142857142858,1.0,0.14285714285714285,6,0,6,1,13
9,csp_6_ledoit_wolf,True,2,10,6/14,0.4464285714285714,0.4666666666666667,0.4,0.5714285714285714,0.75,0.14285714285714285,6,2,6,1,15
9,csp_6_ledoit_wolf,True,3,14,6/10,0.5714285714285714,0.6,0.48863636363636365,0.625,0.14285714285714285,1.0,1,6,0,8,15
10,spectral_baseline_6,False,1,6,10/14,0.8035714285714286,0.8,0.8,0.8928571428571428,0.8571428571428571,0.75,6,1,2,6,15
10,spectral_baseline_6,False,2,10,6/14,0.75,0.7333333333333333,0.7222222222222222,0.8214285714285714,0.5,1.0,4,4,0,7,15
10,spectral_baseline_6,False,3,14,6/10,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.6964285714285714,0.875,0.42857142857142855,7,1,4,3,15
10,spectral_baseline_6,True,1,6,10/14,0.8333333333333333,0.7777777777777778,0.775,1.0,1.0,0.6666666666666666,3,0,2,4,9
10,spectral_baseline_6,True,2,10,6/14,0.5428571428571429,0.5,0.4857142857142857,0.8285714285714285,0.2857142857142857,0.8,2,5,1,4,12
10,spectral_baseline_6,True,3,14,6/10,0.6458333333333333,0.6428571428571429,0.641025641025641,0.7291666666666666,0.625,0.6666666666666666,5,3,2,4,14
10,spectral_baseline_9,False,1,6,10/14,0.8035714285714286,0.8,0.8,0.7857142857142857,0.8571428571428571,0.75,6,1,2,6,15
10,spectral_baseline_9,False,2,10,6/14,0.7410714285714286,0.7333333333333333,0.7321428571428572,0.8392857142857142,0.625,0.8571428571428571,5,3,1,6,15
10,spectral_baseline_9,False,3,14,6/10,0.5892857142857143,0.6,0.5833333333333333,0.6607142857142857,0.75,0.42857142857142855,6,2,4,3,15
10,spectral_baseline_9,True,1,6,10/14,0.8333333333333333,0.7777777777777778,0.775,0.888888888888889,1.0,0.6666666666666666,3,0,2,4,9
10,spectral_baseline_9,True,2,10,6/14,0.6142857142857143,0.5833333333333334,0.5804195804195804,0.8285714285714285,0.42857142857142855,0.8,3,4,1,4,12
10,spectral_baseline_9,True,3,14,6/10,0.6458333333333333,0.6428571428571429,0.641025641025641,0.7291666666666666,0.625,0.6666666666666666,5,3,2,4,14
10,csp_4_empirical,False,1,6,10/14,0.5714285714285714,0.6,0.48863636363636365,0.9464285714285714,0.14285714285714285,1.0,1,6,0,8,15
10,csp_4_empirical,False,2,10,6/14,0.75,0.7333333333333333,0.7222222222222222,0.8214285714285714,0.5,1.0,4,4,0,7,15
10,csp_4_empirical,False,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.875,0.875,0.5714285714285714,7,1,3,4,15
10,csp_4_empirical,True,1,6,10/14,0.6666666666666666,0.7777777777777778,0.6785714285714286,1.0,0.3333333333333333,1.0,1,2,0,6,9
10,csp_4_empirical,True,2,10,6/14,0.9285714285714286,0.9166666666666666,0.916083916083916,0.942857142857143,0.8571428571428571,1.0,6,1,0,5,12
10,csp_4_empirical,True,3,14,6/10,0.9166666666666667,0.9285714285714286,0.9251336898395721,1.0,1.0,0.8333333333333334,8,0,1,5,14
10,csp_4_ledoit_wolf,False,1,6,10/14,0.5714285714285714,0.6,0.48863636363636365,0.9464285714285714,0.14285714285714285,1.0,1,6,0,8,15
10,csp_4_ledoit_wolf,False,2,10,6/14,0.75,0.7333333333333333,0.7222222222222222,0.8214285714285714,0.5,1.0,4,4,0,7,15
10,csp_4_ledoit_wolf,False,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.8571428571428572,0.875,0.5714285714285714,7,1,3,4,15
10,csp_4_ledoit_wolf,True,1,6,10/14,0.6666666666666666,0.7777777777777778,0.6785714285714286,1.0,0.3333333333333333,1.0,1,2,0,6,9
10,csp_4_ledoit_wolf,True,2,10,6/14,0.8571428571428572,0.8333333333333334,0.8333333333333334,0.942857142857143,0.7142857142857143,1.0,5,2,0,5,12
10,csp_4_ledoit_wolf,True,3,14,6/10,0.9166666666666667,0.9285714285714286,0.9251336898395721,0.9791666666666666,1.0,0.8333333333333334,8,0,1,5,14
10,csp_6_ledoit_wolf,False,1,6,10/14,0.5714285714285714,0.6,0.48863636363636365,0.9642857142857143,0.14285714285714285,1.0,1,6,0,8,15
10,csp_6_ledoit_wolf,False,2,10,6/14,0.75,0.7333333333333333,0.7222222222222222,0.8214285714285714,0.5,1.0,4,4,0,7,15
10,csp_6_ledoit_wolf,False,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.8571428571428571,0.875,0.5714285714285714,7,1,3,4,15
10,csp_6_ledoit_wolf,True,1,6,10/14,0.5,0.6666666666666666,0.4,1.0,0.0,1.0,0,3,0,6,9
10,csp_6_ledoit_wolf,True,2,10,6/14,0.9285714285714286,0.9166666666666666,0.916083916083916,0.942857142857143,0.8571428571428571,1.0,6,1,0,5,12
10,csp_6_ledoit_wolf,True,3,14,6/10,0.9166666666666667,0.9285714285714286,0.9251336898395721,0.9583333333333334,1.0,0.8333333333333334,8,0,1,5,14
11,spectral_baseline_6,False,1,6,10/14,0.39285714285714285,0.4,0.3891402714932127,0.21428571428571425,0.5,0.2857142857142857,4,4,5,2,15
11,spectral_baseline_6,False,2,10,6/14,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.17857142857142855,0.2857142857142857,0.25,2,5,6,2,15
11,spectral_baseline_6,False,3,14,6/10,0.3482142857142857,0.3333333333333333,0.3055555555555555,0.3035714285714286,0.5714285714285714,0.125,4,3,7,1,15
11,spectral_baseline_6,True,1,6,10/14,0.39285714285714285,0.4,0.3891402714932127,0.23214285714285712,0.5,0.2857142857142857,4,4,5,2,15
11,spectral_baseline_6,True,2,10,6/14,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2040816326530612,0.2857142857142857,0.2857142857142857,2,5,5,2,14
11,spectral_baseline_6,True,3,14,6/10,0.21428571428571427,0.2,0.16666666666666666,0.25,0.42857142857142855,0.0,3,4,8,0,15
11,spectral_baseline_9,False,1,6,10/14,0.39285714285714285,0.4,0.3891402714932127,0.2857142857142857,0.5,0.2857142857142857,4,4,5,2,15
11,spectral_baseline_9,False,2,10,6/14,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.19642857142857142,0.2857142857142857,0.25,2,5,6,2,15
11,spectral_baseline_9,False,3,14,6/10,0.39285714285714285,0.4,0.3891402714932127,0.33928571428571425,0.2857142857142857,0.5,2,5,4,4,15
11,spectral_baseline_9,True,1,6,10/14,0.3214285714285714,0.3333333333333333,0.3055555555555555,0.26785714285714285,0.5,0.14285714285714285,4,4,6,1,15
11,spectral_baseline_9,True,2,10,6/14,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.18367346938775508,0.2857142857142857,0.2857142857142857,2,5,5,2,14
11,spectral_baseline_9,True,3,14,6/10,0.39285714285714285,0.4,0.3891402714932127,0.35714285714285715,0.2857142857142857,0.5,2,5,4,4,15
11,csp_4_empirical,False,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.4464285714285714,1.0,0.0,8,0,7,0,15
11,csp_4_empirical,False,2,10,6/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.48214285714285715,0.2857142857142857,0.625,2,5,3,5,15
11,csp_4_empirical,False,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.6071428571428571,0.42857142857142855,1.0,3,4,0,8,15
11,csp_4_empirical,True,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.48214285714285715,1.0,0.0,8,0,7,0,15
11,csp_4_empirical,True,2,10,6/14,0.42857142857142855,0.42857142857142855,0.41666666666666663,0.4693877551020408,0.2857142857142857,0.5714285714285714,2,5,3,4,14
11,csp_4_empirical,True,3,14,6/10,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.5714285714285715,0.42857142857142855,0.875,3,4,1,7,15
11,csp_4_ledoit_wolf,False,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.42857142857142855,1.0,0.0,8,0,7,0,15
11,csp_4_ledoit_wolf,False,2,10,6/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.5178571428571429,0.2857142857142857,0.625,2,5,3,5,15
11,csp_4_ledoit_wolf,False,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.625,0.42857142857142855,1.0,3,4,0,8,15
11,csp_4_ledoit_wolf,True,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.48214285714285715,1.0,0.0,8,0,7,0,15
11,csp_4_ledoit_wolf,True,2,10,6/14,0.42857142857142855,0.42857142857142855,0.41666666666666663,0.4897959183673469,0.2857142857142857,0.5714285714285714,2,5,3,4,14
11,csp_4_ledoit_wolf,True,3,14,6/10,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.5892857142857143,0.42857142857142855,0.875,3,4,1,7,15
11,csp_6_ledoit_wolf,False,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.5714285714285714,1.0,0.0,8,0,7,0,15
11,csp_6_ledoit_wolf,False,2,10,6/14,0.3839285714285714,0.4,0.354066985645933,0.4642857142857143,0.14285714285714285,0.625,1,6,3,5,15
11,csp_6_ledoit_wolf,False,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.6964285714285715,0.5714285714285714,0.875,4,3,1,7,15
11,csp_6_ledoit_wolf,True,1,6,10/14,0.5,0.5333333333333333,0.34782608695652173,0.5178571428571429,1.0,0.0,8,0,7,0,15
11,csp_6_ledoit_wolf,True,2,10,6/14,0.3571428571428571,0.35714285714285715,0.3262032085561497,0.4693877551020408,0.14285714285714285,0.5714285714285714,1,6,3,4,14
11,csp_6_ledoit_wolf,True,3,14,6/10,0.6607142857142857,0.6666666666666666,0.660633484162896,0.6964285714285714,0.5714285714285714,0.75,4,3,2,6,15
12,spectral_baseline_6,False,1,6,10/14,0.2589285714285714,0.26666666666666666,0.25339366515837103,0.28571428571428575,0.14285714285714285,0.375,1,6,5,3,15
12,spectral_baseline_6,False,2,10,6/14,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.39285714285714285,0.7142857142857143,0.375,5,2,5,3,15
12,spectral_baseline_6,False,3,14,6/10,0.3392857142857143,0.3333333333333333,0.33035714285714285,0.2857142857142857,0.25,0.42857142857142855,2,6,4,3,15
12,spectral_baseline_6,True,1,6,10/14,0.1875,0.21428571428571427,0.17647058823529413,0.20833333333333334,0.0,0.375,0,6,5,3,14
12,spectral_baseline_6,True,2,10,6/14,0.39285714285714285,0.38461538461538464,0.38095238095238093,0.2857142857142857,0.2857142857142857,0.5,2,5,3,3,13
12,spectral_baseline_6,True,3,14,6/10,0.2708333333333333,0.2857142857142857,0.2708333333333333,0.2708333333333333,0.375,0.16666666666666666,3,5,5,1,14
12,spectral_baseline_9,False,1,6,10/14,0.4017857142857143,0.4,0.4,0.41071428571428575,0.42857142857142855,0.375,3,4,5,3,15
12,spectral_baseline_9,False,2,10,6/14,0.5982142857142857,0.6,0.5982142857142857,0.625,0.5714285714285714,0.625,4,3,3,5,15
12,spectral_baseline_9,False,3,14,6/10,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.42857142857142855,0.375,0.5714285714285714,3,5,3,4,15
12,spectral_baseline_9,True,1,6,10/14,0.35416666666666663,0.35714285714285715,0.35384615384615387,0.35416666666666663,0.3333333333333333,0.375,2,4,5,3,14
12,spectral_baseline_9,True,2,10,6/14,0.5595238095238095,0.5384615384615384,0.5125,0.6666666666666666,0.2857142857142857,0.8333333333333334,2,5,1,5,13
12,spectral_baseline_9,True,3,14,6/10,0.4375,0.42857142857142855,0.42857142857142855,0.47916666666666663,0.375,0.5,3,5,3,3,14
12,csp_4_empirical,False,1,6,10/14,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.8035714285714286,0.42857142857142855,0.875,3,4,1,7,15
12,csp_4_empirical,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,0.8571428571428571,1.0,6,1,0,8,15
12,csp_4_empirical,False,3,14,6/10,0.9375,0.9333333333333333,0.9333333333333333,1.0,0.875,1.0,7,1,0,7,15
12,csp_4_empirical,True,1,6,10/14,0.6041666666666666,0.6428571428571429,0.5906432748538011,0.6666666666666667,0.3333333333333333,0.875,2,4,1,7,14
12,csp_4_empirical,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,6,13
12,csp_4_empirical,True,3,14,6/10,0.5416666666666667,0.5,0.47593582887700536,0.875,0.25,0.8333333333333334,2,6,1,5,14
12,csp_4_ledoit_wolf,False,1,6,10/14,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.8571428571428571,0.42857142857142855,0.875,3,4,1,7,15
12,csp_4_ledoit_wolf,False,2,10,6/14,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,0.8571428571428571,1.0,6,1,0,8,15
12,csp_4_ledoit_wolf,False,3,14,6/10,0.75,0.7333333333333333,0.7222222222222222,0.9285714285714286,0.5,1.0,4,4,0,7,15
12,csp_4_ledoit_wolf,True,1,6,10/14,0.6041666666666666,0.6428571428571429,0.5906432748538011,0.7083333333333334,0.3333333333333333,0.875,2,4,1,7,14
12,csp_4_ledoit_wolf,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,6,13
12,csp_4_ledoit_wolf,True,3,14,6/10,0.9375,0.9285714285714286,0.9282051282051282,1.0,0.875,1.0,7,1,0,6,14
12,csp_6_ledoit_wolf,False,1,6,10/14,0.7946428571428572,0.8,0.7963800904977376,0.8214285714285714,0.7142857142857143,0.875,5,2,1,7,15
12,csp_6_ledoit_wolf,False,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,8,15
12,csp_6_ledoit_wolf,False,3,14,6/10,0.8125,0.8,0.7963800904977376,0.9821428571428571,0.625,1.0,5,3,0,7,15
12,csp_6_ledoit_wolf,True,1,6,10/14,0.6041666666666666,0.6428571428571429,0.5906432748538011,0.7291666666666667,0.3333333333333333,0.875,2,4,1,7,14
12,csp_6_ledoit_wolf,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,6,13
12,csp_6_ledoit_wolf,True,3,14,6/10,0.875,0.8571428571428571,0.8571428571428571,0.9791666666666666,0.75,1.0,6,2,0,6,14
13,spectral_baseline_6,False,1,6,10/14,0.6607142857142857,0.6666666666666666,0.660633484162896,0.6964285714285714,0.75,0.5714285714285714,6,2,3,4,15
