subject,model,qc_sensitivity,fold,test_run,training_runs,balanced_accuracy,accuracy,macro_f1,roc_auc,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count
13,spectral_baseline_6,False,2,10,6/14,0.5982142857142857,0.6,0.5982142857142857,0.5535714285714286,0.5714285714285714,0.625,4,3,3,5,15
13,spectral_baseline_6,False,3,14,6/10,0.5982142857142857,0.6,0.5982142857142857,0.5535714285714286,0.5714285714285714,0.625,4,3,3,5,15
13,spectral_baseline_6,True,1,6,10/14,0.675,0.6666666666666666,0.6666666666666666,0.8,0.75,0.6,3,1,2,3,9
13,spectral_baseline_6,True,2,10,6/14,0.5,0.5,0.49743589743589745,0.5,0.5,0.5,3,3,4,4,14
13,spectral_baseline_6,True,3,14,6/10,0.5892857142857143,0.6,0.5833333333333333,0.5714285714285714,0.42857142857142855,0.75,3,4,2,6,15
13,spectral_baseline_9,False,1,6,10/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5714285714285714,0.375,0.5714285714285714,3,5,3,4,15
13,spectral_baseline_9,False,2,10,6/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.6071428571428572,0.5714285714285714,0.375,4,3,5,3,15
13,spectral_baseline_9,False,3,14,6/10,0.5982142857142857,0.6,0.5982142857142857,0.625,0.5714285714285714,0.625,4,3,3,5,15
13,spectral_baseline_9,True,1,6,10/14,0.675,0.6666666666666666,0.6666666666666666,0.7,0.75,0.6,3,1,2,3,9
13,spectral_baseline_9,True,2,10,6/14,0.5833333333333333,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.6666666666666666,0.5,4,2,4,4,14
13,spectral_baseline_9,True,3,14,6/10,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.5714285714285714,0.42857142857142855,0.625,3,4,3,5,15
13,csp_4_empirical,False,1,6,10/14,0.8035714285714286,0.8,0.8,0.8214285714285714,0.75,0.8571428571428571,6,2,1,6,15
13,csp_4_empirical,False,2,10,6/14,0.7142857142857143,0.7333333333333333,0.7,0.8214285714285714,0.42857142857142855,1.0,3,4,0,8,15
13,csp_4_empirical,False,3,14,6/10,0.7946428571428572,0.8,0.7963800904977376,0.8571428571428572,0.7142857142857143,0.875,5,2,1,7,15
13,csp_4_empirical,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,5,9
13,csp_4_empirical,True,2,10,6/14,0.8333333333333333,0.8571428571428571,0.8444444444444444,0.9166666666666667,0.6666666666666666,1.0,4,2,0,8,14
13,csp_4_empirical,True,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.7678571428571428,0.5714285714285714,0.875,4,3,1,7,15
13,csp_4_ledoit_wolf,False,1,6,10/14,0.8035714285714286,0.8,0.8,0.8035714285714286,0.75,0.8571428571428571,6,2,1,6,15
13,csp_4_ledoit_wolf,False,2,10,6/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.8392857142857143,0.2857142857142857,1.0,2,5,0,8,15
13,csp_4_ledoit_wolf,False,3,14,6/10,0.7857142857142857,0.8,0.784688995215311,0.8214285714285714,0.5714285714285714,1.0,4,3,0,8,15
13,csp_4_ledoit_wolf,True,1,6,10/14,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,5,9
13,csp_4_ledoit_wolf,True,2,10,6/14,0.6666666666666666,0.7142857142857143,0.65,1.0,0.3333333333333333,1.0,2,4,0,8,14
13,csp_4_ledoit_wolf,True,3,14,6/10,0.6607142857142857,0.6666666666666666,0.660633484162896,0.75,0.5714285714285714,0.75,4,3,2,6,15
13,csp_6_ledoit_wolf,False,1,6,10/14,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.8392857142857143,0.75,0.7142857142857143,6,2,2,5,15
13,csp_6_ledoit_wolf,False,2,10,6/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.9464285714285714,0.2857142857142857,1.0,2,5,0,8,15
13,csp_6_ledoit_wolf,False,3,14,6/10,0.5982142857142857,0.6,0.5982142857142857,0.6428571428571429,0.5714285714285714,0.625,4,3,3,5,15
13,csp_6_ledoit_wolf,True,1,6,10/14,0.75,0.7777777777777778,0.75,0.95,0.5,1.0,2,2,0,5,9
13,csp_6_ledoit_wolf,True,2,10,6/14,0.5833333333333334,0.6428571428571429,0.5238095238095237,0.9166666666666667,0.16666666666666666,1.0,1,5,0,8,14
13,csp_6_ledoit_wolf,True,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.7142857142857143,0.42857142857142855,1.0,3,4,0,8,15
14,spectral_baseline_6,False,1,6,10/14,0.2767857142857143,0.26666666666666666,0.25339366515837103,0.25,0.125,0.42857142857142855,1,7,4,3,15
14,spectral_baseline_6,False,2,10,6/14,0.5803571428571428,0.6,0.55,0.5357142857142857,0.875,0.2857142857142857,7,1,5,2,15
14,spectral_baseline_6,False,3,14,6/10,0.3839285714285714,0.4,0.354066985645933,0.3214285714285714,0.625,0.14285714285714285,5,3,6,1,15
14,spectral_baseline_6,True,1,6,10/14,0.07142857142857142,0.08333333333333333,0.07692307692307693,0.11428571428571432,0.14285714285714285,0.0,1,6,5,0,12
14,spectral_baseline_6,True,2,10,6/14,0.5625,0.5833333333333334,0.5555555555555556,0.40625,0.625,0.5,5,3,2,2,12
14,spectral_baseline_6,True,3,14,6/10,0.4,0.36363636363636365,0.26666666666666666,0.19999999999999998,0.8,0.0,4,1,6,0,11
14,spectral_baseline_9,False,1,6,10/14,0.2767857142857143,0.26666666666666666,0.25339366515837103,0.23214285714285712,0.125,0.42857142857142855,1,7,4,3,15
14,spectral_baseline_9,False,2,10,6/14,0.5892857142857143,0.6,0.5833333333333333,0.6428571428571428,0.75,0.42857142857142855,6,2,4,3,15
14,spectral_baseline_9,False,3,14,6/10,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.4642857142857143,0.5,0.42857142857142855,4,4,4,3,15
14,spectral_baseline_9,True,1,6,10/14,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.11428571428571432,0.2857142857142857,0.0,2,5,5,0,12
14,spectral_baseline_9,True,2,10,6/14,0.5,0.5,0.4857142857142857,0.53125,0.5,0.5,4,4,2,2,12
14,spectral_baseline_9,True,3,14,6/10,0.3666666666666667,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.4,0.3333333333333333,2,3,4,2,11
14,csp_4_empirical,False,1,6,10/14,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.7678571428571428,0.75,0.7142857142857143,6,2,2,5,15
14,csp_4_empirical,False,2,10,6/14,0.3839285714285714,0.4,0.354066985645933,0.42857142857142855,0.625,0.14285714285714285,5,3,6,1,15
14,csp_4_empirical,False,3,14,6/10,0.5892857142857143,0.6,0.5833333333333333,0.6607142857142857,0.75,0.42857142857142855,6,2,4,3,15
14,csp_4_empirical,True,1,6,10/14,0.7,0.75,0.6974789915966386,0.8857142857142857,1.0,0.4,7,0,3,2,12
14,csp_4_empirical,True,2,10,6/14,0.4375,0.5,0.4375,0.46875,0.625,0.25,5,3,3,1,12
14,csp_4_empirical,True,3,14,6/10,0.5833333333333334,0.5454545454545454,0.47619047619047616,0.7,1.0,0.16666666666666666,5,0,5,1,11
14,csp_4_ledoit_wolf,False,1,6,10/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.625,0.7142857142857143,5,3,2,5,15
14,csp_4_ledoit_wolf,False,2,10,6/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.4464285714285714,0.625,0.2857142857142857,5,3,5,2,15
14,csp_4_ledoit_wolf,False,3,14,6/10,0.6607142857142857,0.6666666666666666,0.660633484162896,0.7142857142857142,0.75,0.5714285714285714,6,2,3,4,15
14,csp_4_ledoit_wolf,True,1,6,10/14,0.8,0.8333333333333334,0.8125,0.9142857142857143,1.0,0.6,7,0,2,3,12
14,csp_4_ledoit_wolf,True,2,10,6/14,0.4375,0.5,0.4375,0.4375,0.625,0.25,5,3,3,1,12
14,csp_4_ledoit_wolf,True,3,14,6/10,0.6666666666666666,0.6363636363636364,0.6071428571428572,0.6666666666666667,1.0,0.3333333333333333,5,0,4,2,11
14,csp_6_ledoit_wolf,False,1,6,10/14,0.625,0.6,0.55,0.8035714285714286,0.25,1.0,2,6,0,7,15
14,csp_6_ledoit_wolf,False,2,10,6/14,0.5178571428571428,0.5333333333333333,0.49760765550239233,0.5357142857142858,0.75,0.2857142857142857,6,2,5,2,15
14,csp_6_ledoit_wolf,False,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.8035714285714286,1.0,0.42857142857142855,8,0,4,3,15
14,csp_6_ledoit_wolf,True,1,6,10/14,0.5,0.5833333333333334,0.3684210526315789,0.7714285714285715,1.0,0.0,7,0,5,0,12
14,csp_6_ledoit_wolf,True,2,10,6/14,0.4375,0.5,0.4375,0.5,0.625,0.25,5,3,3,1,12
14,csp_6_ledoit_wolf,True,3,14,6/10,0.5833333333333334,0.5454545454545454,0.47619047619047616,0.7,1.0,0.16666666666666666,5,0,5,1,11
15,spectral_baseline_6,False,1,6,10/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.6785714285714286,0.625,0.7142857142857143,5,3,2,5,15
15,spectral_baseline_6,False,2,10,6/14,0.3392857142857143,0.3333333333333333,0.33035714285714285,0.3571428571428571,0.42857142857142855,0.25,3,4,6,2,15
15,spectral_baseline_6,False,3,14,6/10,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.5,0.42857142857142855,0.625,3,4,3,5,15
15,spectral_baseline_6,True,1,6,10/14,0.55,0.5555555555555556,0.55,0.75,0.5,0.6,2,2,2,3,9
15,spectral_baseline_6,True,2,10,6/14,0.425,0.4444444444444444,0.41558441558441556,0.25,0.6,0.25,3,2,3,1,9
15,spectral_baseline_6,True,3,14,6/10,0.6142857142857143,0.5833333333333334,0.5804195804195804,0.7714285714285715,0.8,0.42857142857142855,4,1,4,3,12
15,spectral_baseline_9,False,1,6,10/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.8214285714285714,0.625,0.7142857142857143,5,3,2,5,15
15,spectral_baseline_9,False,2,10,6/14,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.8928571428571428,0.8571428571428571,0.875,6,1,1,7,15
15,spectral_baseline_9,False,3,14,6/10,0.6607142857142857,0.6666666666666666,0.660633484162896,0.625,0.5714285714285714,0.75,4,3,2,6,15
15,spectral_baseline_9,True,1,6,10/14,0.675,0.6666666666666666,0.6666666666666666,0.85,0.75,0.6,3,1,2,3,9
15,spectral_baseline_9,True,2,10,6/14,0.525,0.5555555555555556,0.5,0.75,0.8,0.25,4,1,3,1,9
15,spectral_baseline_9,True,3,14,6/10,0.6285714285714286,0.6666666666666666,0.625,0.7142857142857142,0.4,0.8571428571428571,2,3,1,6,12
15,csp_4_empirical,False,1,6,10/14,0.7857142857142857,0.8,0.784688995215311,1.0,1.0,0.5714285714285714,8,0,3,4,15
15,csp_4_empirical,False,2,10,6/14,0.875,0.8666666666666667,0.8660714285714286,0.9285714285714286,1.0,0.75,7,0,2,6,15
15,csp_4_empirical,False,3,14,6/10,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,0.8571428571428571,1.0,6,1,0,8,15
15,csp_4_empirical,True,1,6,10/14,0.5,0.4444444444444444,0.3076923076923077,0.6,1.0,0.0,4,0,5,0,9
15,csp_4_empirical,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,4,9
15,csp_4_empirical,True,3,14,6/10,0.6428571428571428,0.5833333333333334,0.5555555555555556,0.8285714285714285,1.0,0.2857142857142857,5,0,5,2,12
15,csp_4_ledoit_wolf,False,1,6,10/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.9642857142857143,1.0,0.7142857142857143,8,0,2,5,15
15,csp_4_ledoit_wolf,False,2,10,6/14,0.875,0.8666666666666667,0.8660714285714286,0.9285714285714286,1.0,0.75,7,0,2,6,15
15,csp_4_ledoit_wolf,False,3,14,6/10,0.9285714285714286,0.9333333333333333,0.9321266968325792,1.0,0.8571428571428571,1.0,6,1,0,8,15
15,csp_4_ledoit_wolf,True,1,6,10/14,0.5,0.4444444444444444,0.3076923076923077,0.6,1.0,0.0,4,0,5,0,9
15,csp_4_ledoit_wolf,True,2,10,6/14,0.875,0.8888888888888888,0.8831168831168831,1.0,1.0,0.75,5,0,1,3,9
15,csp_4_ledoit_wolf,True,3,14,6/10,0.6428571428571428,0.5833333333333334,0.5555555555555556,0.8285714285714285,1.0,0.2857142857142857,5,0,5,2,12
15,csp_6_ledoit_wolf,False,1,6,10/14,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.7678571428571428,1.0,0.2857142857142857,8,0,5,2,15
15,csp_6_ledoit_wolf,False,2,10,6/14,0.8125,0.8,0.7963800904977376,0.9107142857142857,1.0,0.625,7,0,3,5,15
15,csp_6_ledoit_wolf,False,3,14,6/10,0.8571428571428572,0.8666666666666667,0.8611111111111112,1.0,0.7142857142857143,1.0,5,2,0,8,15
15,csp_6_ledoit_wolf,True,1,6,10/14,0.5,0.4444444444444444,0.3076923076923077,0.45,1.0,0.0,4,0,5,0,9
15,csp_6_ledoit_wolf,True,2,10,6/14,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,4,9
15,csp_6_ledoit_wolf,True,3,14,6/10,0.6428571428571428,0.5833333333333334,0.5555555555555556,0.8285714285714285,1.0,0.2857142857142857,5,0,5,2,12
16,spectral_baseline_6,False,1,6,10/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.5178571428571428,0.625,0.2857142857142857,5,3,5,2,15
16,spectral_baseline_6,False,2,10,6/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.42857142857142855,0.375,0.5714285714285714,3,5,3,4,15
16,spectral_baseline_6,False,3,14,6/10,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.4107142857142857,0.5,0.42857142857142855,4,4,4,3,15
16,spectral_baseline_6,True,1,6,10/14,0.5892857142857143,0.6,0.5833333333333333,0.6071428571428571,0.75,0.42857142857142855,6,2,4,3,15
16,spectral_baseline_6,True,2,10,6/14,0.47619047619047616,0.46153846153846156,0.4484848484848485,0.5714285714285714,0.2857142857142857,0.6666666666666666,2,5,2,4,13
16,spectral_baseline_6,True,3,14,6/10,0.41666666666666663,0.4166666666666667,0.4125874125874126,0.41666666666666663,0.5,0.3333333333333333,3,3,4,2,12
16,spectral_baseline_9,False,1,6,10/14,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.6071428571428571,0.875,0.42857142857142855,7,1,4,3,15
16,spectral_baseline_9,False,2,10,6/14,0.4107142857142857,0.4,0.3891402714932127,0.5357142857142857,0.25,0.5714285714285714,2,6,3,4,15
16,spectral_baseline_9,False,3,14,6/10,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.46428571428571425,0.625,0.2857142857142857,5,3,5,2,15
16,spectral_baseline_9,True,1,6,10/14,0.7142857142857143,0.7333333333333333,0.7,0.6071428571428571,1.0,0.42857142857142855,8,0,4,3,15
16,spectral_baseline_9,True,2,10,6/14,0.48809523809523814,0.46153846153846156,0.40522875816993464,0.5,0.14285714285714285,0.8333333333333334,1,6,1,5,13
16,spectral_baseline_9,True,3,14,6/10,0.5,0.5,0.4857142857142857,0.38888888888888895,0.6666666666666666,0.3333333333333333,4,2,4,2,12
16,csp_4_empirical,False,1,6,10/14,0.6071428571428572,0.6,0.5982142857142857,0.6071428571428571,0.5,0.7142857142857143,4,4,2,5,15
16,csp_4_empirical,False,2,10,6/14,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.7857142857142857,0.875,0.42857142857142855,7,1,4,3,15
16,csp_4_empirical,False,3,14,6/10,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.5535714285714285,0.875,0.14285714285714285,7,1,6,1,15
16,csp_4_empirical,True,1,6,10/14,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5,0.5714285714285714,4,4,3,4,15
16,csp_4_empirical,True,2,10,6/14,0.75,0.7692307692307693,0.7450980392156863,0.9047619047619048,1.0,0.5,7,0,3,3,13
16,csp_4_empirical,True,3,14,6/10,0.6666666666666666,0.6666666666666666,0.625,0.75,1.0,0.3333333333333333,6,0,4,2,12
16,csp_4_ledoit_wolf,False,1,6,10/14,0.6071428571428572,0.6,0.5982142857142857,0.5178571428571428,0.5,0.7142857142857143,4,4,2,5,15
16,csp_4_ledoit_wolf,False,2,10,6/14,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.8035714285714286,0.875,0.42857142857142855,7,1,4,3,15
16,csp_4_ledoit_wolf,False,3,14,6/10,0.5178571428571428,0.5333333333333333,0.49760765550239233,0.5714285714285714,0.75,0.2857142857142857,6,2,5,2,15
16,csp_4_ledoit_wolf,True,1,6,10/14,0.6071428571428572,0.6,0.5982142857142857,0.5357142857142857,0.5,0.7142857142857143,4,4,2,5,15
16,csp_4_ledoit_wolf,True,2,10,6/14,0.75,0.7692307692307693,0.7450980392156863,0.9047619047619047,1.0,0.5,7,0,3,3,13
16,csp_4_ledoit_wolf,True,3,14,6/10,0.6666666666666666,0.6666666666666666,0.625,0.7777777777777778,1.0,0.3333333333333333,6,0,4,2,12
16,csp_6_ledoit_wolf,False,1,6,10/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.6071428571428571,0.625,0.2857142857142857,5,3,5,2,15
16,csp_6_ledoit_wolf,False,2,10,6/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.9642857142857143,1.0,0.7142857142857143,8,0,2,5,15
16,csp_6_ledoit_wolf,False,3,14,6/10,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.7142857142857142,1.0,0.2857142857142857,8,0,5,2,15
16,csp_6_ledoit_wolf,True,1,6,10/14,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.6071428571428571,0.625,0.42857142857142855,5,3,4,3,15
16,csp_6_ledoit_wolf,True,2,10,6/14,0.9166666666666667,0.9230769230769231,0.9212121212121211,1.0,1.0,0.8333333333333334,7,0,1,5,13
16,csp_6_ledoit_wolf,True,3,14,6/10,0.6666666666666666,0.6666666666666666,0.625,0.75,1.0,0.3333333333333333,6,0,4,2,12
17,spectral_baseline_6,False,1,6,10/14,0.5625,0.5333333333333333,0.4444444444444444,0.6785714285714285,0.125,1.0,1,7,0,7,15
17,spectral_baseline_6,False,2,10,6/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5357142857142857,0.375,0.5714285714285714,3,5,3,4,15
17,spectral_baseline_6,False,3,14,6/10,0.6607142857142857,0.6666666666666666,0.660633484162896,0.7857142857142857,0.75,0.5714285714285714,6,2,3,4,15
17,spectral_baseline_6,True,1,6,10/14,0.5833333333333334,0.5454545454545454,0.47619047619047616,0.6333333333333333,0.16666666666666666,1.0,1,5,0,5,11
17,spectral_baseline_6,True,2,10,6/14,0.4107142857142857,0.4,0.3891402714932127,0.5535714285714286,0.25,0.5714285714285714,2,6,3,4,15
17,spectral_baseline_6,True,3,14,6/10,0.7232142857142857,0.7333333333333333,0.7222222222222222,0.8035714285714286,0.875,0.5714285714285714,7,1,3,4,15
17,spectral_baseline_9,False,1,6,10/14,0.625,0.6,0.55,0.6785714285714286,0.25,1.0,2,6,0,7,15
17,spectral_baseline_9,False,2,10,6/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.625,0.625,0.7142857142857143,5,3,2,5,15
17,spectral_baseline_9,False,3,14,6/10,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.875,0.75,0.7142857142857143,6,2,2,5,15
17,spectral_baseline_9,True,1,6,10/14,0.5833333333333334,0.5454545454545454,0.47619047619047616,0.6333333333333333,0.16666666666666666,1.0,1,5,0,5,11
17,spectral_baseline_9,True,2,10,6/14,0.4107142857142857,0.4,0.3891402714932127,0.5535714285714286,0.25,0.5714285714285714,2,6,3,4,15
17,spectral_baseline_9,True,3,14,6/10,0.7946428571428572,0.8,0.7963800904977376,0.8928571428571428,0.875,0.7142857142857143,7,1,2,5,15
17,csp_4_empirical,False,1,6,10/14,0.48214285714285715,0.4666666666666667,0.4444444444444444,0.625,0.25,0.7142857142857143,2,6,2,5,15
17,csp_4_empirical,False,2,10,6/14,0.5,0.5333333333333333,0.34782608695652173,0.6964285714285714,1.0,0.0,8,0,7,0,15
17,csp_4_empirical,False,3,14,6/10,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.6428571428571428,1.0,0.2857142857142857,8,0,5,2,15
17,csp_4_empirical,True,1,6,10/14,0.3833333333333333,0.36363636363636365,0.3418803418803419,0.6333333333333333,0.16666666666666666,0.6,1,5,2,3,11
17,csp_4_empirical,True,2,10,6/14,0.5,0.5333333333333333,0.34782608695652173,0.75,1.0,0.0,8,0,7,0,15
17,csp_4_empirical,True,3,14,6/10,0.5803571428571428,0.6,0.55,0.6607142857142857,0.875,0.2857142857142857,7,1,5,2,15
17,csp_4_ledoit_wolf,False,1,6,10/14,0.42857142857142855,0.4,0.2857142857142857,0.5,0.0,0.8571428571428571,0,8,1,6,15
17,csp_4_ledoit_wolf,False,2,10,6/14,0.4375,0.4666666666666667,0.3181818181818182,0.6607142857142857,0.875,0.0,7,1,7,0,15
17,csp_4_ledoit_wolf,False,3,14,6/10,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.625,0.625,0.2857142857142857,5,3,5,2,15
17,csp_4_ledoit_wolf,True,1,6,10/14,0.4,0.36363636363636365,0.26666666666666666,0.4666666666666667,0.0,0.8,0,6,1,4,11
17,csp_4_ledoit_wolf,True,2,10,6/14,0.4375,0.4666666666666667,0.3181818181818182,0.7857142857142857,0.875,0.0,7,1,7,0,15
17,csp_4_ledoit_wolf,True,3,14,6/10,0.6071428571428572,0.6,0.5982142857142857,0.6428571428571428,0.5,0.7142857142857143,4,4,2,5,15
17,csp_6_ledoit_wolf,False,1,6,10/14,0.49107142857142855,0.4666666666666667,0.4,0.48214285714285715,0.125,0.8571428571428571,1,7,1,6,15
17,csp_6_ledoit_wolf,False,2,10,6/14,0.4375,0.4666666666666667,0.3181818181818182,0.5892857142857143,0.875,0.0,7,1,7,0,15
17,csp_6_ledoit_wolf,False,3,14,6/10,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.5,0.875,0.14285714285714285,7,1,6,1,15
17,csp_6_ledoit_wolf,True,1,6,10/14,0.48333333333333334,0.45454545454545453,0.4107142857142857,0.4666666666666667,0.16666666666666666,0.8,1,5,1,4,11
17,csp_6_ledoit_wolf,True,2,10,6/14,0.33035714285714285,0.3333333333333333,0.33035714285714285,0.375,0.375,0.2857142857142857,3,5,5,2,15
17,csp_6_ledoit_wolf,True,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5892857142857143,0.5,0.5714285714285714,4,4,3,4,15
18,spectral_baseline_6,False,1,6,10/14,0.3125,0.3333333333333333,0.25,0.5178571428571428,0.0,0.625,0,7,3,5,15
18,spectral_baseline_6,False,2,10,6/14,0.35714285714285715,0.3333333333333333,0.25,0.41071428571428575,0.7142857142857143,0.0,5,2,8,0,15
18,spectral_baseline_6,False,3,14,6/10,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5535714285714286,0.375,0.5714285714285714,3,5,3,4,15
18,spectral_baseline_6,True,1,6,10/14,0.3125,0.3333333333333333,0.25,0.5178571428571428,0.0,0.625,0,7,3,5,15
18,spectral_baseline_6,True,2,10,6/14,0.35714285714285715,0.3333333333333333,0.25,0.41071428571428575,0.7142857142857143,0.0,5,2,8,0,15
18,spectral_baseline_6,True,3,14,6/10,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.5535714285714286,0.375,0.5714285714285714,3,5,3,4,15
18,spectral_baseline_9,False,1,6,10/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.5714285714285714,0.2857142857142857,0.625,2,5,3,5,15
18,spectral_baseline_9,False,2,10,6/14,0.35714285714285715,0.3333333333333333,0.25,0.32142857142857145,0.7142857142857143,0.0,5,2,8,0,15
18,spectral_baseline_9,False,3,14,6/10,0.4107142857142857,0.4,0.3891402714932127,0.4821428571428571,0.25,0.5714285714285714,2,6,3,4,15
18,spectral_baseline_9,True,1,6,10/14,0.45535714285714285,0.4666666666666667,0.4444444444444444,0.5714285714285714,0.2857142857142857,0.625,2,5,3,5,15
18,spectral_baseline_9,True,2,10,6/14,0.35714285714285715,0.3333333333333333,0.25,0.32142857142857145,0.7142857142857143,0.0,5,2,8,0,15
18,spectral_baseline_9,True,3,14,6/10,0.4107142857142857,0.4,0.3891402714932127,0.4821428571428571,0.25,0.5714285714285714,2,6,3,4,15
18,csp_4_empirical,False,1,6,10/14,0.3482142857142857,0.3333333333333333,0.3055555555555555,0.42857142857142855,0.5714285714285714,0.125,4,3,7,1,15
18,csp_4_empirical,False,2,10,6/14,0.4107142857142857,0.4,0.3891402714932127,0.3214285714285714,0.5714285714285714,0.25,4,3,6,2,15
18,csp_4_empirical,False,3,14,6/10,0.6071428571428572,0.6,0.5982142857142857,0.5178571428571429,0.5,0.7142857142857143,4,4,2,5,15
18,csp_4_empirical,True,1,6,10/14,0.3482142857142857,0.3333333333333333,0.3055555555555555,0.42857142857142855,0.5714285714285714,0.125,4,3,7,1,15
18,csp_4_empirical,True,2,10,6/14,0.4107142857142857,0.4,0.3891402714932127,0.3214285714285714,0.5714285714285714,0.25,4,3,6,2,15
18,csp_4_empirical,True,3,14,6/10,0.6071428571428572,0.6,0.5982142857142857,0.5178571428571429,0.5,0.7142857142857143,4,4,2,5,15
18,csp_4_ledoit_wolf,False,1,6,10/14,0.3482142857142857,0.3333333333333333,0.3055555555555555,0.5,0.5714285714285714,0.125,4,3,7,1,15
18,csp_4_ledoit_wolf,False,2,10,6/14,0.3392857142857143,0.3333333333333333,0.33035714285714285,0.25,0.42857142857142855,0.25,3,4,6,2,15
18,csp_4_ledoit_wolf,False,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5178571428571429,0.5,0.5714285714285714,4,4,3,4,15
18,csp_4_ledoit_wolf,True,1,6,10/14,0.3482142857142857,0.3333333333333333,0.3055555555555555,0.5,0.5714285714285714,0.125,4,3,7,1,15
18,csp_4_ledoit_wolf,True,2,10,6/14,0.3392857142857143,0.3333333333333333,0.33035714285714285,0.25,0.42857142857142855,0.25,3,4,6,2,15
18,csp_4_ledoit_wolf,True,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.5178571428571429,0.5,0.5714285714285714,4,4,3,4,15
18,csp_6_ledoit_wolf,False,1,6,10/14,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5178571428571428,0.42857142857142855,0.5,3,4,4,4,15
18,csp_6_ledoit_wolf,False,2,10,6/14,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.23214285714285715,0.2857142857142857,0.25,2,5,6,2,15
18,csp_6_ledoit_wolf,False,3,14,6/10,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.5357142857142857,0.375,0.7142857142857143,3,5,2,5,15
18,csp_6_ledoit_wolf,True,1,6,10/14,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5178571428571428,0.42857142857142855,0.5,3,4,4,4,15
18,csp_6_ledoit_wolf,True,2,10,6/14,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.23214285714285715,0.2857142857142857,0.25,2,5,6,2,15
18,csp_6_ledoit_wolf,True,3,14,6/10,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.5357142857142857,0.375,0.7142857142857143,3,5,2,5,15
19,spectral_baseline_6,False,1,6,10/14,0.6160714285714286,0.6,0.5833333333333333,0.5,0.8571428571428571,0.375,6,1,5,3,15
19,spectral_baseline_6,False,2,10,6/14,0.5178571428571428,0.5333333333333333,0.49760765550239233,0.4642857142857143,0.2857142857142857,0.75,2,5,2,6,15
