comparison_name,subject,candidate_method,reference_method,reference_balanced_accuracy,candidate_balanced_accuracy,candidate_minus_reference,QC_candidate_minus_reference
C_minus_B,54,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6130952380952381,0.6726190476190476,0.05952380952380942,0.042757936507936356
C_minus_B,55,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.8630952380952381,0.8586309523809524,-0.004464285714285698,-0.020337301587301626
C_minus_B,56,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6592261904761906,0.7172619047619048,0.05803571428571419,0.06974206349206358
C_minus_B,57,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5565476190476191,0.5833333333333334,0.0267857142857143,0.024801587301587102
C_minus_B,58,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5565476190476191,0.636904761904762,0.0803571428571429,0.08630952380952372
C_minus_B,59,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5461309523809523,0.5997023809523809,0.0535714285714286,0.07043650793650807
C_minus_B,60,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7514880952380952,0.8095238095238096,0.05803571428571441,0.027083333333333348
C_minus_B,61,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5610119047619048,0.46875,-0.09226190476190477,-0.10654761904761895
C_minus_B,62,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7857142857142857,0.8854166666666666,0.09970238095238093,0.08333333333333326
C_minus_B,63,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.48214285714285704,0.4851190476190476,0.0029761904761905766,-0.019444444444444486
C_minus_B,64,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5595238095238094,0.38095238095238093,-0.1785714285714285,-0.1785714285714285
C_minus_B,65,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5372023809523809,0.5818452380952381,0.044642857142857206,0.07152777777777775
C_minus_B,66,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.4285714285714286,0.5788690476190476,0.15029761904761896,0.15029761904761896
C_minus_B,67,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5535714285714286,0.4791666666666667,-0.07440476190476192,-0.06845238095238088
C_minus_B,68,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6755952380952381,0.5252976190476191,-0.15029761904761907,-0.14722222222222214
C_minus_B,69,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6636904761904762,0.6413690476190476,-0.022321428571428603,-0.022321428571428603
C_minus_B,70,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.9032738095238096,0.8363095238095238,-0.06696428571428581,-0.09166666666666656
C_minus_B,71,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7157738095238096,0.7797619047619048,0.06398809523809512,0.08779761904761907
C_minus_B,72,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.9761904761904763,0.9761904761904763,0.0,0.0
