method,participant_count,median_mean_pairwise_subspace_similarity,q25_mean_pairwise_subspace_similarity,q75_mean_pairwise_subspace_similarity,low_below_0_50_count,moderate_0_50_to_below_0_75_count,high_at_or_above_0_75_count,sign_order_and_rotation_invariant,analysis_role
target_csp_ledoit_wolf,86,0.13114496978512424,0.09975814673901975,0.18764843690242394,86,0,0,True,post_primary_exploratory_stability
